Cell	Subpopulation
SA610X3XB03802-A110660A-R03-C11	1
SA610X3XB03802-A110660A-R03-C15	2
SA610X3XB03802-A110660A-R03-C19	1
SA610X3XB03802-A110660A-R03-C20	2
SA610X3XB03802-A110660A-R03-C23	2
SA610X3XB03802-A110660A-R03-C24	2
SA610X3XB03802-A110660A-R03-C26	2
SA610X3XB03802-A110660A-R03-C30	2
SA610X3XB03802-A110660A-R03-C32	2
SA610X3XB03802-A110660A-R03-C33	2
SA610X3XB03802-A110660A-R03-C45	2
SA610X3XB03802-A110660A-R03-C47	1
SA610X3XB03802-A110660A-R03-C48	1
SA610X3XB03802-A110660A-R03-C49	2
SA610X3XB03802-A110660A-R03-C50	2
SA610X3XB03802-A110660A-R03-C51	1
SA610X3XB03802-A110660A-R03-C53	1
SA610X3XB03802-A110660A-R03-C57	1
SA610X3XB03802-A110660A-R03-C58	2
SA610X3XB03802-A110660A-R03-C59	1
SA610X3XB03802-A110660A-R03-C66	1
SA610X3XB03802-A110660A-R04-C07	2
SA610X3XB03802-A110660A-R04-C10	2
SA610X3XB03802-A110660A-R04-C11	1
SA610X3XB03802-A110660A-R04-C17	2
SA610X3XB03802-A110660A-R04-C18	2
SA610X3XB03802-A110660A-R04-C29	1
SA610X3XB03802-A110660A-R04-C33	2
SA610X3XB03802-A110660A-R04-C34	2
SA610X3XB03802-A110660A-R04-C36	2
SA610X3XB03802-A110660A-R04-C45	2
SA610X3XB03802-A110660A-R04-C46	2
SA610X3XB03802-A110660A-R04-C50	1
SA610X3XB03802-A110660A-R04-C56	2
SA610X3XB03802-A110660A-R04-C57	1
SA610X3XB03802-A110660A-R04-C61	2
SA610X3XB03802-A110660A-R04-C66	2
SA610X3XB03802-A110660A-R05-C11	1
SA610X3XB03802-A110660A-R05-C28	2
SA610X3XB03802-A110660A-R05-C39	1
SA610X3XB03802-A110660A-R05-C40	2
SA610X3XB03802-A110660A-R05-C41	2
SA610X3XB03802-A110660A-R05-C45	1
SA610X3XB03802-A110660A-R05-C46	2
SA610X3XB03802-A110660A-R05-C48	1
SA610X3XB03802-A110660A-R05-C49	2
SA610X3XB03802-A110660A-R05-C50	2
SA610X3XB03802-A110660A-R05-C56	1
SA610X3XB03802-A110660A-R05-C59	2
SA610X3XB03802-A110660A-R05-C61	2
SA610X3XB03802-A110660A-R05-C64	2
SA610X3XB03802-A110660A-R06-C09	2
SA610X3XB03802-A110660A-R06-C13	2
SA610X3XB03802-A110660A-R06-C17	1
SA610X3XB03802-A110660A-R06-C18	2
SA610X3XB03802-A110660A-R06-C23	2
SA610X3XB03802-A110660A-R06-C29	2
SA610X3XB03802-A110660A-R06-C37	1
SA610X3XB03802-A110660A-R06-C38	1
SA610X3XB03802-A110660A-R06-C40	2
SA610X3XB03802-A110660A-R06-C41	2
SA610X3XB03802-A110660A-R06-C48	1
SA610X3XB03802-A110660A-R06-C56	2
SA610X3XB03802-A110660A-R06-C69	2
SA610X3XB03802-A110660A-R06-C70	2
SA610X3XB03802-A110660A-R07-C10	2
SA610X3XB03802-A110660A-R07-C12	2
SA610X3XB03802-A110660A-R07-C16	1
SA610X3XB03802-A110660A-R07-C19	1
SA610X3XB03802-A110660A-R07-C20	1
SA610X3XB03802-A110660A-R07-C29	2
SA610X3XB03802-A110660A-R07-C32	1
SA610X3XB03802-A110660A-R07-C33	2
SA610X3XB03802-A110660A-R07-C34	2
SA610X3XB03802-A110660A-R07-C36	2
SA610X3XB03802-A110660A-R07-C44	2
SA610X3XB03802-A110660A-R07-C47	2
SA610X3XB03802-A110660A-R07-C51	1
SA610X3XB03802-A110660A-R07-C53	1
SA610X3XB03802-A110660A-R07-C61	2
SA610X3XB03802-A110660A-R07-C62	2
SA610X3XB03802-A110660A-R07-C66	2
SA610X3XB03802-A110660A-R08-C23	2
SA610X3XB03802-A110660A-R08-C29	1
SA610X3XB03802-A110660A-R08-C30	2
SA610X3XB03802-A110660A-R08-C31	2
