Cell	Phase	Subpopulation
SA532X8XB01398-A96145A-R37-C15.bam	G1	1
SA532X8XB01398-A96145A-R37-C17.bam	G1	1
SA532X8XB01398-A96145A-R37-C18.bam	G1	1
SA532X8XB01398-A96145A-R37-C19.bam	G1	1
SA532X8XB01398-A96145A-R37-C23.bam	G1	1
SA532X8XB01398-A96145A-R37-C26.bam	G1	2
SA532X8XB01398-A96145A-R37-C27.bam	G1	1
SA532X8XB01398-A96145A-R37-C29.bam	G1	3
SA532X8XB01398-A96145A-R37-C33.bam	S	2
SA532X8XB01398-A96145A-R37-C34.bam	G1	1
SA532X8XB01398-A96145A-R37-C36.bam	S	1
SA532X8XB01398-A96145A-R37-C37.bam	G1	1
SA532X8XB01398-A96145A-R37-C38.bam	G1	1
SA532X8XB01398-A96145A-R37-C40.bam	G1	1
SA532X8XB01398-A96145A-R37-C43.bam	G1	1
SA532X8XB01398-A96145A-R37-C44.bam	G1	3
SA532X8XB01398-A96145A-R37-C45.bam	G1	1
SA532X8XB01398-A96145A-R37-C46.bam	G1	1
SA532X8XB01398-A96145A-R37-C47.bam	G1	1
SA532X8XB01398-A96145A-R37-C56.bam	G1	1
SA532X8XB01398-A96145A-R38-C17.bam	G1	1
SA532X8XB01398-A96145A-R38-C18.bam	G1	1
SA532X8XB01398-A96145A-R38-C23.bam	G1	1
SA532X8XB01398-A96145A-R38-C25.bam	G1	1
SA532X8XB01398-A96145A-R38-C28.bam	G1	2
SA532X8XB01398-A96145A-R38-C29.bam	G1	3
SA532X8XB01398-A96145A-R38-C30.bam	G1	1
SA532X8XB01398-A96145A-R38-C33.bam	S	1
SA532X8XB01398-A96145A-R38-C34.bam	G1	1
SA532X8XB01398-A96145A-R38-C38.bam	S	1
SA532X8XB01398-A96145A-R38-C43.bam	G1	3
SA532X8XB01398-A96145A-R38-C46.bam	G1	1
SA532X8XB01398-A96145A-R38-C47.bam	G1	1
SA532X8XB01398-A96145A-R38-C51.bam	G1	3
SA532X8XB01398-A96145A-R38-C56.bam	G1	1
SA532X8XB01398-A96145A-R38-C64.bam	G1	1
SA532X8XB01398-A96145A-R39-C09.bam	G1	3
SA532X8XB01398-A96145A-R39-C10.bam	G1	1
SA532X8XB01398-A96145A-R39-C13.bam	G1	1
SA532X8XB01398-A96145A-R39-C23.bam	G1	1
SA532X8XB01398-A96145A-R39-C29.bam	G1	1
SA532X8XB01398-A96145A-R39-C31.bam	G1	3
SA532X8XB01398-A96145A-R39-C42.bam	G1	1
SA532X8XB01398-A96145A-R39-C51.bam	G1	1
SA532X8XB01398-A96145A-R39-C52.bam	G1	1
SA532X8XB01398-A96145A-R39-C60.bam	G1	1
SA532X8XB01398-A96145A-R40-C11.bam	G1	1
SA532X8XB01398-A96145A-R40-C15.bam	G1	1
SA532X8XB01398-A96145A-R40-C16.bam	G1	3
SA532X8XB01398-A96145A-R40-C17.bam	G1	3
SA532X8XB01398-A96145A-R40-C19.bam	G1	3
SA532X8XB01398-A96145A-R40-C20.bam	G1	1
SA532X8XB01398-A96145A-R40-C46.bam	G1	1
SA532X8XB01398-A96145A-R41-C11.bam	G1	1
SA532X8XB01398-A96145A-R41-C12.bam	G1	1
SA532X8XB01398-A96145A-R41-C13.bam	G1	1
SA532X8XB01398-A96145A-R41-C56.bam	G1	1
SA532X8XB01398-A96145A-R42-C11.bam	G1	1
SA532X8XB01398-A96145A-R42-C69.bam	G1	1
SA532X8XB01398-A96145A-R43-C09.bam	S	1
SA532X8XB01398-A96145A-R43-C12.bam	G1	1
SA532X8XB01398-A96145A-R43-C13.bam	G1	1
SA532X8XB01398-A96145A-R43-C15.bam	S	1
SA532X8XB01398-A96145A-R43-C16.bam	G1	3
SA532X8XB01398-A96145A-R43-C17.bam	G1	1
SA532X8XB01398-A96145A-R43-C18.bam	G1	1
SA532X8XB01398-A96145A-R43-C20.bam	S	1
SA532X8XB01398-A96145A-R43-C24.bam	S	2
SA532X8XB01398-A96145A-R43-C26.bam	G1	1
SA532X8XB01398-A96145A-R43-C27.bam	G1	1
SA532X8XB01398-A96145A-R43-C34.bam	G1	1
SA532X8XB01398-A96145A-R43-C37.bam	S	1
SA532X8XB01398-A96145A-R43-C38.bam	G1	1
SA532X8XB01398-A96145A-R43-C40.bam	G1	1
SA532X8XB01398-A96145A-R43-C42.bam	G1	1
SA532X8XB01398-A96145A-R43-C43.bam	G1	3
SA532X8XB01398-A96145A-R44-C22.bam	S	1
SA532X8XB01398-A96145A-R44-C23.bam	G1	3
SA532X8XB01398-A96145A-R44-C24.bam	G1	1
SA532X8XB01398-A96145A-R44-C25.bam	G1	1
SA532X8XB01398-A96145A-R44-C28.bam	G1	1
SA532X8XB01398-A96145A-R44-C29.bam	G1	1
SA532X8XB01398-A96145A-R44-C37.bam	G1	1
SA532X8XB01398-A96145A-R44-C46.bam	G1	3
SA532X8XB01398-A96145A-R44-C57.bam	G1	2
SA532X8XB01398-A96145A-R45-C10.bam	G1	2
SA532X8XB01398-A96145A-R45-C13.bam	S	1
SA532X8XB01398-A96145A-R45-C16.bam	G1	1
SA532X8XB01398-A96145A-R45-C23.bam	G1	1
SA532X8XB01398-A96145A-R45-C25.bam	G1	1
SA532X8XB01398-A96145A-R45-C26.bam	S	1
SA532X8XB01398-A96145A-R45-C33.bam	G1	1
SA532X8XB01398-A96145A-R45-C38.bam	G1	1
SA532X8XB01398-A96145A-R45-C39.bam	S	1
SA532X8XB01398-A96145A-R45-C42.bam	G1	1
SA532X8XB01398-A96145A-R45-C44.bam	G1	1
SA532X8XB01398-A96145A-R45-C45.bam	G1	1
SA532X8XB01398-A96145A-R45-C46.bam	G1	2
SA532X8XB01398-A96145A-R45-C47.bam	G1	1
SA532X8XB01398-A96145A-R45-C48.bam	S	1
SA532X8XB01398-A96145A-R45-C49.bam	G1	1
SA532X8XB01398-A96145A-R45-C51.bam	G1	1
SA532X8XB01398-A96145A-R45-C53.bam	G1	2
SA532X8XB01398-A96145A-R45-C56.bam	S	1
SA532X8XB01398-A96145A-R45-C58.bam	G1	1
SA532X8XB01398-A96145A-R46-C07.bam	G1	1
SA532X8XB01398-A96145A-R46-C09.bam	S	3
SA532X8XB01398-A96145A-R46-C12.bam	G1	1
SA532X8XB01398-A96145A-R46-C13.bam	G1	1
SA532X8XB01398-A96145A-R46-C16.bam	G1	1
SA532X8XB01398-A96145A-R46-C17.bam	G1	1
SA532X8XB01398-A96145A-R46-C19.bam	G1	1
SA532X8XB01398-A96145A-R46-C21.bam	G1	1
SA532X8XB01398-A96145A-R46-C22.bam	G1	1
SA532X8XB01398-A96145A-R46-C23.bam	S	1
SA532X8XB01398-A96145A-R46-C27.bam	G1	1
SA532X8XB01398-A96145A-R46-C29.bam	G1	1
SA532X8XB01398-A96145A-R46-C31.bam	G1	1
SA532X8XB01398-A96145A-R46-C33.bam	G1	1
SA532X8XB01398-A96145A-R46-C36.bam	G1	2
SA532X8XB01398-A96145A-R46-C38.bam	S	1
SA532X8XB01398-A96145A-R46-C43.bam	G1	1
SA532X8XB01398-A96145A-R46-C44.bam	G1	1
SA532X8XB01398-A96145A-R46-C47.bam	G1	1
SA532X8XB01398-A96145A-R46-C56.bam	G1	1
SA532X8XB01398-A96145A-R47-C10.bam	G1	1
SA532X8XB01398-A96145A-R47-C11.bam	G1	1
SA532X8XB01398-A96145A-R47-C15.bam	G1	1
SA532X8XB01398-A96145A-R47-C16.bam	G1	1
SA532X8XB01398-A96145A-R47-C17.bam	G1	1
SA532X8XB01398-A96145A-R47-C18.bam	G1	1
SA532X8XB01398-A96145A-R47-C20.bam	G1	1
SA532X8XB01398-A96145A-R47-C22.bam	G1	1
SA532X8XB01398-A96145A-R47-C26.bam	G1	1
SA532X8XB01398-A96145A-R47-C27.bam	G1	1
SA532X8XB01398-A96145A-R47-C37.bam	G1	1
SA532X8XB01398-A96145A-R47-C38.bam	G1	1
SA532X8XB01398-A96145A-R47-C43.bam	G1	1
SA532X8XB01398-A96145A-R47-C44.bam	G1	1
SA532X8XB01398-A96145A-R47-C45.bam	G1	1
SA532X8XB01398-A96145A-R47-C46.bam	G1	1
SA532X8XB01398-A96145A-R47-C49.bam	G1	1
SA532X8XB01398-A96145A-R47-C53.bam	G1	2
SA532X8XB01398-A96145A-R47-C56.bam	G1	3
SA532X8XB01398-A96145A-R48-C15.bam	G1	1
SA532X8XB01398-A96145A-R48-C16.bam	G1	3
SA532X8XB01398-A96145A-R48-C17.bam	G1	1
SA532X8XB01398-A96145A-R48-C18.bam	G1	2
SA532X8XB01398-A96145A-R48-C23.bam	G1	3
SA532X8XB01398-A96145A-R48-C26.bam	G1	2
SA532X8XB01398-A96145A-R48-C36.bam	G1	2
SA532X8XB01398-A96145A-R48-C45.bam	G1	1
SA532X8XB01398-A96145A-R48-C46.bam	G1	1
SA532X8XB01398-A96145A-R48-C49.bam	G1	2
SA532X8XB01398-A96145A-R48-C51.bam	S	2
SA532X8XB01398-A96145A-R48-C56.bam	G1	3
SA532X8XB01398-A96145A-R49-C13.bam	S	2
SA532X8XB01398-A96145A-R49-C24.bam	G1	1
SA532X8XB01398-A96145A-R49-C25.bam	G1	2
SA532X8XB01398-A96145A-R49-C27.bam	G1	2
SA532X8XB01398-A96145A-R49-C37.bam	G1	2
SA532X8XB01398-A96145A-R49-C39.bam	G1	1
SA532X8XB01398-A96145A-R49-C40.bam	G1	1
SA532X8XB01398-A96145A-R49-C44.bam	G1	1
SA532X8XB01398-A96145A-R49-C46.bam	G1	1
SA532X8XB01398-A96145A-R49-C48.bam	G1	2
SA532X8XB01398-A96145A-R49-C50.bam	G1	1
SA532X8XB01398-A96145A-R49-C54.bam	G1	1
SA532X8XB01398-A96145A-R50-C08.bam	G1	1
SA532X8XB01398-A96145A-R50-C11.bam	G1	1
SA532X8XB01398-A96145A-R50-C16.bam	G1	2
SA532X8XB01398-A96145A-R50-C18.bam	S	2
SA532X8XB01398-A96145A-R50-C24.bam	G1	2
SA532X8XB01398-A96145A-R50-C25.bam	S	1
SA532X8XB01398-A96145A-R50-C37.bam	S	1
SA532X8XB01398-A96145A-R50-C40.bam	G1	3
SA532X8XB01398-A96145A-R50-C44.bam	G1	1
SA532X8XB01398-A96145A-R50-C46.bam	G1	1
SA532X8XB01398-A96145A-R51-C17.bam	G1	2
SA532X8XB01398-A96145A-R51-C26.bam	S	1
SA532X8XB01398-A96145A-R51-C29.bam	G1	1
SA532X8XB01398-A96145A-R51-C33.bam	G1	1
SA532X8XB01398-A96145A-R51-C45.bam	G1	1
SA532X8XB01398-A96145A-R51-C51.bam	S	1
SA532X8XB01398-A96145A-R52-C11.bam	G1	1
SA532X8XB01398-A96145A-R52-C15.bam	G1	1
SA532X8XB01398-A96145A-R52-C16.bam	G1	1
SA532X8XB01398-A96145A-R52-C23.bam	G1	1
SA532X8XB01398-A96145A-R52-C36.bam	G1	1
SA532X8XB01398-A96145A-R52-C51.bam	G1	1
SA532X8XB01398-A96145A-R52-C52.bam	G1	1
SA532X8XB01398-A96145A-R52-C61.bam	G1	1
SA532X8XB01398-A96145A-R53-C06.bam	G1	3
SA532X8XB01398-A96145A-R53-C08.bam	G1	3
SA532X8XB01398-A96145A-R53-C09.bam	S	1
SA532X8XB01398-A96145A-R53-C11.bam	S	1
SA532X8XB01398-A96145A-R53-C13.bam	G1	1
SA532X8XB01398-A96145A-R53-C15.bam	G1	1
SA532X8XB01398-A96145A-R53-C20.bam	S	1
SA532X8XB01398-A96145A-R53-C22.bam	G1	1
SA532X8XB01398-A96145A-R53-C24.bam	G1	1
SA532X8XB01398-A96145A-R53-C25.bam	G1	1
SA532X8XB01398-A96145A-R53-C27.bam	G1	1
SA532X8XB01398-A96145A-R53-C39.bam	G1	2
SA532X8XB01398-A96145A-R53-C40.bam	G1	3
SA532X8XB01398-A96145A-R53-C42.bam	G1	1
SA532X8XB01398-A96145A-R53-C43.bam	G1	2
SA532X8XB01398-A96145A-R53-C50.bam	G1	1
SA532X8XB01398-A96145A-R53-C51.bam	G1	2
SA532X8XB01398-A96145A-R53-C61.bam	G1	1
SA532X8XB01398-A96145A-R53-C67.bam	G1	1
