Cell	Subpopulation
SA1049AX1XB01417-A95652B-R35-C27	1
SA1049AX1XB01417-A95652B-R35-C33	1
SA1049AX1XB01417-A95652B-R35-C53	1
SA1049AX1XB01417-A95652B-R35-C62	1
SA1049AX1XB01417-A95652B-R36-C12	1
SA1049AX1XB01417-A95652B-R36-C43	1
SA1049AX1XB01417-A95652B-R36-C44	1
SA1049AX1XB01417-A95652B-R36-C45	1
SA1049AX1XB01417-A95652B-R36-C48	1
SA1049AX1XB01417-A95652B-R36-C61	1
SA1049AX1XB01417-A95652B-R36-C65	1
SA1049AX1XB01417-A95652B-R37-C16	1
SA1049AX1XB01417-A95652B-R37-C45	1
SA1049AX1XB01417-A95652B-R37-C51	1
SA1049AX1XB01417-A95652B-R37-C61	1
SA1049AX1XB01417-A95652B-R38-C10	1
SA1049AX1XB01417-A95652B-R38-C12	1
SA1049AX1XB01417-A95652B-R38-C50	1
SA1049AX1XB01417-A95652B-R38-C55	1
SA1049AX1XB01417-A95652B-R38-C65	1
SA1049AX1XB01417-A95652B-R38-C68	1
SA1049AX1XB01417-A95652B-R39-C08	1
SA1049AX1XB01417-A95652B-R39-C11	1
SA1049AX1XB01417-A95652B-R39-C15	1
SA1049AX1XB01417-A95652B-R39-C17	1
SA1049AX1XB01417-A95652B-R39-C19	1
SA1049AX1XB01417-A95652B-R39-C21	1
SA1049AX1XB01417-A95652B-R39-C33	1
SA1049AX1XB01417-A95652B-R39-C48	1
SA1049AX1XB01417-A95652B-R39-C52	1
SA1049AX1XB01417-A95652B-R39-C54	1
SA1049AX1XB01417-A95652B-R39-C58	1
SA1049AX1XB01417-A95652B-R39-C59	1
SA1049AX1XB01417-A95652B-R40-C13	1
SA1049AX1XB01417-A95652B-R40-C15	1
SA1049AX1XB01417-A95652B-R40-C20	1
SA1049AX1XB01417-A95652B-R40-C28	1
SA1049AX1XB01417-A95652B-R40-C29	1
SA1049AX1XB01417-A95652B-R40-C31	1
SA1049AX1XB01417-A95652B-R40-C32	1
SA1049AX1XB01417-A95652B-R40-C33	1
SA1049AX1XB01417-A95652B-R40-C39	1
SA1049AX1XB01417-A95652B-R40-C44	1
SA1049AX1XB01417-A95652B-R40-C48	1
SA1049AX1XB01417-A95652B-R40-C51	1
SA1049AX1XB01417-A95652B-R40-C53	1
SA1049AX1XB01417-A95652B-R40-C55	1
SA1049AX1XB01417-A95652B-R40-C61	1
SA1049AX1XB01417-A95652B-R40-C62	1
SA1049AX1XB01417-A95652B-R40-C65	1
SA1049AX1XB01417-A95652B-R40-C68	1
SA1049AX1XB01417-A95652B-R41-C09	1
SA1049AX1XB01417-A95652B-R41-C16	1
SA1049AX1XB01417-A95652B-R41-C17	1
SA1049AX1XB01417-A95652B-R41-C19	1
SA1049AX1XB01417-A95652B-R41-C20	1
SA1049AX1XB01417-A95652B-R41-C23	1
SA1049AX1XB01417-A95652B-R41-C24	1
SA1049AX1XB01417-A95652B-R41-C27	1
SA1049AX1XB01417-A95652B-R41-C29	1
SA1049AX1XB01417-A95652B-R41-C30	1
SA1049AX1XB01417-A95652B-R41-C31	1
SA1049AX1XB01417-A95652B-R41-C38	1
SA1049AX1XB01417-A95652B-R41-C39	1
SA1049AX1XB01417-A95652B-R41-C42	1
SA1049AX1XB01417-A95652B-R41-C44	1
SA1049AX1XB01417-A95652B-R41-C48	1
SA1049AX1XB01417-A95652B-R41-C52	1
SA1049AX1XB01417-A95652B-R41-C56	1
SA1049AX1XB01417-A95652B-R41-C57	1
SA1049AX1XB01417-A95652B-R41-C61	1
SA1049AX1XB01417-A95652B-R41-C63	1
SA1049AX1XB01417-A95652B-R41-C64	1
SA1049AX1XB01417-A95652B-R41-C66	1
SA1049AX1XB01417-A95652B-R41-C68	1
SA1049AX1XB01417-A95652B-R42-C08	1
SA1049AX1XB01417-A95652B-R42-C19	1
SA1049AX1XB01417-A95652B-R42-C25	1
SA1049AX1XB01417-A95652B-R42-C26	1
SA1049AX1XB01417-A95652B-R42-C27	1
SA1049AX1XB01417-A95652B-R42-C31	1
SA1049AX1XB01417-A95652B-R42-C36	1
SA1049AX1XB01417-A95652B-R42-C44	1
SA1049AX1XB01417-A95652B-R42-C46	1
SA1049AX1XB01417-A95652B-R42-C47	1
SA1049AX1XB01417-A95652B-R42-C49	1
SA1049AX1XB01417-A95652B-R42-C51	1
SA1049AX1XB01417-A95652B-R42-C53	1
SA1049AX1XB01417-A95652B-R42-C60	1
SA1049AX1XB01417-A95652B-R42-C61	1
SA1049AX1XB01417-A95652B-R42-C63	1
SA1049AX1XB01417-A95652B-R42-C65	1
SA1049AX1XB01417-A95652B-R42-C67	1
SA1049AX1XB01417-A95652B-R42-C68	1
SA1049AX1XB01417-A95652B-R42-C69	1
SA1049AX1XB01417-A95652B-R43-C09	1
SA1049AX1XB01417-A95652B-R43-C11	1
SA1049AX1XB01417-A95652B-R43-C14	1
SA1049AX1XB01417-A95652B-R43-C18	1
SA1049AX1XB01417-A95652B-R43-C30	1
SA1049AX1XB01417-A95652B-R43-C32	1
SA1049AX1XB01417-A95652B-R43-C38	1
SA1049AX1XB01417-A95652B-R43-C39	1
SA1049AX1XB01417-A95652B-R43-C40	1
SA1049AX1XB01417-A95652B-R43-C41	1
SA1049AX1XB01417-A95652B-R43-C42	1
SA1049AX1XB01417-A95652B-R43-C43	1
SA1049AX1XB01417-A95652B-R43-C44	1
