Cell	Subpopulation
SA1096AX1XB02034-A95717A-R03-C43	1
SA1096AX1XB02034-A95717A-R03-C55	1
SA1096AX1XB02034-A95717A-R03-C57	1
SA1096AX1XB02034-A95717A-R04-C42	1
SA1096AX1XB02034-A95717A-R04-C45	1
SA1096AX1XB02034-A95717A-R04-C47	1
SA1096AX1XB02034-A95717A-R04-C54	1
SA1096AX1XB02034-A95717A-R04-C57	1
SA1096AX1XB02034-A95717A-R04-C58	1
SA1096AX1XB02034-A95717A-R04-C59	1
SA1096AX1XB02034-A95717A-R04-C60	1
SA1096AX1XB02034-A95717A-R04-C62	2
SA1096AX1XB02034-A95717A-R04-C63	1
SA1096AX1XB02034-A95717A-R04-C64	1
SA1096AX1XB02034-A95717A-R04-C66	1
SA1096AX1XB02034-A95717A-R05-C38	1
SA1096AX1XB02034-A95717A-R05-C44	1
SA1096AX1XB02034-A95717A-R05-C45	1
SA1096AX1XB02034-A95717A-R05-C62	1
SA1096AX1XB02034-A95717A-R05-C64	1
SA1096AX1XB02034-A95717A-R05-C66	1
SA1096AX1XB02034-A95717A-R05-C67	1
SA1096AX1XB02034-A95717A-R05-C69	1
SA1096AX1XB02034-A95717A-R05-C70	1
SA1096AX1XB02034-A95717A-R06-C44	1
SA1096AX1XB02034-A95717A-R06-C59	1
SA1096AX1XB02034-A95717A-R06-C60	1
SA1096AX1XB02034-A95717A-R06-C69	1
SA1096AX1XB02034-A95717A-R07-C42	1
SA1096AX1XB02034-A95717A-R07-C56	1
SA1096AX1XB02034-A95717A-R07-C64	1
SA1096AX1XB02034-A95717A-R07-C69	1
SA1096AX1XB02034-A95717A-R08-C58	1
SA1096AX1XB02034-A95717A-R08-C62	1
SA1096AX1XB02034-A95717A-R08-C66	1
SA1096AX1XB02034-A95717A-R08-C67	1
SA1096AX1XB02034-A95717A-R09-C50	3
SA1096AX1XB02034-A95717A-R09-C66	1
SA1096AX1XB02034-A95717A-R11-C47	1
SA1096AX1XB02034-A95717A-R11-C48	1
SA1096AX1XB02034-A95717A-R11-C51	1
SA1096AX1XB02034-A95717A-R11-C54	1
SA1096AX1XB02034-A95717A-R11-C55	1
SA1096AX1XB02034-A95717A-R11-C58	1
SA1096AX1XB02034-A95717A-R11-C59	1
SA1096AX1XB02034-A95717A-R11-C60	1
SA1096AX1XB02034-A95717A-R11-C61	3
SA1096AX1XB02034-A95717A-R11-C67	1
SA1096AX1XB02034-A95717A-R11-C69	1
SA1096AX1XB02034-A95717A-R12-C48	3
SA1096AX1XB02034-A95717A-R12-C49	1
SA1096AX1XB02034-A95717A-R12-C55	1
SA1096AX1XB02034-A95717A-R12-C56	1
SA1096AX1XB02034-A95717A-R12-C60	1
SA1096AX1XB02034-A95717A-R12-C63	1
SA1096AX1XB02034-A95717A-R13-C37	1
SA1096AX1XB02034-A95717A-R13-C47	1
SA1096AX1XB02034-A95717A-R13-C48	3
SA1096AX1XB02034-A95717A-R13-C56	1
SA1096AX1XB02034-A95717A-R14-C31	1
SA1096AX1XB02034-A95717A-R14-C37	1
SA1096AX1XB02034-A95717A-R14-C39	1
SA1096AX1XB02034-A95717A-R14-C42	1
SA1096AX1XB02034-A95717A-R14-C46	1
SA1096AX1XB02034-A95717A-R14-C48	1
SA1096AX1XB02034-A95717A-R14-C50	1
SA1096AX1XB02034-A95717A-R14-C51	1
SA1096AX1XB02034-A95717A-R14-C59	1
SA1096AX1XB02034-A95717A-R14-C61	1
SA1096AX1XB02034-A95717A-R14-C62	1
SA1096AX1XB02034-A95717A-R14-C66	1
SA1096AX1XB02034-A95717A-R14-C70	1
SA1096AX1XB02034-A95717A-R15-C35	1
SA1096AX1XB02034-A95717A-R15-C38	1
SA1096AX1XB02034-A95717A-R15-C39	1
SA1096AX1XB02034-A95717A-R15-C42	1
SA1096AX1XB02034-A95717A-R15-C46	1
SA1096AX1XB02034-A95717A-R15-C47	1
SA1096AX1XB02034-A95717A-R15-C48	1
SA1096AX1XB02034-A95717A-R15-C51	1
SA1096AX1XB02034-A95717A-R15-C57	1
SA1096AX1XB02034-A95717A-R15-C60	1
SA1096AX1XB02034-A95717A-R15-C61	3
SA1096AX1XB02034-A95717A-R15-C63	1
SA1096AX1XB02034-A95717A-R15-C64	1
SA1096AX1XB02034-A95717A-R16-C28	1
SA1096AX1XB02034-A95717A-R16-C31	1
SA1096AX1XB02034-A95717A-R16-C38	1
SA1096AX1XB02034-A95717A-R16-C40	1
SA1096AX1XB02034-A95717A-R16-C41	1
SA1096AX1XB02034-A95717A-R16-C42	1
SA1096AX1XB02034-A95717A-R16-C47	1
SA1096AX1XB02034-A95717A-R16-C49	1
SA1096AX1XB02034-A95717A-R16-C50	1
SA1096AX1XB02034-A95717A-R16-C51	1
SA1096AX1XB02034-A95717A-R16-C63	1
SA1096AX1XB02034-A95717A-R16-C66	1
SA1096AX1XB02034-A95717A-R17-C34	1
SA1096AX1XB02034-A95717A-R17-C35	1
SA1096AX1XB02034-A95717A-R18-C29	1
SA1096AX1XB02034-A95717A-R18-C30	1
SA1096AX1XB02034-A95717A-R18-C31	1
SA1096AX1XB02034-A95717A-R18-C34	1
SA1096AX1XB02034-A95717A-R18-C35	1
SA1096AX1XB02034-A95717A-R18-C40	3
SA1096AX1XB02034-A95717A-R18-C46	1
SA1096AX1XB02034-A95717A-R18-C47	1
SA1096AX1XB02034-A95717A-R18-C56	1
SA1096AX1XB02034-A95717A-R18-C59	1
SA1096AX1XB02034-A95717A-R18-C61	3
SA1096AX1XB02034-A95717A-R18-C64	1
SA1096AX1XB02034-A95717A-R18-C67	1
SA1096AX1XB02034-A95717A-R19-C23	1
SA1096AX1XB02034-A95717A-R19-C39	3
SA1096AX1XB02034-A95717A-R19-C47	1
SA1096AX1XB02034-A95717A-R19-C49	1
SA1096AX1XB02034-A95717A-R19-C55	1
SA1096AX1XB02034-A95717A-R19-C57	1
SA1096AX1XB02034-A95717A-R19-C70	1
SA1096AX1XB02034-A95717A-R20-C08	1
SA1096AX1XB02034-A95717A-R20-C13	1
SA1096AX1XB02034-A95717A-R20-C32	1
SA1096AX1XB02034-A95717A-R20-C33	1
SA1096AX1XB02034-A95717A-R20-C42	1
SA1096AX1XB02034-A95717A-R20-C43	1
SA1096AX1XB02034-A95717A-R20-C51	1
SA1096AX1XB02034-A95717A-R20-C52	1
SA1096AX1XB02034-A95717A-R20-C58	1
SA1096AX1XB02034-A95717A-R20-C63	1
SA1096AX1XB02034-A95717A-R21-C17	1
SA1096AX1XB02034-A95717A-R21-C18	1
SA1096AX1XB02034-A95717A-R21-C19	1
SA1096AX1XB02034-A95717A-R21-C26	1
SA1096AX1XB02034-A95717A-R21-C30	1
SA1096AX1XB02034-A95717A-R21-C35	1
SA1096AX1XB02034-A95717A-R21-C43	1
SA1096AX1XB02034-A95717A-R21-C49	1
SA1096AX1XB02034-A95717A-R21-C51	1
SA1096AX1XB02034-A95717A-R21-C54	1
SA1096AX1XB02034-A95717A-R21-C59	1
SA1096AX1XB02034-A95717A-R21-C61	1
SA1096AX1XB02034-A95717A-R21-C63	1
SA1096AX1XB02034-A95717A-R22-C09	1
SA1096AX1XB02034-A95717A-R22-C10	1
SA1096AX1XB02034-A95717A-R22-C36	1
SA1096AX1XB02034-A95717A-R22-C37	1
SA1096AX1XB02034-A95717A-R22-C45	1
SA1096AX1XB02034-A95717A-R22-C48	1
SA1096AX1XB02034-A95717A-R22-C59	1
SA1096AX1XB02034-A95717A-R22-C69	1
SA1096AX1XB02034-A95717A-R23-C07	3
SA1096AX1XB02034-A95717A-R23-C14	1
SA1096AX1XB02034-A95717A-R23-C17	1
SA1096AX1XB02034-A95717A-R23-C18	1
SA1096AX1XB02034-A95717A-R23-C19	1
SA1096AX1XB02034-A95717A-R23-C23	1
SA1096AX1XB02034-A95717A-R23-C26	1
SA1096AX1XB02034-A95717A-R23-C27	1
SA1096AX1XB02034-A95717A-R23-C32	1
SA1096AX1XB02034-A95717A-R23-C37	1
SA1096AX1XB02034-A95717A-R23-C42	1
SA1096AX1XB02034-A95717A-R23-C44	1
SA1096AX1XB02034-A95717A-R23-C50	1
SA1096AX1XB02034-A95717A-R23-C56	1
SA1096AX1XB02034-A95717A-R23-C58	1
SA1096AX1XB02034-A95717A-R23-C59	1
SA1096AX1XB02034-A95717A-R23-C60	1
SA1096AX1XB02034-A95717A-R23-C66	1
SA1096AX1XB02034-A95717A-R24-C14	1
SA1096AX1XB02034-A95717A-R24-C16	1
SA1096AX1XB02034-A95717A-R24-C17	3
SA1096AX1XB02034-A95717A-R24-C25	1
SA1096AX1XB02034-A95717A-R24-C38	1
SA1096AX1XB02034-A95717A-R24-C39	1
SA1096AX1XB02034-A95717A-R24-C43	1
SA1096AX1XB02034-A95717A-R24-C48	1
SA1096AX1XB02034-A95717A-R24-C59	3
SA1096AX1XB02034-A95717A-R24-C60	1
SA1096AX1XB02034-A95717A-R24-C64	1
SA1096AX1XB02034-A95717A-R24-C66	1
SA1096AX1XB02034-A95717A-R25-C07	1
SA1096AX1XB02034-A95717A-R25-C08	1
SA1096AX1XB02034-A95717A-R25-C14	1
SA1096AX1XB02034-A95717A-R25-C17	1
SA1096AX1XB02034-A95717A-R25-C18	1
SA1096AX1XB02034-A95717A-R25-C19	1
SA1096AX1XB02034-A95717A-R25-C21	1
SA1096AX1XB02034-A95717A-R25-C23	1
SA1096AX1XB02034-A95717A-R25-C26	1
SA1096AX1XB02034-A95717A-R25-C28	1
SA1096AX1XB02034-A95717A-R25-C34	1
SA1096AX1XB02034-A95717A-R25-C38	1
SA1096AX1XB02034-A95717A-R25-C48	1
SA1096AX1XB02034-A95717A-R25-C66	1
SA1096AX1XB02034-A95717A-R26-C09	1
SA1096AX1XB02034-A95717A-R26-C12	2
SA1096AX1XB02034-A95717A-R26-C14	1
SA1096AX1XB02034-A95717A-R26-C16	1
SA1096AX1XB02034-A95717A-R26-C17	1
SA1096AX1XB02034-A95717A-R26-C20	1
SA1096AX1XB02034-A95717A-R26-C26	1
SA1096AX1XB02034-A95717A-R26-C36	1
SA1096AX1XB02034-A95717A-R26-C42	1
SA1096AX1XB02034-A95717A-R26-C49	1
SA1096AX1XB02034-A95717A-R26-C67	1
SA1096AX1XB02034-A95717A-R27-C16	1
SA1096AX1XB02034-A95717A-R27-C17	1
SA1096AX1XB02034-A95717A-R27-C18	1
SA1096AX1XB02034-A95717A-R27-C19	1
SA1096AX1XB02034-A95717A-R27-C26	1
SA1096AX1XB02034-A95717A-R27-C30	1
SA1096AX1XB02034-A95717A-R27-C32	1
SA1096AX1XB02034-A95717A-R27-C36	1
SA1096AX1XB02034-A95717A-R27-C61	1
SA1096AX1XB02034-A95717A-R27-C68	1
SA1096AX1XB02034-A95717A-R27-C69	1
SA1096AX1XB02034-A95717A-R28-C08	1
SA1096AX1XB02034-A95717A-R28-C11	1
SA1096AX1XB02034-A95717A-R28-C21	1
