Cell	Subpopulation
SA605X3XB01966-A118368B-R40-C23	1
SA605X3XB01966-A118368B-R41-C66	1
SA605X3XB01966-A118368B-R41-C69	1
SA605X3XB01966-A118368B-R43-C63	1
SA605X3XB01966-A118368B-R43-C67	1
SA605X3XB01966-A118368B-R44-C09	1
SA605X3XB01966-A118368B-R44-C25	1
SA605X3XB01966-A118368B-R45-C63	1
SA605X3XB01966-A118368B-R47-C37	1
SA605X3XB01966-A118368B-R47-C38	1
SA605X3XB01966-A118368B-R47-C51	1
SA605X3XB01966-A118368B-R48-C20	1
SA605X3XB01966-A118368B-R48-C28	1
SA605X3XB01966-A118368B-R48-C41	1
SA605X3XB01966-A118368B-R49-C07	1
SA605X3XB01966-A118368B-R49-C42	1
SA605X3XB01966-A118368B-R49-C52	1
SA605X3XB01966-A118368B-R50-C22	1
SA605X3XB01966-A118368B-R50-C56	1
SA605X3XB01966-A118368B-R51-C14	1
SA605X3XB01966-A118368B-R51-C17	1
SA605X3XB01966-A118368B-R51-C24	1
SA605X3XB01966-A118368B-R51-C47	1
SA605X3XB01966-A118368B-R51-C54	1
SA605X3XB01966-A118368B-R52-C14	1
SA605X3XB01966-A118368B-R52-C15	1
SA605X3XB01966-A118368B-R52-C28	1
SA605X3XB01966-A118368B-R52-C32	1
SA605X3XB01966-A118368B-R52-C50	1
SA605X3XB01966-A118368B-R52-C57	1
SA605X3XB01966-A118368B-R55-C61	1
SA605X3XB01966-A118368B-R56-C39	1
SA605X3XB01966-A118368B-R56-C48	1
SA605X3XB01966-A118368B-R57-C18	1
SA605X3XB01966-A118368B-R57-C33	1
SA605X3XB01966-A118368B-R57-C35	1
SA605X3XB01966-A118368B-R57-C43	1
SA605X3XB01966-A118368B-R57-C50	1
SA605X3XB01966-A118368B-R57-C59	1
SA605X3XB01966-A118368B-R57-C60	1
SA605X3XB01966-A118368B-R57-C62	1
SA605X3XB01966-A118368B-R58-C09	1
SA605X3XB01966-A118368B-R58-C28	1
SA605X3XB01966-A118368B-R58-C34	1
SA605X3XB01966-A118368B-R58-C39	1
SA605X3XB01966-A118368B-R58-C43	1
SA605X3XB01966-A118368B-R58-C51	1
SA605X3XB01966-A118368B-R58-C54	1
SA605X3XB01966-A118368B-R59-C16	1
SA605X3XB01966-A118368B-R59-C17	1
SA605X3XB01966-A118368B-R60-C34	1
SA605X3XB01966-A118368B-R61-C12	1
SA605X3XB01966-A118368B-R61-C39	1
SA605X3XB01966-A118368B-R61-C64	1
SA605X3XB01966-A118368B-R62-C39	1
SA605X3XB01966-A118368B-R62-C41	1
SA605X3XB01966-A118368B-R62-C54	1
SA605X3XB01966-A118368B-R62-C67	1
SA605X3XB01966-A118368B-R63-C65	1
SA605X3XB01966-A118368B-R64-C14	1
SA605X3XB01966-A118368B-R65-C31	1
SA605X3XB01966-A118368B-R65-C56	1
SA605X3XB01966-A118368B-R67-C10	1
SA605X3XB01966-A118368B-R67-C65	1
SA605X3XB01966-A118368B-R70-C61	1
