Cell	Subpopulation
SA1093CX1XB01917-A96192A-R03-C09	1
SA1093CX1XB01917-A96192A-R03-C10	1
SA1093CX1XB01917-A96192A-R03-C14	2
SA1093CX1XB01917-A96192A-R03-C21	2
SA1093CX1XB01917-A96192A-R03-C26	1
SA1093CX1XB01917-A96192A-R03-C32	2
SA1093CX1XB01917-A96192A-R03-C41	1
SA1093CX1XB01917-A96192A-R03-C44	1
SA1093CX1XB01917-A96192A-R03-C51	1
SA1093CX1XB01917-A96192A-R03-C52	1
SA1093CX1XB01917-A96192A-R03-C56	2
SA1093CX1XB01917-A96192A-R03-C59	1
SA1093CX1XB01917-A96192A-R03-C60	1
SA1093CX1XB01917-A96192A-R03-C62	1
SA1093CX1XB01917-A96192A-R03-C66	1
SA1093CX1XB01917-A96192A-R04-C07	1
SA1093CX1XB01917-A96192A-R04-C09	2
SA1093CX1XB01917-A96192A-R04-C15	2
SA1093CX1XB01917-A96192A-R04-C26	1
SA1093CX1XB01917-A96192A-R04-C37	2
SA1093CX1XB01917-A96192A-R04-C49	1
SA1093CX1XB01917-A96192A-R04-C54	1
SA1093CX1XB01917-A96192A-R04-C55	2
SA1093CX1XB01917-A96192A-R04-C56	2
SA1093CX1XB01917-A96192A-R04-C60	1
SA1093CX1XB01917-A96192A-R04-C62	2
SA1093CX1XB01917-A96192A-R04-C63	2
SA1093CX1XB01917-A96192A-R04-C67	1
SA1093CX1XB01917-A96192A-R05-C07	2
SA1093CX1XB01917-A96192A-R05-C10	1
SA1093CX1XB01917-A96192A-R05-C12	2
SA1093CX1XB01917-A96192A-R05-C21	2
SA1093CX1XB01917-A96192A-R05-C24	1
SA1093CX1XB01917-A96192A-R05-C32	1
SA1093CX1XB01917-A96192A-R05-C38	2
SA1093CX1XB01917-A96192A-R05-C46	1
SA1093CX1XB01917-A96192A-R05-C52	1
SA1093CX1XB01917-A96192A-R05-C54	1
SA1093CX1XB01917-A96192A-R05-C56	2
SA1093CX1XB01917-A96192A-R05-C57	1
SA1093CX1XB01917-A96192A-R05-C61	1
SA1093CX1XB01917-A96192A-R05-C68	1
SA1093CX1XB01917-A96192A-R05-C69	2
SA1093CX1XB01917-A96192A-R06-C11	2
SA1093CX1XB01917-A96192A-R06-C13	2
SA1093CX1XB01917-A96192A-R06-C14	2
SA1093CX1XB01917-A96192A-R06-C16	1
SA1093CX1XB01917-A96192A-R06-C19	2
SA1093CX1XB01917-A96192A-R06-C21	1
SA1093CX1XB01917-A96192A-R06-C25	2
SA1093CX1XB01917-A96192A-R06-C28	1
SA1093CX1XB01917-A96192A-R06-C33	1
SA1093CX1XB01917-A96192A-R06-C36	1
SA1093CX1XB01917-A96192A-R06-C41	1
SA1093CX1XB01917-A96192A-R06-C43	2
SA1093CX1XB01917-A96192A-R06-C49	1
SA1093CX1XB01917-A96192A-R06-C50	1
SA1093CX1XB01917-A96192A-R06-C51	2
SA1093CX1XB01917-A96192A-R06-C54	1
SA1093CX1XB01917-A96192A-R06-C56	2
SA1093CX1XB01917-A96192A-R06-C64	1
SA1093CX1XB01917-A96192A-R06-C65	2
SA1093CX1XB01917-A96192A-R07-C07	1
SA1093CX1XB01917-A96192A-R07-C09	2
SA1093CX1XB01917-A96192A-R07-C13	1
SA1093CX1XB01917-A96192A-R07-C14	1
SA1093CX1XB01917-A96192A-R07-C17	1
SA1093CX1XB01917-A96192A-R07-C21	1
SA1093CX1XB01917-A96192A-R07-C30	2
SA1093CX1XB01917-A96192A-R07-C31	1
SA1093CX1XB01917-A96192A-R07-C37	1
SA1093CX1XB01917-A96192A-R07-C38	1
SA1093CX1XB01917-A96192A-R07-C40	2
SA1093CX1XB01917-A96192A-R07-C46	2
SA1093CX1XB01917-A96192A-R07-C50	1
SA1093CX1XB01917-A96192A-R07-C53	2
SA1093CX1XB01917-A96192A-R07-C54	1
SA1093CX1XB01917-A96192A-R07-C55	1
SA1093CX1XB01917-A96192A-R07-C58	1
SA1093CX1XB01917-A96192A-R07-C64	1
SA1093CX1XB01917-A96192A-R07-C67	1
SA1093CX1XB01917-A96192A-R07-C69	2
SA1093CX1XB01917-A96192A-R08-C14	1
SA1093CX1XB01917-A96192A-R08-C23	1
SA1093CX1XB01917-A96192A-R08-C28	1
SA1093CX1XB01917-A96192A-R08-C40	1
SA1093CX1XB01917-A96192A-R08-C47	1
SA1093CX1XB01917-A96192A-R08-C57	1
SA1093CX1XB01917-A96192A-R08-C61	1
SA1093CX1XB01917-A96192A-R08-C66	2
SA1093CX1XB01917-A96192A-R09-C15	2
SA1093CX1XB01917-A96192A-R09-C21	2
SA1093CX1XB01917-A96192A-R09-C23	2
SA1093CX1XB01917-A96192A-R09-C33	1
SA1093CX1XB01917-A96192A-R09-C41	1
SA1093CX1XB01917-A96192A-R09-C44	1
SA1093CX1XB01917-A96192A-R09-C54	1
SA1093CX1XB01917-A96192A-R09-C55	1
SA1093CX1XB01917-A96192A-R09-C59	2
SA1093CX1XB01917-A96192A-R09-C60	1
