Cell	Subpopulation
SA1050AX1XB01436-A98181A-R07-C28	1
SA1050AX1XB01436-A98181A-R22-C45	2
SA1050AX1XB01436-A98181A-R32-C11	1
SA1050AX1XB01436-A98181A-R33-C32	1
SA1050AX1XB01436-A98279A-R04-C44	1
SA1050AX1XB01436-A98279A-R05-C12	1
SA1050AX1XB01436-A98279A-R09-C35	1
SA1050AX1XB01436-A98279A-R13-C15	1
SA1050AX1XB01436-A98279A-R14-C61	1
SA1050AX1XB01436-A98279A-R14-C67	1
SA1050BX1XB01440-A118782A-R11-C19	1
SA1050DX1XB01437-A95717B-R41-C19	1
SA1050DX1XB01437-A95717B-R41-C20	2
SA1050DX1XB01437-A95717B-R41-C22	1
SA1050DX1XB01437-A95717B-R41-C32	2
SA1050DX1XB01437-A95717B-R41-C35	1
SA1050DX1XB01437-A95717B-R41-C39	3
SA1050DX1XB01437-A95717B-R41-C42	1
SA1050DX1XB01437-A95717B-R41-C43	3
SA1050DX1XB01437-A95717B-R41-C53	2
SA1050DX1XB01437-A95717B-R41-C67	2
SA1050DX1XB01437-A95717B-R41-C68	2
SA1050DX1XB01437-A95717B-R42-C18	1
SA1050DX1XB01437-A95717B-R42-C20	1
SA1050DX1XB01437-A95717B-R42-C23	1
SA1050DX1XB01437-A95717B-R42-C28	2
SA1050DX1XB01437-A95717B-R42-C39	1
SA1050DX1XB01437-A95717B-R42-C42	2
SA1050DX1XB01437-A95717B-R42-C43	2
SA1050DX1XB01437-A95717B-R42-C45	2
SA1050DX1XB01437-A95717B-R42-C46	2
SA1050DX1XB01437-A95717B-R42-C47	2
SA1050DX1XB01437-A95717B-R42-C51	3
SA1050DX1XB01437-A95717B-R42-C62	2
SA1050DX1XB01437-A95717B-R42-C70	2
SA1050DX1XB01437-A95717B-R43-C22	1
SA1050DX1XB01437-A95717B-R43-C23	2
SA1050DX1XB01437-A95717B-R43-C25	3
SA1050DX1XB01437-A95717B-R43-C29	2
