Cell	Subpopulation
SA535X5XB02895-A96233A-R04-C46	1
SA535X5XB02895-A96233A-R04-C48	2
SA535X5XB02895-A96233A-R04-C49	1
SA535X5XB02895-A96233A-R04-C51	1
SA535X5XB02895-A96233A-R04-C52	1
SA535X5XB02895-A96233A-R04-C54	2
SA535X5XB02895-A96233A-R04-C57	1
SA535X5XB02895-A96233A-R04-C58	1
SA535X5XB02895-A96233A-R04-C59	1
SA535X5XB02895-A96233A-R04-C63	1
SA535X5XB02895-A96233A-R04-C64	1
SA535X5XB02895-A96233A-R04-C65	1
SA535X5XB02895-A96233A-R04-C66	1
SA535X5XB02895-A96233A-R04-C68	1
SA535X5XB02895-A96233A-R04-C70	1
SA535X5XB02895-A96233A-R05-C10	1
SA535X5XB02895-A96233A-R05-C11	2
SA535X5XB02895-A96233A-R05-C14	1
SA535X5XB02895-A96233A-R05-C17	1
SA535X5XB02895-A96233A-R05-C18	1
SA535X5XB02895-A96233A-R05-C19	1
SA535X5XB02895-A96233A-R05-C23	1
SA535X5XB02895-A96233A-R05-C25	2
SA535X5XB02895-A96233A-R05-C27	1
SA535X5XB02895-A96233A-R05-C31	2
SA535X5XB02895-A96233A-R05-C32	1
SA535X5XB02895-A96233A-R05-C33	1
SA535X5XB02895-A96233A-R05-C34	1
SA535X5XB02895-A96233A-R05-C35	2
SA535X5XB02895-A96233A-R05-C36	1
SA535X5XB02895-A96233A-R05-C37	1
SA535X5XB02895-A96233A-R05-C41	1
SA535X5XB02895-A96233A-R05-C43	1
SA535X5XB02895-A96233A-R05-C45	1
SA535X5XB02895-A96233A-R05-C46	1
SA535X5XB02895-A96233A-R05-C50	1
SA535X5XB02895-A96233A-R05-C55	1
SA535X5XB02895-A96233A-R05-C58	1
SA535X5XB02895-A96233A-R05-C59	2
SA535X5XB02895-A96233A-R05-C63	1
SA535X5XB02895-A96233A-R05-C64	1
SA535X5XB02895-A96233A-R05-C65	1
SA535X5XB02895-A96233A-R05-C66	1
SA535X5XB02895-A96233A-R05-C67	1
SA535X5XB02895-A96233A-R05-C69	1
SA535X5XB02895-A96233A-R06-C09	1
SA535X5XB02895-A96233A-R06-C11	1
SA535X5XB02895-A96233A-R06-C12	1
SA535X5XB02895-A96233A-R06-C13	2
SA535X5XB02895-A96233A-R06-C15	1
SA535X5XB02895-A96233A-R06-C16	1
SA535X5XB02895-A96233A-R06-C20	1
SA535X5XB02895-A96233A-R06-C22	1
SA535X5XB02895-A96233A-R06-C23	1
SA535X5XB02895-A96233A-R06-C24	1
SA535X5XB02895-A96233A-R06-C25	1
SA535X5XB02895-A96233A-R06-C28	1
SA535X5XB02895-A96233A-R06-C37	1
SA535X5XB02895-A96233A-R06-C38	1
SA535X5XB02895-A96233A-R06-C39	1
SA535X5XB02895-A96233A-R06-C40	1
