Cell	Phase	Subpopulation
SRR13981858.bam	G1	1
SRR13981859.bam	G1	1
SRR13981860.bam	G1	1
SRR13981861.bam	G1	1
SRR13981862.bam	G1	2
SRR13981863.bam	G1	2
SRR13981864.bam	G1	1
SRR13981865.bam	G1	1
SRR13981867.bam	G1	1
SRR13981869.bam	S	1
SRR13981870.bam	G1	1
SRR13981871.bam	G1	1
SRR13981872.bam	G1	1
SRR13981873.bam	G1	1
SRR13981874.bam	G1	2
SRR13981875.bam	G1	1
SRR13981876.bam	G1	1
SRR13981878.bam	G1	1
SRR13981879.bam	G1	1
SRR13981880.bam	G1	1
SRR13981881.bam	G1	1
SRR13981882.bam	G1	1
SRR13981883.bam	G1	1
SRR13981884.bam	G1	1
SRR13981885.bam	G1	2
SRR13981886.bam	G1	1
SRR13981889.bam	G1	1
SRR13981890.bam	G1	1
SRR13981892.bam	G1	1
SRR13981893.bam	G1	1
SRR13981894.bam	G1	3
SRR13981896.bam	G1	3
SRR13981897.bam	G1	4
SRR13981899.bam	G1	3
SRR13981900.bam	G1	3
SRR13981901.bam	G1	3
SRR13981902.bam	G1	3
SRR13981903.bam	G1	4
SRR13981904.bam	G1	4
SRR13981905.bam	G1	3
SRR13981906.bam	G1	1
SRR13981908.bam	G1	4
SRR13981909.bam	G1	3
SRR13981910.bam	G1	3
SRR13981911.bam	G1	4
SRR13981912.bam	G1	3
SRR13981913.bam	G1	4
SRR13981914.bam	G1	4
SRR13981915.bam	G1	3
SRR13981916.bam	G1	4
SRR13981918.bam	G1	1
SRR13981919.bam	G1	3
SRR13981920.bam	G1	4
SRR13981921.bam	G1	3
SRR13981922.bam	G1	3
SRR13981927.bam	G1	1
SRR13981928.bam	G1	3
SRR13981930.bam	G1	1
SRR13981931.bam	G1	1
SRR13981932.bam	G1	2
SRR13981933.bam	G1	1
SRR13981934.bam	G1	2
SRR13981936.bam	G1	2
SRR13981937.bam	G1	2
SRR13981938.bam	G1	2
SRR13981939.bam	G1	2
SRR13981940.bam	G1	2
SRR13981942.bam	G1	2
SRR13981943.bam	G1	2
SRR13981944.bam	G1	2
SRR13981946.bam	G1	2
SRR13981947.bam	G1	2
SRR13981949.bam	G1	4
SRR13981950.bam	G1	2
SRR13981951.bam	G1	2
SRR13981952.bam	G1	2
SRR13981953.bam	G1	2
SRR13981954.bam	G1	2
SRR13981955.bam	G1	1
SRR13981956.bam	G1	2
SRR13981957.bam	G1	2
SRR13981959.bam	S	2
SRR13981960.bam	G1	4
SRR13981961.bam	G1	2
SRR13981962.bam	G1	2
SRR13981963.bam	G1	2
SRR13981965.bam	G1	2
SRR13981966.bam	G1	3
SRR13981967.bam	G1	3
SRR13981968.bam	G1	3
SRR13981969.bam	S	4
SRR13981970.bam	G1	1
SRR13981971.bam	G1	3
SRR13981972.bam	G1	3
SRR13981973.bam	G1	4
SRR13981974.bam	G1	4
SRR13981975.bam	G1	3
SRR13981976.bam	G1	3
SRR13981977.bam	G1	3
SRR13981978.bam	G1	3
SRR13981979.bam	G1	3
SRR13981980.bam	G1	3
SRR13981982.bam	G1	3
SRR13981983.bam	G1	3
SRR13981984.bam	G1	3
SRR13981985.bam	G1	3
SRR13981986.bam	G1	3
SRR13981987.bam	G1	4
SRR13981988.bam	G1	4
SRR13981990.bam	G1	3
SRR13981991.bam	G1	4
SRR13981992.bam	G1	1
SRR13981994.bam	G1	3
SRR13981995.bam	G1	4
SRR13981996.bam	G1	3
SRR13981998.bam	G1	4
SRR13981999.bam	G1	3
SRR13982000.bam	G1	4
SRR13982001.bam	G1	3
SRR13982002.bam	G1	3
SRR13982003.bam	G1	1
SRR13982005.bam	G1	1
SRR13982006.bam	S	1
SRR13982007.bam	G1	1
SRR13982008.bam	G1	1
SRR13982009.bam	G1	1
SRR13982010.bam	G1	1
SRR13982011.bam	G1	1
SRR13982012.bam	G1	1
SRR13982013.bam	G1	1
SRR13982014.bam	G1	1
SRR13982016.bam	G1	4
SRR13982017.bam	G1	1
SRR13982018.bam	G1	1
SRR13982020.bam	G1	1
SRR13982021.bam	G1	2
SRR13982022.bam	G1	1
SRR13982024.bam	G1	1
SRR13982025.bam	G1	1
SRR13982026.bam	G1	1
SRR13982027.bam	G1	1
SRR13982029.bam	G1	1
SRR13982030.bam	G1	1
SRR13982033.bam	G1	1
SRR13982034.bam	G1	1
SRR13982035.bam	G1	1
SRR13982036.bam	G1	1
SRR13982037.bam	G1	1
SRR13982038.bam	G1	3
SRR13982039.bam	G1	4
SRR13982040.bam	G1	4
SRR13982041.bam	G1	3
SRR13982042.bam	G1	3
SRR13982043.bam	G1	3
SRR13982044.bam	G1	4
SRR13982045.bam	G1	3
SRR13982046.bam	G1	3
SRR13982047.bam	G1	4
SRR13982048.bam	G1	1
SRR13982049.bam	G1	3
SRR13982050.bam	G1	4
SRR13982051.bam	G1	4
SRR13982052.bam	G1	3
SRR13982053.bam	G1	3
SRR13982054.bam	G1	3
SRR13982055.bam	G1	3
SRR13982057.bam	G1	4
SRR13982058.bam	G1	3
SRR13982059.bam	G1	1
SRR13982060.bam	G1	3
SRR13982061.bam	G1	4
SRR13982063.bam	G1	3
SRR13982064.bam	S	3
SRR13982065.bam	G1	3
SRR13982066.bam	G1	3
SRR13982068.bam	G1	4
SRR13982069.bam	G1	3
SRR13982070.bam	G1	1
SRR13982071.bam	G1	3
SRR13982072.bam	G1	3
SRR13982073.bam	G1	4
SRR13982074.bam	G1	3
SRR13982075.bam	G1	3
SRR13982076.bam	G1	3
SRR13982077.bam	G1	4
SRR13982078.bam	G1	3
SRR13982079.bam	G1	3
SRR13982081.bam	G1	1
SRR13982082.bam	G1	3
SRR13982083.bam	G1	3
SRR13982084.bam	G1	4
SRR13982085.bam	G1	3
SRR13982087.bam	G1	3
SRR13982088.bam	G1	4
SRR13982089.bam	G1	3
SRR13982090.bam	G1	3
SRR13982091.bam	G1	3
SRR13982092.bam	G1	1
SRR13982093.bam	G1	4
SRR13982094.bam	G1	3
SRR13982095.bam	G1	3
SRR13982096.bam	G1	4
SRR13982097.bam	G1	3
SRR13982098.bam	G1	4
SRR13982100.bam	G1	3
SRR13982101.bam	G1	3
SRR13982103.bam	G1	4
SRR13982105.bam	G1	3
SRR13982107.bam	G1	4
SRR13982108.bam	G1	3
SRR13982109.bam	G1	2
SRR13982111.bam	G1	3
SRR13982112.bam	S	3
SRR13982113.bam	G1	3
SRR13982114.bam	G1	3
SRR13982115.bam	G1	3
SRR13982116.bam	G1	3
SRR13982117.bam	G1	3
SRR13982118.bam	G1	4
SRR13982119.bam	G1	3
SRR13982120.bam	G1	2
SRR13982121.bam	G1	3
SRR13982122.bam	G1	4
SRR13982123.bam	G1	4
SRR13982124.bam	G1	3
SRR13982125.bam	G1	4
SRR13982126.bam	G1	3
SRR13982127.bam	G1	3
SRR13982128.bam	G1	4
SRR13982129.bam	G1	3
SRR13982130.bam	G1	3
SRR13982131.bam	G1	1
SRR13982132.bam	G1	3
SRR13982133.bam	S	3
SRR13982134.bam	G1	3
SRR13982137.bam	G1	3
SRR13982139.bam	G1	1
SRR13982140.bam	G1	3
SRR13982141.bam	G1	3
SRR13982142.bam	G1	2
SRR13982143.bam	G1	4
SRR13982144.bam	G1	3
SRR13982145.bam	G1	3
