Cell	Phase	Subpopulation
SA535X5XB00517-A95732A-R03-C07.bam	S	1
SA535X5XB00517-A95732A-R03-C13.bam	G1	1
SA535X5XB00517-A95732A-R03-C17.bam	G1	2
SA535X5XB00517-A95732A-R03-C21.bam	G1	2
SA535X5XB00517-A95732A-R03-C23.bam	S	1
SA535X5XB00517-A95732A-R03-C24.bam	G1	2
SA535X5XB00517-A95732A-R03-C25.bam	S	2
SA535X5XB00517-A95732A-R03-C26.bam	G1	2
SA535X5XB00517-A95732A-R03-C32.bam	G1	1
SA535X5XB00517-A95732A-R03-C35.bam	G1	2
SA535X5XB00517-A95732A-R03-C37.bam	S	2
SA535X5XB00517-A95732A-R03-C40.bam	G1	2
SA535X5XB00517-A95732A-R03-C42.bam	G1	1
SA535X5XB00517-A95732A-R03-C43.bam	G1	2
SA535X5XB00517-A95732A-R03-C44.bam	G1	2
SA535X5XB00517-A95732A-R03-C46.bam	S	1
SA535X5XB00517-A95732A-R03-C47.bam	G1	1
SA535X5XB00517-A95732A-R03-C50.bam	G1	2
SA535X5XB00517-A95732A-R03-C51.bam	G1	2
SA535X5XB00517-A95732A-R03-C52.bam	S	1
SA535X5XB00517-A95732A-R03-C57.bam	G1	2
SA535X5XB00517-A95732A-R03-C59.bam	G1	2
SA535X5XB00517-A95732A-R03-C66.bam	G1	2
SA535X5XB00517-A95732A-R04-C11.bam	G1	2
SA535X5XB00517-A95732A-R04-C12.bam	G1	1
SA535X5XB00517-A95732A-R04-C13.bam	G1	2
SA535X5XB00517-A95732A-R04-C14.bam	G1	2
SA535X5XB00517-A95732A-R04-C17.bam	G1	2
SA535X5XB00517-A95732A-R04-C19.bam	G1	1
SA535X5XB00517-A95732A-R04-C20.bam	G1	2
SA535X5XB00517-A95732A-R04-C21.bam	G1	2
SA535X5XB00517-A95732A-R04-C22.bam	S	1
SA535X5XB00517-A95732A-R04-C24.bam	G1	1
SA535X5XB00517-A95732A-R04-C30.bam	G1	1
SA535X5XB00517-A95732A-R04-C31.bam	G1	2
SA535X5XB00517-A95732A-R04-C35.bam	G1	1
SA535X5XB00517-A95732A-R04-C37.bam	G1	1
SA535X5XB00517-A95732A-R04-C38.bam	S	1
SA535X5XB00517-A95732A-R04-C45.bam	G1	1
SA535X5XB00517-A95732A-R04-C47.bam	S	1
SA535X5XB00517-A95732A-R04-C56.bam	G1	1
SA535X5XB00517-A95732A-R04-C57.bam	G1	2
SA535X5XB00517-A95732A-R04-C59.bam	G1	1
SA535X5XB00517-A95732A-R04-C68.bam	G1	1
SA535X5XB00517-A95732A-R05-C07.bam	G1	2
SA535X5XB00517-A95732A-R05-C08.bam	S	1
SA535X5XB00517-A95732A-R05-C10.bam	G1	1
SA535X5XB00517-A95732A-R05-C11.bam	G1	1
SA535X5XB00517-A95732A-R05-C15.bam	G1	2
SA535X5XB00517-A95732A-R05-C16.bam	G1	1
SA535X5XB00517-A95732A-R05-C17.bam	G1	2
SA535X5XB00517-A95732A-R05-C19.bam	G1	2
SA535X5XB00517-A95732A-R05-C20.bam	G1	1
SA535X5XB00517-A95732A-R05-C21.bam	G1	2
SA535X5XB00517-A95732A-R05-C23.bam	G1	2
SA535X5XB00517-A95732A-R05-C24.bam	G1	2
SA535X5XB00517-A95732A-R05-C25.bam	G1	2
SA535X5XB00517-A95732A-R05-C29.bam	G1	1
SA535X5XB00517-A95732A-R05-C33.bam	G1	1
SA535X5XB00517-A95732A-R05-C34.bam	G1	1
SA535X5XB00517-A95732A-R05-C35.bam	S	2
SA535X5XB00517-A95732A-R05-C37.bam	G1	2
SA535X5XB00517-A95732A-R05-C40.bam	G1	2
SA535X5XB00517-A95732A-R05-C42.bam	S	2
SA535X5XB00517-A95732A-R05-C44.bam	G1	2
SA535X5XB00517-A95732A-R05-C46.bam	G1	1
SA535X5XB00517-A95732A-R05-C47.bam	G1	2
SA535X5XB00517-A95732A-R05-C55.bam	G1	1
SA535X5XB00517-A95732A-R05-C57.bam	G1	2
SA535X5XB00517-A95732A-R05-C58.bam	G1	2
SA535X5XB00517-A95732A-R05-C62.bam	G1	2
SA535X5XB00517-A95732A-R05-C63.bam	G1	1
SA535X5XB00517-A95732A-R05-C67.bam	G1	2
SA535X5XB00517-A95732A-R06-C10.bam	G1	2
SA535X5XB00517-A95732A-R06-C12.bam	G1	1
SA535X5XB00517-A95732A-R06-C14.bam	G1	2
SA535X5XB00517-A95732A-R06-C19.bam	G1	2
SA535X5XB00517-A95732A-R06-C22.bam	G1	2
SA535X5XB00517-A95732A-R06-C23.bam	G1	1
SA535X5XB00517-A95732A-R06-C24.bam	G1	1
SA535X5XB00517-A95732A-R06-C26.bam	G1	2
SA535X5XB00517-A95732A-R06-C31.bam	G1	2
SA535X5XB00517-A95732A-R06-C33.bam	G1	2
SA535X5XB00517-A95732A-R06-C35.bam	G1	1
SA535X5XB00517-A95732A-R06-C36.bam	G1	1
SA535X5XB00517-A95732A-R06-C38.bam	S	1
