Cell	Subpopulation
SA1180CX1XB02698-A118812B-R45-C10	1
SA1180CX1XB02698-A118812B-R45-C17	1
SA1180CX1XB02698-A118812B-R45-C18	2
SA1180CX1XB02698-A118812B-R45-C27	2
SA1180CX1XB02698-A118812B-R45-C29	3
SA1180CX1XB02698-A118812B-R45-C31	2
SA1180CX1XB02698-A118812B-R45-C32	1
SA1180CX1XB02698-A118812B-R45-C35	1
SA1180CX1XB02698-A118812B-R45-C36	3
SA1180CX1XB02698-A118812B-R45-C41	2
SA1180CX1XB02698-A118812B-R45-C50	1
SA1180CX1XB02698-A118812B-R45-C53	2
SA1180CX1XB02698-A118812B-R45-C57	2
SA1180CX1XB02698-A118812B-R45-C58	2
SA1180CX1XB02698-A118812B-R45-C60	2
SA1180CX1XB02698-A118812B-R45-C61	3
SA1180CX1XB02698-A118812B-R45-C62	2
SA1180CX1XB02698-A118812B-R45-C63	3
SA1180CX1XB02698-A118812B-R45-C66	2
SA1180CX1XB02698-A118812B-R46-C09	3
SA1180CX1XB02698-A118812B-R46-C14	1
SA1180CX1XB02698-A118812B-R46-C15	2
SA1180CX1XB02698-A118812B-R46-C19	2
SA1180CX1XB02698-A118812B-R46-C23	2
SA1180CX1XB02698-A118812B-R46-C24	2
SA1180CX1XB02698-A118812B-R46-C30	2
SA1180CX1XB02698-A118812B-R46-C37	1
SA1180CX1XB02698-A118812B-R46-C42	2
SA1180CX1XB02698-A118812B-R46-C49	3
SA1180CX1XB02698-A118812B-R46-C50	1
SA1180CX1XB02698-A118812B-R46-C52	2
SA1180CX1XB02698-A118812B-R46-C54	2
SA1180CX1XB02698-A118812B-R46-C64	1
SA1180CX1XB02698-A118812B-R46-C67	2
SA1180CX1XB02698-A118812B-R47-C12	2
SA1180CX1XB02698-A118812B-R47-C15	2
SA1180CX1XB02698-A118812B-R47-C18	2
SA1180CX1XB02698-A118812B-R47-C19	2
SA1180CX1XB02698-A118812B-R47-C24	3
SA1180CX1XB02698-A118812B-R47-C28	1
SA1180CX1XB02698-A118812B-R47-C31	3
SA1180CX1XB02698-A118812B-R47-C32	2
SA1180CX1XB02698-A118812B-R47-C34	2
SA1180CX1XB02698-A118812B-R47-C45	2
SA1180CX1XB02698-A118812B-R47-C48	2
SA1180CX1XB02698-A118812B-R47-C51	1
SA1180CX1XB02698-A118812B-R47-C52	2
SA1180CX1XB02698-A118812B-R47-C55	1
SA1180CX1XB02698-A118812B-R47-C62	2
SA1180CX1XB02698-A118812B-R47-C63	2
SA1180CX1XB02698-A118812B-R47-C64	2
SA1180CX1XB02698-A118812B-R47-C66	2
SA1180CX1XB02698-A118812B-R47-C67	2
SA1180CX1XB02698-A118812B-R47-C68	2
SA1180CX1XB02698-A118812B-R47-C69	2
SA1180CX1XB02698-A118812B-R47-C70	1
SA1180CX1XB02698-A118812B-R48-C09	2
SA1180CX1XB02698-A118812B-R48-C24	3
SA1180CX1XB02698-A118812B-R48-C28	2
SA1180CX1XB02698-A118812B-R48-C30	2
SA1180CX1XB02698-A118812B-R48-C34	2
SA1180CX1XB02698-A118812B-R48-C35	2
SA1180CX1XB02698-A118812B-R48-C36	1
SA1180CX1XB02698-A118812B-R48-C37	3
SA1180CX1XB02698-A118812B-R48-C49	1
SA1180CX1XB02698-A118812B-R48-C51	2
SA1180CX1XB02698-A118812B-R48-C57	2
SA1180CX1XB02698-A118812B-R48-C62	2
SA1180CX1XB02698-A118812B-R48-C66	2
SA1180CX1XB02698-A118812B-R48-C68	2
SA1180CX1XB02698-A118812B-R49-C12	3
SA1180CX1XB02698-A118812B-R49-C14	1
SA1180CX1XB02698-A118812B-R49-C17	3
SA1180CX1XB02698-A118812B-R49-C21	2
SA1180CX1XB02698-A118812B-R49-C25	3
SA1180CX1XB02698-A118812B-R49-C47	2
SA1180CX1XB02698-A118812B-R49-C49	2
SA1180CX1XB02698-A118812B-R49-C50	3
SA1180CX1XB02698-A118812B-R49-C52	1
SA1180CX1XB02698-A118812B-R49-C54	1
SA1180CX1XB02698-A118812B-R49-C56	3
