chr	start	end	RT	group
chr1	800000	1000000	0.8327467366663709	GM12892
chr1	1000000	1200000	0.8327467366663709	GM12892
chr1	1200000	1400000	0.8354401291973369	GM12892
chr1	1400000	1600000	0.8393305850753989	GM12892
chr1	1600000	1800000	0.8124447560609348	GM12892
chr1	1800000	2000000	0.8036912303352953	GM12892
chr1	2000000	2200000	0.7798504312100066	GM12892
chr1	2200000	2400000	0.7233862551282068	GM12892
chr1	2400000	2600000	0.7043785992668181	GM12892
chr1	2600000	2800000	0.6778444076105634	GM12892
chr1	2800000	3000000	0.5961873921051923	GM12892
chr1	3000000	3200000	0.5829224338901848	GM12892
chr1	3200000	3400000	0.5829224338901848	GM12892
chr1	3400000	3600000	0.6010547371790094	GM12892
chr1	3600000	3800000	0.6119180870539057	GM12892
chr1	3800000	4000000	0.6042226798225742	GM12892
chr1	4000000	4200000	0.5223146891040904	GM12892
chr1	4200000	4400000	0.46272386517763126	GM12892
chr1	4400000	4600000	0.43817318416809875	GM12892
chr1	4600000	4800000	0.43817318416809875	GM12892
chr1	4800000	5000000	0.4358389106412615	GM12892
chr1	5000000	5200000	0.4358389106412615	GM12892
chr1	5200000	5400000	0.441450145080774	GM12892
chr1	5400000	5600000	0.4830249713049729	GM12892
chr1	5600000	5800000	0.5653527115088022	GM12892
chr1	5800000	6000000	0.6685385032219174	GM12892
chr1	6000000	6200000	0.7680818021788691	GM12892
chr1	6200000	6400000	0.7795287204354745	GM12892
chr1	6400000	6600000	0.7736930366183815	GM12892
chr1	6600000	6800000	0.7522837724168816	GM12892
chr1	6800000	7000000	0.7060632327336973	GM12892
chr1	7000000	7200000	0.6565336679410404	GM12892
chr1	7200000	7400000	0.6369424436979424	GM12892
chr1	7400000	7600000	0.6369424436979424	GM12892
chr1	7600000	7800000	0.6513488873189308	GM12892
chr1	7800000	8000000	0.6836631848511633	GM12892
chr1	8000000	8200000	0.7642789884387194	GM12892
chr1	8200000	8400000	0.8081855619197048	GM12892
chr1	8400000	8600000	0.8782137677248207	GM12892
chr1	8600000	8800000	0.920764025681284	GM12892
chr1	8800000	9000000	0.9648095440150574	GM12892
chr1	9000000	9200000	0.9628643160760263	GM12892
chr1	9200000	9400000	0.9694481644850542	GM12892
