Cell	Subpopulation
SA1053BX1XB01603-A96194A-R03-C07	1
SA1053BX1XB01603-A96194A-R03-C08	2
SA1053BX1XB01603-A96194A-R03-C09	2
SA1053BX1XB01603-A96194A-R03-C11	1
SA1053BX1XB01603-A96194A-R03-C14	2
SA1053BX1XB01603-A96194A-R03-C16	1
SA1053BX1XB01603-A96194A-R03-C23	1
SA1053BX1XB01603-A96194A-R03-C25	2
SA1053BX1XB01603-A96194A-R03-C26	1
SA1053BX1XB01603-A96194A-R03-C29	2
SA1053BX1XB01603-A96194A-R03-C30	2
SA1053BX1XB01603-A96194A-R03-C32	1
SA1053BX1XB01603-A96194A-R03-C34	2
SA1053BX1XB01603-A96194A-R03-C35	1
SA1053BX1XB01603-A96194A-R03-C39	1
SA1053BX1XB01603-A96194A-R03-C40	1
SA1053BX1XB01603-A96194A-R03-C41	2
SA1053BX1XB01603-A96194A-R03-C43	2
SA1053BX1XB01603-A96194A-R03-C45	1
SA1053BX1XB01603-A96194A-R03-C46	1
SA1053BX1XB01603-A96194A-R03-C48	1
SA1053BX1XB01603-A96194A-R03-C51	1
SA1053BX1XB01603-A96194A-R03-C52	1
SA1053BX1XB01603-A96194A-R03-C54	2
SA1053BX1XB01603-A96194A-R03-C55	1
SA1053BX1XB01603-A96194A-R03-C57	2
SA1053BX1XB01603-A96194A-R03-C59	1
SA1053BX1XB01603-A96194A-R03-C65	1
SA1053BX1XB01603-A96194A-R03-C67	2
SA1053BX1XB01603-A96194A-R04-C08	1
SA1053BX1XB01603-A96194A-R04-C16	3
SA1053BX1XB01603-A96194A-R04-C18	1
SA1053BX1XB01603-A96194A-R04-C20	1
SA1053BX1XB01603-A96194A-R04-C23	2
SA1053BX1XB01603-A96194A-R04-C24	2
SA1053BX1XB01603-A96194A-R04-C25	2
SA1053BX1XB01603-A96194A-R04-C27	2
SA1053BX1XB01603-A96194A-R04-C28	2
SA1053BX1XB01603-A96194A-R04-C29	2
SA1053BX1XB01603-A96194A-R04-C30	2
SA1053BX1XB01603-A96194A-R04-C31	2
SA1053BX1XB01603-A96194A-R04-C37	1
SA1053BX1XB01603-A96194A-R04-C43	2
SA1053BX1XB01603-A96194A-R04-C48	1
SA1053BX1XB01603-A96194A-R04-C53	2
SA1053BX1XB01603-A96194A-R04-C60	1
SA1053BX1XB01603-A96194A-R04-C61	2
SA1053BX1XB01603-A96194A-R04-C63	2
SA1053BX1XB01603-A96194A-R04-C64	2
SA1053BX1XB01603-A96194A-R04-C70	2
SA1053BX1XB01603-A96194A-R05-C11	1
SA1053BX1XB01603-A96194A-R05-C14	1
SA1053BX1XB01603-A96194A-R05-C16	1
SA1053BX1XB01603-A96194A-R05-C17	2
SA1053BX1XB01603-A96194A-R05-C19	1
SA1053BX1XB01603-A96194A-R05-C26	2
SA1053BX1XB01603-A96194A-R05-C28	2
SA1053BX1XB01603-A96194A-R05-C38	2
SA1053BX1XB01603-A96194A-R05-C45	1
SA1053BX1XB01603-A96194A-R05-C58	1
SA1053BX1XB01603-A96194A-R05-C59	2
SA1053BX1XB01603-A96194A-R06-C18	1
SA1053BX1XB01603-A96194A-R06-C20	2
SA1053BX1XB01603-A96194A-R06-C21	2
SA1053BX1XB01603-A96194A-R06-C22	1
SA1053BX1XB01603-A96194A-R06-C25	1
SA1053BX1XB01603-A96194A-R06-C26	1
SA1053BX1XB01603-A96194A-R06-C27	1
SA1053BX1XB01603-A96194A-R06-C30	1
SA1053BX1XB01603-A96194A-R06-C31	1
SA1053BX1XB01603-A96194A-R06-C33	2
SA1053BX1XB01603-A96194A-R06-C37	3
SA1053BX1XB01603-A96194A-R06-C39	2
SA1053BX1XB01603-A96194A-R06-C46	1
SA1053BX1XB01603-A96194A-R06-C48	1
SA1053BX1XB01603-A96194A-R06-C51	1
SA1053BX1XB01603-A96194A-R06-C55	2
SA1053BX1XB01603-A96194A-R06-C56	1
SA1053BX1XB01603-A96194A-R06-C63	1
SA1053BX1XB01603-A96194A-R06-C64	1
SA1053BX1XB01603-A96194A-R06-C68	1
SA1053BX1XB01603-A96194A-R07-C07	1
SA1053BX1XB01603-A96194A-R07-C08	1
SA1053BX1XB01603-A96194A-R07-C11	1
SA1053BX1XB01603-A96194A-R07-C12	1
SA1053BX1XB01603-A96194A-R07-C19	1
SA1053BX1XB01603-A96194A-R07-C24	1
SA1053BX1XB01603-A96194A-R07-C26	1
SA1053BX1XB01603-A96194A-R07-C27	2
SA1053BX1XB01603-A96194A-R07-C30	1
SA1053BX1XB01603-A96194A-R07-C31	1
SA1053BX1XB01603-A96194A-R07-C32	2
SA1053BX1XB01603-A96194A-R07-C33	1
SA1053BX1XB01603-A96194A-R07-C36	1
SA1053BX1XB01603-A96194A-R07-C52	2
SA1053BX1XB01603-A96194A-R07-C55	2
SA1053BX1XB01603-A96194A-R07-C56	1
SA1053BX1XB01603-A96194A-R07-C58	1
SA1053BX1XB01603-A96194A-R07-C61	1
SA1053BX1XB01603-A96194A-R07-C67	2
SA1053BX1XB01603-A96194A-R08-C07	1
SA1053BX1XB01603-A96194A-R08-C23	1
SA1053BX1XB01603-A96194A-R08-C27	2
SA1053BX1XB01603-A96194A-R08-C28	1
SA1053BX1XB01603-A96194A-R08-C29	1
SA1053BX1XB01603-A96194A-R08-C32	1
SA1053BX1XB01603-A96194A-R08-C34	1
SA1053BX1XB01603-A96194A-R08-C43	1
SA1053BX1XB01603-A96194A-R08-C45	2
SA1053BX1XB01603-A96194A-R08-C47	1
SA1053BX1XB01603-A96194A-R08-C49	1
SA1053BX1XB01603-A96194A-R08-C50	1
SA1053BX1XB01603-A96194A-R08-C61	1
SA1053BX1XB01603-A96194A-R08-C65	1
SA1053BX1XB01603-A96194A-R08-C67	2
SA1053BX1XB01603-A96194A-R08-C69	1
SA1053BX1XB01603-A96194A-R09-C09	1
SA1053BX1XB01603-A96194A-R09-C10	1
SA1053BX1XB01603-A96194A-R09-C14	2
SA1053BX1XB01603-A96194A-R09-C19	1
SA1053BX1XB01603-A96194A-R09-C23	2
SA1053BX1XB01603-A96194A-R09-C24	2
SA1053BX1XB01603-A96194A-R09-C36	2
SA1053BX1XB01603-A96194A-R09-C46	2
SA1053BX1XB01603-A96194A-R09-C55	2
SA1053BX1XB01603-A96194A-R09-C56	1
SA1053BX1XB01603-A96194A-R09-C64	1
SA1053BX1XB01603-A96194A-R09-C70	1
SA1053BX1XB01603-A96194A-R11-C08	1
SA1053BX1XB01603-A96194A-R11-C18	1
SA1053BX1XB01603-A96194A-R11-C21	2
SA1053BX1XB01603-A96194A-R11-C23	2
SA1053BX1XB01603-A96194A-R11-C27	1
SA1053BX1XB01603-A96194A-R11-C33	3
SA1053BX1XB01603-A96194A-R11-C35	1
SA1053BX1XB01603-A96194A-R11-C36	2
SA1053BX1XB01603-A96194A-R11-C38	2
SA1053BX1XB01603-A96194A-R11-C44	3
SA1053BX1XB01603-A96194A-R11-C47	1
SA1053BX1XB01603-A96194A-R11-C48	2
SA1053BX1XB01603-A96194A-R11-C50	2
SA1053BX1XB01603-A96194A-R11-C51	2
SA1053BX1XB01603-A96194A-R11-C53	2
SA1053BX1XB01603-A96194A-R11-C58	2
SA1053BX1XB01603-A96194A-R11-C59	2
SA1053BX1XB01603-A96194A-R12-C09	2
SA1053BX1XB01603-A96194A-R12-C19	2
SA1053BX1XB01603-A96194A-R12-C23	1
SA1053BX1XB01603-A96194A-R12-C25	1
SA1053BX1XB01603-A96194A-R12-C27	1
SA1053BX1XB01603-A96194A-R12-C28	2
SA1053BX1XB01603-A96194A-R12-C39	1
SA1053BX1XB01603-A96194A-R12-C42	1
SA1053BX1XB01603-A96194A-R12-C43	2
SA1053BX1XB01603-A96194A-R12-C45	1
SA1053BX1XB01603-A96194A-R12-C48	2
SA1053BX1XB01603-A96194A-R12-C53	2
SA1053BX1XB01603-A96194A-R12-C55	1
SA1053BX1XB01603-A96194A-R12-C57	2
