chr	start	end	RT	group
chr1	800000	1000000	0.8645509165021618	TNBC-PDX_SA609X6XB01898_
chr1	1000000	1200000	0.8607915563758743	TNBC-PDX_SA609X6XB01898_
chr1	1200000	1400000	0.8589118763127306	TNBC-PDX_SA609X6XB01898_
chr1	1400000	1600000	0.8589118763127306	TNBC-PDX_SA609X6XB01898_
chr1	1600000	1800000	0.8551525161864435	TNBC-PDX_SA609X6XB01898_
chr1	1800000	2000000	0.8551525161864435	TNBC-PDX_SA609X6XB01898_
chr1	2000000	2200000	0.8492923371660545	TNBC-PDX_SA609X6XB01898_
chr1	2200000	2400000	0.8474126571029107	TNBC-PDX_SA609X6XB01898_
chr1	2400000	2600000	0.7938417753033171	TNBC-PDX_SA609X6XB01898_
chr1	2600000	2800000	0.7584374484669292	TNBC-PDX_SA609X6XB01898_
chr1	2800000	3000000	0.7086259267936226	TNBC-PDX_SA609X6XB01898_
chr1	3000000	3200000	0.7086259267936226	TNBC-PDX_SA609X6XB01898_
chr1	3200000	3400000	0.7086259267936226	TNBC-PDX_SA609X6XB01898_
chr1	3400000	3600000	0.7086259267936226	TNBC-PDX_SA609X6XB01898_
chr1	3600000	3800000	0.6986636224589613	TNBC-PDX_SA609X6XB01898_
chr1	3800000	4000000	0.6986636224589613	TNBC-PDX_SA609X6XB01898_
chr1	4000000	4200000	0.6566796256200316	TNBC-PDX_SA609X6XB01898_
chr1	4200000	4400000	0.6566796256200316	TNBC-PDX_SA609X6XB01898_
chr1	4400000	4600000	0.6495636939524163	TNBC-PDX_SA609X6XB01898_
chr1	4600000	4800000	0.6495636939524163	TNBC-PDX_SA609X6XB01898_
chr1	4800000	5000000	0.6495636939524163	TNBC-PDX_SA609X6XB01898_
chr1	5000000	5200000	0.6495636939524163	TNBC-PDX_SA609X6XB01898_
chr1	5200000	5400000	0.6495636939524163	TNBC-PDX_SA609X6XB01898_
chr1	5400000	5600000	0.6495636939524163	TNBC-PDX_SA609X6XB01898_
chr1	5600000	5800000	0.7621628479870335	TNBC-PDX_SA609X6XB01898_
chr1	5800000	6000000	0.77924108398931	TNBC-PDX_SA609X6XB01898_
chr1	6000000	6200000	0.7811207640524538	TNBC-PDX_SA609X6XB01898_
chr1	6200000	6400000	0.7811207640524538	TNBC-PDX_SA609X6XB01898_
chr1	6400000	6600000	0.77924108398931	TNBC-PDX_SA609X6XB01898_
chr1	6600000	6800000	0.8030017523737033	TNBC-PDX_SA609X6XB01898_
