Cell	Phase	Subpopulation
SRR13874871.bam	G1	1
SRR13874873.bam	G1	1
SRR13874874.bam	G1	1
SRR13874875.bam	S	1
SRR13874876.bam	G1	1
SRR13874877.bam	G1	1
SRR13874880.bam	G1	2
SRR13874881.bam	G1	2
SRR13874882.bam	G1	2
SRR13874883.bam	G1	2
SRR13874885.bam	G1	1
SRR13874886.bam	G1	1
SRR13874887.bam	G1	2
SRR13874888.bam	G1	2
SRR13874889.bam	S	1
SRR13874890.bam	S	1
SRR13874892.bam	G1	2
SRR13874893.bam	G1	2
SRR13874894.bam	G1	2
SRR13874895.bam	G1	2
SRR13874896.bam	G1	2
SRR13874897.bam	G1	1
SRR13874898.bam	G1	2
SRR13874899.bam	G1	2
SRR13874900.bam	S	2
SRR13874901.bam	G1	2
SRR13874902.bam	G1	2
SRR13874903.bam	G1	1
SRR13874904.bam	G1	1
SRR13874906.bam	G1	2
SRR13874907.bam	G1	2
SRR13874909.bam	S	2
SRR13874911.bam	G1	1
SRR13874912.bam	G1	2
SRR13874913.bam	G1	2
SRR13874914.bam	G1	2
SRR13874915.bam	G1	2
SRR13874916.bam	G1	2
SRR13874917.bam	S	2
SRR13874918.bam	G1	2
SRR13874919.bam	G1	2
SRR13874920.bam	G1	2
SRR13874922.bam	G1	1
SRR13874924.bam	G1	2
SRR13874925.bam	G1	2
SRR13874926.bam	G1	2
SRR13874927.bam	G1	2
SRR13874928.bam	G1	1
SRR13874929.bam	G1	1
SRR13874930.bam	G1	2
SRR13874931.bam	G1	2
SRR13874933.bam	G1	1
SRR13874934.bam	G1	2
SRR13874936.bam	G1	2
SRR13874937.bam	G1	2
SRR13874938.bam	G1	1
SRR13874939.bam	G1	1
SRR13874941.bam	G1	1
SRR13874942.bam	G1	2
SRR13874943.bam	G1	1
SRR13874944.bam	G1	2
SRR13874945.bam	G1	1
SRR13874946.bam	G1	1
SRR13874947.bam	G1	1
SRR13874948.bam	G1	1
SRR13874949.bam	G1	2
SRR13874950.bam	S	1
SRR13874951.bam	G1	2
SRR13874952.bam	G1	2
SRR13874953.bam	S	2
SRR13874954.bam	G1	1
SRR13874955.bam	G1	2
SRR13874956.bam	G1	2
SRR13874957.bam	S	1
