Cell	Subpopulation
SA1162BX1XB03004-A118804A-R03-C28	1
SA1162BX1XB03004-A118804A-R03-C39	2
SA1162BX1XB03004-A118804A-R03-C45	3
SA1162BX1XB03004-A118804A-R03-C61	2
SA1162BX1XB03004-A118804A-R04-C07	2
SA1162BX1XB03004-A118804A-R04-C26	1
SA1162BX1XB03004-A118804A-R04-C52	3
SA1162BX1XB03004-A118804A-R04-C58	1
SA1162BX1XB03004-A118804A-R04-C60	2
SA1162BX1XB03004-A118804A-R04-C65	3
SA1162BX1XB03004-A118804A-R05-C28	3
SA1162BX1XB03004-A118804A-R05-C31	1
SA1162BX1XB03004-A118804A-R05-C36	2
SA1162BX1XB03004-A118804A-R05-C48	1
SA1162BX1XB03004-A118804A-R05-C56	3
SA1162BX1XB03004-A118804A-R05-C69	2
SA1162BX1XB03004-A118804A-R06-C24	3
SA1162BX1XB03004-A118804A-R06-C42	2
SA1162BX1XB03004-A118804A-R06-C44	3
SA1162BX1XB03004-A118804A-R06-C60	2
SA1162BX1XB03004-A118804A-R08-C22	3
SA1162BX1XB03004-A118804A-R08-C26	3
SA1162BX1XB03004-A118804A-R09-C07	3
SA1162BX1XB03004-A118804A-R10-C14	2
SA1162BX1XB03004-A118804A-R12-C11	2
SA1162BX1XB03004-A118804A-R13-C19	3
SA1162BX1XB03004-A118804A-R13-C33	2
SA1162BX1XB03004-A118804A-R13-C39	3
SA1162BX1XB03004-A118804A-R13-C51	2
SA1162BX1XB03004-A118804A-R13-C62	1
SA1162BX1XB03004-A118804A-R14-C17	2
SA1162BX1XB03004-A118804A-R14-C33	2
SA1162BX1XB03004-A118804A-R14-C47	2
SA1162BX1XB03004-A118804A-R15-C07	2
SA1162BX1XB03004-A118804A-R15-C22	3
SA1162BX1XB03004-A118804A-R15-C28	2
SA1162BX1XB03004-A118804A-R15-C37	3
SA1162BX1XB03004-A118804A-R15-C45	1
SA1162BX1XB03004-A118804A-R15-C62	3
SA1162BX1XB03004-A118804A-R15-C66	2
SA1162BX1XB03004-A118804A-R16-C10	1
SA1162BX1XB03004-A118804A-R16-C18	2
SA1162BX1XB03004-A118804A-R16-C19	1
SA1162BX1XB03004-A118804A-R16-C25	1
SA1162BX1XB03004-A118804A-R16-C34	2
SA1162BX1XB03004-A118804A-R17-C10	2
SA1162BX1XB03004-A118804A-R17-C68	2
SA1162BX1XB03004-A118804A-R18-C10	2
SA1162BX1XB03004-A118804A-R18-C33	3
SA1162BX1XB03004-A118804A-R18-C49	3
SA1162BX1XB03004-A118804A-R18-C66	3
SA1162BX1XB03004-A118804A-R19-C24	2
SA1162BX1XB03004-A118804A-R19-C29	3
SA1162BX1XB03004-A118804A-R19-C45	2
SA1162BX1XB03004-A118804A-R19-C59	2
SA1162BX1XB03004-A118804A-R19-C60	2
SA1162BX1XB03004-A118804A-R20-C40	1
SA1162BX1XB03004-A118804A-R21-C45	3
SA1162BX1XB03004-A118804A-R21-C56	2
SA1162BX1XB03004-A118804A-R21-C63	2
SA1162BX1XB03004-A118804A-R22-C40	2
SA1162BX1XB03004-A118804A-R23-C23	2
SA1162BX1XB03004-A118804A-R24-C18	2
SA1162BX1XB03004-A118814B-R45-C07	2
SA1162BX1XB03004-A118814B-R45-C50	3
SA1162BX1XB03004-A118814B-R46-C33	3
SA1162BX1XB03004-A118814B-R46-C51	1
SA1162BX1XB03004-A118814B-R47-C41	2
SA1162BX1XB03004-A118814B-R47-C60	2
SA1162BX1XB03004-A118814B-R48-C32	3
SA1162BX1XB03004-A118814B-R48-C64	3
SA1162BX1XB03004-A118814B-R48-C70	2
SA1162BX1XB03004-A118814B-R49-C17	3
SA1162BX1XB03004-A118814B-R49-C35	3
SA1162BX1XB03004-A118814B-R49-C51	3
SA1162BX1XB03004-A118814B-R50-C18	2
SA1162BX1XB03004-A118814B-R50-C54	3
SA1162BX1XB03004-A118814B-R50-C60	1
SA1162BX1XB03004-A118814B-R51-C09	2
SA1162BX1XB03004-A118814B-R51-C23	3
SA1162BX1XB03004-A118814B-R51-C39	3
SA1162BX1XB03004-A118814B-R51-C63	3
SA1162BX1XB03004-A118814B-R51-C65	2
SA1162BX1XB03004-A118814B-R52-C52	2
SA1162BX1XB03004-A118814B-R52-C67	3
SA1162BX1XB03004-A118814B-R53-C47	2
SA1162BX1XB03004-A118814B-R53-C57	3
SA1162BX1XB03004-A118814B-R53-C64	2
SA1162BX1XB03004-A118814B-R54-C18	2
SA1162BX1XB03004-A118814B-R54-C20	3
SA1162BX1XB03004-A118814B-R54-C39	3
SA1162BX1XB03004-A118814B-R54-C65	2
SA1162BX1XB03004-A118814B-R55-C08	2
SA1162BX1XB03004-A118814B-R55-C15	1
SA1162BX1XB03004-A118814B-R55-C17	3
SA1162BX1XB03004-A118814B-R55-C18	3
SA1162BX1XB03004-A118814B-R55-C29	3
SA1162BX1XB03004-A118814B-R55-C30	3
SA1162BX1XB03004-A118814B-R55-C55	1
SA1162BX1XB03004-A118814B-R55-C57	3
SA1162BX1XB03004-A118814B-R55-C59	1
SA1162BX1XB03004-A118814B-R55-C66	3
SA1162BX1XB03004-A118814B-R56-C12	2
SA1162BX1XB03004-A118814B-R56-C18	2
SA1162BX1XB03004-A118814B-R56-C32	2
SA1162BX1XB03004-A118814B-R56-C52	1
SA1162BX1XB03004-A118814B-R56-C64	2
SA1162BX1XB03004-A118814B-R57-C11	2
SA1162BX1XB03004-A118814B-R57-C22	3
SA1162BX1XB03004-A118814B-R58-C08	3
SA1162BX1XB03004-A118814B-R58-C09	1
SA1162BX1XB03004-A118814B-R58-C19	2
SA1162BX1XB03004-A118814B-R58-C57	3
SA1162BX1XB03004-A118814B-R59-C16	3
SA1162BX1XB03004-A118814B-R59-C28	2
SA1162BX1XB03004-A118814B-R59-C37	2
SA1162BX1XB03004-A118814B-R59-C39	3
SA1162BX1XB03004-A118814B-R59-C56	2
SA1162BX1XB03004-A118814B-R59-C59	2
SA1162BX1XB03004-A118814B-R59-C64	2
SA1162BX1XB03004-A118814B-R59-C70	2
SA1162BX1XB03004-A118814B-R60-C66	3
SA1162BX1XB03004-A118814B-R62-C14	3
SA1162BX1XB03004-A118814B-R62-C57	2
SA1162BX1XB03004-A118814B-R62-C65	2
SA1162BX1XB03004-A118814B-R63-C34	3
SA1162BX1XB03004-A118814B-R63-C53	2
SA1162BX1XB03004-A118814B-R63-C63	2
SA1162BX1XB03004-A118814B-R65-C40	2
SA1162BX1XB03004-A118814B-R65-C47	3
SA1162BX1XB03004-A118814B-R65-C63	3
SA1162BX1XB03004-A118814B-R66-C24	2
SA1162BX1XB03004-A118814B-R66-C32	3
SA1162BX1XB03004-A118814B-R70-C35	3
SA1162BX1XB03004-A118814B-R70-C43	2
SA1162BX1XB03004-A118814B-R70-C48	2
SA1162BX1XB03004-A118814B-R70-C59	3
SA1162SA-A95668A-R05-C16	4
SA1162SA-A95668A-R05-C17	4
SA1162SA-A95668A-R05-C21	4
SA1162SA-A95668A-R05-C36	4
SA1162SA-A95668A-R05-C52	4
SA1162SA-A95668A-R05-C53	4
SA1162SA-A95668A-R05-C65	4
SA1162SA-A95668A-R07-C28	4
SA1162SA-A95668A-R07-C45	4
SA1162SA-A95668A-R08-C70	4
SA1162SA-A95668A-R09-C49	4
SA1162SA-A95668A-R10-C25	4
SA1162SA-A95668A-R10-C46	4
SA1162SA-A95668A-R10-C56	4
SA1162SA-A95668A-R11-C30	4
SA1162SA-A95668A-R12-C16	4
SA1162SA-A95668A-R12-C25	4
SA1162SA-A95668A-R12-C28	4
SA1162SA-A95668A-R12-C57	4
SA1162SA-A95668A-R14-C17	4
SA1162SA-A95668A-R15-C47	4
SA1162SA-A95668A-R16-C17	4
SA1162SA-A95668A-R16-C40	4
SA1162SA-A96142B-R56-C27	4
SA1162SA-A96142B-R57-C39	1
SA1162SA-A96142B-R59-C37	4
SA1162SA-A96142B-R62-C37	1
SA1162SA-A96142B-R63-C55	1
SA1162SA-A96142B-R67-C07	4
SA1162SA-A96154A-R03-C50	1
SA1162SA-A96154A-R04-C63	1
SA1162SA-A96154A-R09-C34	1
SA1162SA-A96154A-R12-C34	1
SA1162SA-A96154A-R16-C57	3
SA1162SB-A95628A-R05-C26	2
SA1162SB-A95628A-R05-C47	3
SA1162SB-A95628A-R05-C61	3
SA1162SB-A95628A-R07-C24	2
SA1162SB-A95628A-R08-C15	2
SA1162SB-A95628A-R08-C26	2
SA1162SB-A95628A-R08-C43	3
SA1162SB-A95628A-R08-C62	2
SA1162SB-A95628A-R09-C30	3
SA1162SB-A95628A-R09-C34	2
SA1162SB-A95628A-R09-C39	2
SA1162SB-A95628A-R09-C42	2
SA1162SB-A95628A-R09-C47	2
SA1162SB-A95628A-R09-C56	2
SA1162SB-A95628A-R10-C23	2
SA1162SB-A95628A-R10-C33	2
SA1162SB-A95628A-R10-C38	2
SA1162SB-A95628A-R10-C68	2
SA1162SB-A95628A-R11-C15	2
SA1162SB-A95628A-R11-C30	2
SA1162SB-A95628A-R12-C07	3
SA1162SB-A95628A-R12-C19	2
SA1162SB-A95628A-R12-C52	2
SA1162SB-A95628A-R13-C63	2
SA1162SB-A95628A-R14-C45	2
SA1162SB-A95628A-R14-C55	2
SA1162SB-A95628A-R15-C50	2
SA1162SB-A95628A-R16-C52	3
SA1162SB-A95628A-R16-C62	3
SA1162SB-A95628A-R17-C36	2
SA1162SB-A95628A-R20-C50	2
SA1162SB-A95628A-R20-C57	2
SA1162SB-A95628A-R23-C35	2
SA1162SB-A95628A-R23-C56	2
SA1162SB-A95628A-R25-C26	2
SA1162SB-A95628A-R26-C26	2
SA1162SB-A95628A-R27-C27	2
SA1162SB-A95628A-R27-C35	2
SA1162SB-A95628A-R27-C37	2
SA1162SB-A95628A-R28-C16	2
SA1162SB-A95628A-R29-C28	2
SA1162SB-A95628A-R29-C37	3
SA1162SB-A95628A-R29-C45	2
SA1162SB-A95628A-R29-C65	2
SA1162SB-A95628A-R34-C19	2
SA1162SB-A95628A-R34-C28	2
