Cell	Subpopulation
SA1182EX1XB02724-A108847B-R45-C23	1
SA1182EX1XB02724-A108847B-R46-C10	1
SA1182EX1XB02724-A108847B-R46-C26	1
SA1182EX1XB02724-A108847B-R47-C13	1
SA1182EX1XB02724-A108847B-R47-C14	1
SA1182EX1XB02724-A108847B-R47-C16	1
SA1182EX1XB02724-A108847B-R47-C18	1
SA1182EX1XB02724-A108847B-R47-C19	1
SA1182EX1XB02724-A108847B-R47-C25	1
SA1182EX1XB02724-A108847B-R47-C32	1
SA1182EX1XB02724-A108847B-R47-C43	1
SA1182EX1XB02724-A108847B-R47-C54	1
SA1182EX1XB02724-A108847B-R47-C57	1
SA1182EX1XB02724-A108847B-R47-C59	1
SA1182EX1XB02724-A108847B-R47-C66	1
SA1182EX1XB02724-A108847B-R47-C67	1
SA1182EX1XB02724-A108847B-R47-C70	1
SA1182EX1XB02724-A108847B-R48-C07	1
SA1182EX1XB02724-A108847B-R48-C08	1
SA1182EX1XB02724-A108847B-R48-C17	1
SA1182EX1XB02724-A108847B-R48-C20	1
SA1182EX1XB02724-A108847B-R48-C23	1
SA1182EX1XB02724-A108847B-R48-C25	1
SA1182EX1XB02724-A108847B-R48-C26	1
SA1182EX1XB02724-A108847B-R48-C31	1
SA1182EX1XB02724-A108847B-R48-C34	1
SA1182EX1XB02724-A108847B-R48-C36	1
SA1182EX1XB02724-A108847B-R48-C37	1
SA1182EX1XB02724-A108847B-R48-C38	1
SA1182EX1XB02724-A108847B-R48-C40	1
SA1182EX1XB02724-A108847B-R48-C59	1
SA1182EX1XB02724-A108847B-R48-C63	1
SA1182EX1XB02724-A108847B-R48-C66	1
SA1182EX1XB02724-A108847B-R48-C67	1
SA1182EX1XB02724-A108847B-R48-C68	1
SA1182EX1XB02724-A108847B-R49-C23	1
SA1182EX1XB02724-A108847B-R49-C31	1
SA1182EX1XB02724-A108847B-R49-C32	1
SA1182EX1XB02724-A108847B-R49-C38	1
SA1182EX1XB02724-A108847B-R49-C54	1
SA1182EX1XB02724-A108847B-R49-C61	1
SA1182EX1XB02724-A108847B-R49-C62	1
SA1182EX1XB02724-A108847B-R49-C65	1
SA1182EX1XB02724-A108847B-R49-C66	1
SA1182EX1XB02724-A108847B-R50-C08	1
SA1182EX1XB02724-A108847B-R50-C10	1
SA1182EX1XB02724-A108847B-R50-C21	1
SA1182EX1XB02724-A108847B-R50-C27	1
SA1182EX1XB02724-A108847B-R50-C28	1
SA1182EX1XB02724-A108847B-R50-C40	1
SA1182EX1XB02724-A108847B-R52-C20	1
SA1182EX1XB02724-A108847B-R52-C51	1
SA1182EX1XB02724-A108847B-R52-C56	1
SA1182EX1XB02724-A108847B-R53-C21	1
SA1182EX1XB02724-A108847B-R57-C34	1
SA1182EX1XB02724-A108847B-R57-C37	1
SA1182EX1XB02724-A108847B-R58-C10	1
SA1182EX1XB02724-A108847B-R58-C21	1
SA1182EX1XB02724-A108847B-R58-C24	1
SA1182EX1XB02724-A108847B-R58-C25	1
SA1182EX1XB02724-A108847B-R58-C36	1
SA1182EX1XB02724-A108847B-R58-C37	1
SA1182EX1XB02724-A108847B-R58-C68	1
