Cell	Phase	Subpopulation
SRR13901019.bam	G1	1
SRR13901020.bam	G1	2
SRR13901021.bam	G1	3
SRR13901022.bam	G1	4
SRR13901023.bam	G1	3
SRR13901024.bam	G1	4
SRR13901025.bam	G1	4
SRR13901026.bam	G1	4
SRR13901027.bam	G1	4
SRR13901028.bam	G1	1
SRR13901029.bam	G1	1
SRR13901030.bam	G1	2
SRR13901031.bam	G1	2
SRR13901032.bam	G1	3
SRR13901033.bam	G1	4
SRR13901034.bam	G1	1
SRR13901035.bam	G1	4
SRR13901036.bam	G1	4
SRR13901037.bam	G1	4
SRR13901038.bam	S	4
SRR13901039.bam	G1	1
SRR13901040.bam	G1	4
SRR13901041.bam	G1	1
SRR13901042.bam	G1	2
SRR13901043.bam	G1	2
SRR13901044.bam	G1	2
SRR13901045.bam	G1	1
SRR13901047.bam	G1	3
SRR13901048.bam	G1	3
SRR13901051.bam	G1	1
SRR13901052.bam	G1	1
SRR13901054.bam	G1	4
SRR13901055.bam	G1	4
SRR13901056.bam	G1	4
SRR13901058.bam	G1	2
SRR13901059.bam	G1	1
SRR13901061.bam	G1	1
SRR13901062.bam	G1	1
SRR13901063.bam	G1	3
SRR13901065.bam	G1	3
SRR13901066.bam	G1	1
SRR13901067.bam	G1	1
SRR13901068.bam	G1	4
SRR13901069.bam	G1	4
SRR13901070.bam	G1	1
SRR13901071.bam	G1	4
SRR13901072.bam	G1	4
SRR13901073.bam	G1	3
SRR13901074.bam	G1	3
SRR13901075.bam	G1	2
SRR13901076.bam	G1	4
SRR13901077.bam	G1	4
SRR13901078.bam	G1	1
SRR13901080.bam	G1	4
SRR13901081.bam	G1	2
SRR13901083.bam	G1	4
SRR13901084.bam	G1	3
SRR13901087.bam	G1	3
SRR13901088.bam	G1	1
SRR13901089.bam	G1	1
SRR13901090.bam	G1	1
SRR13901091.bam	G1	1
SRR13901092.bam	G1	2
SRR13901093.bam	G1	4
SRR13901094.bam	G1	3
SRR13901095.bam	G1	4
SRR13901096.bam	G1	4
SRR13901097.bam	S	2
SRR13901098.bam	S	4
SRR13901099.bam	G1	2
SRR13901101.bam	G1	4
SRR13901102.bam	G1	1
SRR13901103.bam	G1	4
SRR13901104.bam	G1	2
SRR13901105.bam	G1	1
SRR13901106.bam	G1	4
