Cell	Subpopulation
SA1181AX1XB02700-A108765A-R03-C09	1
SA1181AX1XB02700-A108765A-R03-C24	2
SA1181AX1XB02700-A108765A-R03-C42	2
SA1181AX1XB02700-A108765A-R03-C45	3
SA1181AX1XB02700-A108765A-R04-C11	1
SA1181AX1XB02700-A108765A-R04-C16	2
SA1181AX1XB02700-A108765A-R04-C23	1
SA1181AX1XB02700-A108765A-R04-C24	2
SA1181AX1XB02700-A108765A-R04-C34	2
SA1181AX1XB02700-A108765A-R04-C42	2
SA1181AX1XB02700-A108765A-R04-C46	3
SA1181AX1XB02700-A108765A-R04-C53	1
SA1181AX1XB02700-A108765A-R04-C55	3
SA1181AX1XB02700-A108765A-R04-C62	1
SA1181AX1XB02700-A108765A-R04-C65	3
SA1181AX1XB02700-A108765A-R05-C19	3
SA1181AX1XB02700-A108765A-R05-C26	1
SA1181AX1XB02700-A108765A-R05-C28	2
SA1181AX1XB02700-A108765A-R05-C38	3
SA1181AX1XB02700-A108765A-R05-C39	2
SA1181AX1XB02700-A108765A-R05-C55	2
SA1181AX1XB02700-A108765A-R05-C62	3
SA1181AX1XB02700-A108765A-R05-C67	2
SA1181AX1XB02700-A108765A-R06-C20	1
SA1181AX1XB02700-A108765A-R06-C21	3
SA1181AX1XB02700-A108765A-R06-C22	1
SA1181AX1XB02700-A108765A-R06-C23	2
SA1181AX1XB02700-A108765A-R06-C27	2
SA1181AX1XB02700-A108765A-R06-C37	1
SA1181AX1XB02700-A108765A-R06-C38	1
SA1181AX1XB02700-A108765A-R06-C39	3
SA1181AX1XB02700-A108765A-R06-C41	1
SA1181AX1XB02700-A108765A-R06-C44	1
SA1181AX1XB02700-A108765A-R06-C48	1
SA1181AX1XB02700-A108765A-R06-C49	1
SA1181AX1XB02700-A108765A-R06-C50	1
SA1181AX1XB02700-A108765A-R06-C51	1
SA1181AX1XB02700-A108765A-R06-C67	3
SA1181AX1XB02700-A108765A-R06-C68	3
SA1181AX1XB02700-A108765A-R06-C70	3
SA1181AX1XB02700-A108765A-R07-C17	2
SA1181AX1XB02700-A108765A-R07-C33	2
SA1181AX1XB02700-A108765A-R07-C59	1
SA1181AX1XB02700-A108765A-R07-C65	3
SA1181AX1XB02700-A108765A-R07-C67	2
SA1181AX1XB02700-A108765A-R07-C69	3
SA1181AX1XB02700-A108765A-R08-C11	2
SA1181AX1XB02700-A108765A-R08-C20	3
SA1181AX1XB02700-A108765A-R08-C23	2
SA1181AX1XB02700-A108765A-R08-C24	3
SA1181AX1XB02700-A108765A-R08-C33	1
SA1181AX1XB02700-A108765A-R08-C46	2
SA1181AX1XB02700-A108765A-R08-C50	3
SA1181AX1XB02700-A108765A-R08-C53	2
SA1181AX1XB02700-A108765A-R09-C13	2
SA1181AX1XB02700-A108765A-R09-C28	1
SA1181AX1XB02700-A108765A-R09-C29	3
SA1181AX1XB02700-A108765A-R09-C33	3
SA1181AX1XB02700-A108765A-R09-C34	1
SA1181AX1XB02700-A108765A-R09-C35	3
SA1181AX1XB02700-A108765A-R09-C36	1
SA1181AX1XB02700-A108765A-R09-C39	2
SA1181AX1XB02700-A108765A-R09-C51	3
SA1181AX1XB02700-A108765A-R09-C52	1
SA1181AX1XB02700-A108765A-R09-C54	2
SA1181AX1XB02700-A108765A-R09-C60	2
SA1181AX1XB02700-A108765A-R09-C61	2
SA1181AX1XB02700-A108765A-R09-C69	2
SA1181AX1XB02700-A108765A-R10-C24	2
SA1181AX1XB02700-A108765A-R10-C30	3
SA1181AX1XB02700-A108765A-R10-C32	1
SA1181AX1XB02700-A108765A-R10-C35	2
SA1181AX1XB02700-A108765A-R10-C37	3
SA1181AX1XB02700-A108765A-R10-C38	1
SA1181AX1XB02700-A108765A-R10-C43	2
SA1181AX1XB02700-A108765A-R10-C51	2
SA1181AX1XB02700-A108765A-R10-C56	2
SA1181AX1XB02700-A108765A-R10-C59	3
SA1181AX1XB02700-A108765A-R10-C62	3
SA1181AX1XB02700-A108765A-R10-C67	3
SA1181AX1XB02700-A108765A-R11-C13	2
SA1181AX1XB02700-A108765A-R11-C17	2
SA1181AX1XB02700-A108765A-R11-C18	2
SA1181AX1XB02700-A108765A-R11-C22	2
SA1181AX1XB02700-A108765A-R11-C23	3
SA1181AX1XB02700-A108765A-R11-C33	3
SA1181AX1XB02700-A108765A-R11-C43	2
SA1181AX1XB02700-A108765A-R11-C53	2
SA1181AX1XB02700-A108765A-R11-C56	3
SA1181AX1XB02700-A108765A-R11-C67	3
SA1181AX1XB02700-A108765A-R11-C68	2
SA1181AX1XB02700-A108765A-R11-C69	1
SA1181AX1XB02700-A108765A-R11-C70	1
SA1181AX1XB02700-A108765A-R12-C10	3
SA1181AX1XB02700-A108765A-R12-C26	2
SA1181AX1XB02700-A108765A-R12-C33	3
SA1181AX1XB02700-A108765A-R12-C36	2
SA1181AX1XB02700-A108765A-R12-C38	1
SA1181AX1XB02700-A108765A-R12-C45	3
SA1181AX1XB02700-A108765A-R12-C54	1
SA1181AX1XB02700-A108765A-R12-C62	1
SA1181AX1XB02700-A108765A-R12-C67	3
SA1181AX1XB02700-A108765A-R13-C07	2
SA1181AX1XB02700-A108765A-R13-C08	3
SA1181AX1XB02700-A108765A-R13-C14	2
SA1181AX1XB02700-A108765A-R13-C20	1
SA1181AX1XB02700-A108765A-R13-C21	3
SA1181AX1XB02700-A108765A-R13-C23	1
SA1181AX1XB02700-A108765A-R13-C32	2
SA1181AX1XB02700-A108765A-R13-C34	1
SA1181AX1XB02700-A108765A-R13-C36	3
SA1181AX1XB02700-A108765A-R13-C39	1
SA1181AX1XB02700-A108765A-R13-C45	3
SA1181AX1XB02700-A108765A-R13-C53	1
SA1181AX1XB02700-A108765A-R14-C08	2
SA1181AX1XB02700-A108765A-R14-C12	2
SA1181AX1XB02700-A108765A-R14-C45	3
SA1181AX1XB02700-A108765A-R14-C58	2
