Cell	Phase	Subpopulation
SA609X4XB01721-A95664B-R22-C07.bam	S	2
SA609X4XB01721-A95664B-R22-C09.bam	S	2
SA609X4XB01721-A95664B-R22-C12.bam	S	2
SA609X4XB01721-A95664B-R22-C14.bam	S	1
SA609X4XB01721-A95664B-R22-C17.bam	S	2
SA609X4XB01721-A95664B-R22-C18.bam	G1	1
SA609X4XB01721-A95664B-R22-C19.bam	S	2
SA609X4XB01721-A95664B-R22-C20.bam	S	2
SA609X4XB01721-A95664B-R22-C22.bam	S	2
SA609X4XB01721-A95664B-R22-C23.bam	S	2
SA609X4XB01721-A95664B-R22-C24.bam	G1	1
SA609X4XB01721-A95664B-R22-C27.bam	S	2
SA609X4XB01721-A95664B-R22-C28.bam	S	2
SA609X4XB01721-A95664B-R22-C30.bam	S	2
SA609X4XB01721-A95664B-R22-C32.bam	G1	2
SA609X4XB01721-A95664B-R22-C35.bam	S	2
SA609X4XB01721-A95664B-R22-C37.bam	S	2
SA609X4XB01721-A95664B-R22-C38.bam	S	2
SA609X4XB01721-A95664B-R22-C41.bam	S	2
SA609X4XB01721-A95664B-R22-C42.bam	S	1
SA609X4XB01721-A95664B-R22-C43.bam	S	2
SA609X4XB01721-A95664B-R22-C46.bam	S	2
SA609X4XB01721-A95664B-R22-C47.bam	S	2
SA609X4XB01721-A95664B-R22-C49.bam	S	1
SA609X4XB01721-A95664B-R22-C51.bam	S	2
SA609X4XB01721-A95664B-R22-C52.bam	S	2
SA609X4XB01721-A95664B-R22-C54.bam	S	2
SA609X4XB01721-A95664B-R22-C55.bam	G1	1
SA609X4XB01721-A95664B-R22-C56.bam	S	2
SA609X4XB01721-A95664B-R22-C62.bam	S	2
SA609X4XB01721-A95664B-R22-C63.bam	G1	2
SA609X4XB01721-A95664B-R22-C64.bam	S	2
SA609X4XB01721-A95664B-R22-C67.bam	S	2
SA609X4XB01721-A95664B-R22-C68.bam	S	2
SA609X4XB01721-A95664B-R22-C69.bam	S	2
SA609X4XB01721-A95664B-R22-C70.bam	S	2
SA609X4XB01721-A95664B-R23-C05.bam	S	2
SA609X4XB01721-A95664B-R23-C07.bam	S	1
SA609X4XB01721-A95664B-R23-C09.bam	S	2
SA609X4XB01721-A95664B-R23-C12.bam	S	2
SA609X4XB01721-A95664B-R23-C13.bam	S	2
SA609X4XB01721-A95664B-R23-C14.bam	S	2
SA609X4XB01721-A95664B-R23-C15.bam	S	2
SA609X4XB01721-A95664B-R23-C17.bam	S	2
SA609X4XB01721-A95664B-R23-C18.bam	S	1
SA609X4XB01721-A95664B-R23-C19.bam	G1	2
SA609X4XB01721-A95664B-R23-C20.bam	S	2
SA609X4XB01721-A95664B-R23-C23.bam	S	2
SA609X4XB01721-A95664B-R23-C24.bam	G1	1
SA609X4XB01721-A95664B-R23-C26.bam	S	2
SA609X4XB01721-A95664B-R23-C28.bam	S	2
SA609X4XB01721-A95664B-R23-C31.bam	S	2
SA609X4XB01721-A95664B-R23-C32.bam	S	2
SA609X4XB01721-A95664B-R23-C37.bam	S	2
SA609X4XB01721-A95664B-R23-C39.bam	S	1
SA609X4XB01721-A95664B-R23-C43.bam	S	2
SA609X4XB01721-A95664B-R23-C46.bam	S	2
SA609X4XB01721-A95664B-R23-C50.bam	S	2
SA609X4XB01721-A95664B-R23-C51.bam	S	2
SA609X4XB01721-A95664B-R23-C52.bam	G1	2
SA609X4XB01721-A95664B-R23-C54.bam	S	2
SA609X4XB01721-A95664B-R23-C56.bam	S	2
SA609X4XB01721-A95664B-R23-C57.bam	S	1
SA609X4XB01721-A95664B-R23-C58.bam	S	2
SA609X4XB01721-A95664B-R23-C59.bam	S	2
SA609X4XB01721-A95664B-R23-C60.bam	S	2
SA609X4XB01721-A95664B-R23-C61.bam	S	2
SA609X4XB01721-A95664B-R23-C63.bam	S	2
SA609X4XB01721-A95664B-R23-C64.bam	S	2
SA609X4XB01721-A95664B-R23-C65.bam	S	2
SA609X4XB01721-A95664B-R23-C66.bam	S	2
SA609X4XB01721-A95664B-R23-C68.bam	S	2
SA609X4XB01721-A95664B-R23-C69.bam	S	2
SA609X4XB01721-A95664B-R23-C70.bam	S	1
SA609X4XB01721-A95664B-R24-C07.bam	S	2
SA609X4XB01721-A95664B-R24-C08.bam	S	2
SA609X4XB01721-A95664B-R24-C10.bam	S	2
SA609X4XB01721-A95664B-R24-C11.bam	G1	2
SA609X4XB01721-A95664B-R24-C12.bam	S	2
SA609X4XB01721-A95664B-R24-C13.bam	S	2
SA609X4XB01721-A95664B-R24-C16.bam	S	2
SA609X4XB01721-A95664B-R24-C19.bam	S	2
SA609X4XB01721-A95664B-R24-C20.bam	S	2
SA609X4XB01721-A95664B-R24-C21.bam	S	2
SA609X4XB01721-A95664B-R24-C22.bam	S	2
SA609X4XB01721-A95664B-R24-C23.bam	S	1
