Cell	Subpopulation
SA1056-A95635A-R04-C10	1
SA1056-A95635A-R04-C37	1
SA1056-A95635A-R04-C38	2
SA1056-A95635A-R04-C39	2
SA1056-A95635A-R04-C40	1
SA1056-A95635A-R04-C41	1
SA1056-A95635A-R04-C43	2
SA1056-A95635A-R04-C44	1
SA1056-A95635A-R04-C45	1
SA1056-A95635A-R04-C46	1
SA1056-A95635A-R04-C47	1
SA1056-A95635A-R04-C48	2
SA1056-A95635A-R04-C49	1
SA1056-A95635A-R04-C50	2
SA1056-A95635A-R04-C51	1
SA1056-A95635A-R04-C52	1
SA1056-A95635A-R04-C53	1
SA1056-A95635A-R04-C54	1
SA1056-A95635A-R04-C55	2
SA1056-A95635A-R04-C58	1
SA1056-A95635A-R04-C59	1
SA1056-A95635A-R04-C60	2
SA1056-A95635A-R04-C61	1
SA1056-A95635A-R04-C62	2
SA1056-A95635A-R04-C63	2
SA1056-A95635A-R04-C64	1
SA1056-A95635A-R04-C65	1
SA1056-A95635A-R04-C66	2
SA1056-A95635A-R04-C68	1
SA1056-A95635A-R04-C70	1
SA1056-A95635A-R05-C08	1
SA1056-A95635A-R05-C11	1
SA1056-A95635A-R05-C15	2
SA1056-A95635A-R05-C16	1
SA1056-A95635A-R05-C17	1
SA1056-A95635A-R05-C18	1
SA1056-A95635A-R05-C20	2
SA1056-A95635A-R05-C21	1
SA1056-A95635A-R05-C37	2
SA1056-A95635A-R05-C38	1
SA1056-A95635A-R05-C39	1
SA1056-A95635A-R05-C44	1
SA1056-A95635A-R05-C45	1
SA1056-A95635A-R05-C47	2
SA1056-A95635A-R05-C48	1
SA1056-A95635A-R05-C49	1
SA1056-A95635A-R05-C50	2
SA1056-A95635A-R05-C54	2
SA1056-A95635A-R05-C55	2
SA1056-A95635A-R05-C56	2
SA1056-A95635A-R05-C57	2
SA1056-A95635A-R05-C58	2
SA1056-A95635A-R05-C59	2
SA1056-A95635A-R05-C61	2
SA1056-A95635A-R05-C62	1
SA1056-A95635A-R05-C63	2
SA1056-A95635A-R05-C64	1
SA1056-A95635A-R05-C65	1
SA1056-A95635A-R05-C67	1
SA1056-A95635A-R05-C68	1
SA1056-A95635A-R05-C69	2
SA1056-A95635A-R05-C70	2
SA1056-A95635A-R06-C29	1
SA1056-A95635A-R06-C37	1
SA1056-A95635A-R06-C38	1
SA1056-A95635A-R06-C39	2
SA1056-A95635A-R06-C41	2
SA1056-A95635A-R06-C42	1
SA1056-A95635A-R06-C43	2
SA1056-A95635A-R06-C44	2
SA1056-A95635A-R06-C45	2
SA1056-A95635A-R06-C46	2
SA1056-A95635A-R06-C47	2
SA1056-A95635A-R06-C49	2
SA1056-A95635A-R06-C50	1
SA1056-A95635A-R06-C51	1
SA1056-A95635A-R06-C52	1
SA1056-A95635A-R06-C54	2
SA1056-A95635A-R06-C55	1
SA1056-A95635A-R06-C56	2
SA1056-A95635A-R06-C57	1
SA1056-A95635A-R06-C58	1
SA1056-A95635A-R06-C60	1
SA1056-A95635A-R06-C61	2
SA1056-A95635A-R06-C63	2
SA1056-A95635A-R06-C65	1
SA1056-A95635A-R06-C66	2
SA1056-A95635A-R06-C68	2
SA1056-A95635A-R06-C69	2
SA1056-A95635A-R06-C70	2
SA1056-A95635A-R07-C09	2
SA1056-A95635A-R07-C12	1
SA1056-A95635A-R07-C18	1
SA1056-A95635A-R07-C20	1
SA1056-A95635A-R07-C22	2
SA1056-A95635A-R07-C23	2
SA1056-A95635A-R07-C25	1
SA1056-A95635A-R07-C29	2
SA1056-A95635A-R07-C31	1
SA1056-A95635A-R07-C34	2
SA1056-A95635A-R07-C37	1
SA1056-A95635A-R07-C39	1
SA1056-A95635A-R07-C40	1
SA1056-A95635A-R07-C41	1
SA1056-A95635A-R07-C42	2
SA1056-A95635A-R07-C43	1
SA1056-A95635A-R07-C44	1
SA1056-A95635A-R07-C45	1
SA1056-A95635A-R07-C46	1
SA1056-A95635A-R07-C47	1
SA1056-A95635A-R07-C49	2
SA1056-A95635A-R07-C50	2
SA1056-A95635A-R07-C51	1
SA1056-A95635A-R07-C52	2
SA1056-A95635A-R07-C53	2
SA1056-A95635A-R07-C54	2
SA1056-A95635A-R07-C56	2
SA1056-A95635A-R07-C57	2
SA1056-A95635A-R07-C58	2
SA1056-A95635A-R07-C59	1
SA1056-A95635A-R07-C60	2
SA1056-A95635A-R07-C61	2
SA1056-A95635A-R07-C62	1
SA1056-A95635A-R07-C63	2
SA1056-A95635A-R07-C65	1
SA1056-A95635A-R07-C66	2
SA1056-A95635A-R07-C68	2
SA1056-A95635A-R07-C70	2
SA1056-A95635A-R08-C09	2
SA1056-A95635A-R08-C10	1
SA1056-A95635A-R08-C14	1
SA1056-A95635A-R08-C29	1
SA1056-A95635A-R08-C38	1
SA1056-A95635A-R08-C39	2
SA1056-A95635A-R08-C41	2
SA1056-A95635A-R08-C43	2
SA1056-A95635A-R08-C44	2
SA1056-A95635A-R08-C45	2
SA1056-A95635A-R08-C46	1
SA1056-A95635A-R08-C48	2
SA1056-A95635A-R08-C49	2
SA1056-A95635A-R08-C50	1
SA1056-A95635A-R08-C51	1
SA1056-A95635A-R08-C53	1
SA1056-A95635A-R08-C58	1
SA1056-A95635A-R08-C59	1
SA1056-A95635A-R08-C60	1
SA1056-A95635A-R08-C62	1
SA1056-A95635A-R08-C63	1
SA1056-A95635A-R08-C64	1
SA1056-A95635A-R08-C65	1
SA1056-A95635A-R08-C66	1
SA1056-A95635A-R08-C67	2
SA1056-A95635A-R08-C68	1
SA1056-A95635A-R08-C70	1
SA1056-A95635A-R09-C15	2
SA1056-A95635A-R09-C29	1
SA1056-A95635A-R09-C35	1
SA1056-A95635A-R09-C37	2
SA1056-A95635A-R09-C38	1
SA1056-A95635A-R09-C39	2
SA1056-A95635A-R09-C40	1
SA1056-A95635A-R09-C41	2
SA1056-A95635A-R09-C42	2
SA1056-A95635A-R09-C43	1
SA1056-A95635A-R09-C44	2
SA1056-A95635A-R09-C45	1
SA1056-A95635A-R09-C47	1
SA1056-A95635A-R09-C48	1
SA1056-A95635A-R09-C49	2
SA1056-A95635A-R09-C53	1
SA1056-A95635A-R09-C56	1
SA1056-A95635A-R09-C57	2
SA1056-A95635A-R09-C58	1
