Cell	Subpopulation
SA1047B-A96210B-R26-C35	1
SA1047B-A96210B-R26-C36	1
SA1047B-A96210B-R26-C38	1
SA1047B-A96210B-R26-C41	1
SA1047B-A96210B-R26-C42	1
SA1047B-A96210B-R26-C44	1
SA1047B-A96210B-R26-C45	1
SA1047B-A96210B-R26-C46	1
SA1047B-A96210B-R26-C47	1
SA1047B-A96210B-R26-C51	1
SA1047B-A96210B-R26-C53	1
SA1047B-A96210B-R26-C55	1
SA1047B-A96210B-R26-C59	1
SA1047B-A96210B-R26-C60	1
SA1047B-A96210B-R26-C62	1
SA1047B-A96210B-R26-C65	1
SA1047B-A96210B-R26-C66	1
SA1047B-A96210B-R27-C30	1
SA1047B-A96210B-R27-C33	1
SA1047B-A96210B-R27-C36	1
SA1047B-A96210B-R27-C44	1
SA1047B-A96210B-R27-C46	1
SA1047B-A96210B-R27-C49	1
SA1047B-A96210B-R27-C50	1
SA1047B-A96210B-R27-C54	1
SA1047B-A96210B-R27-C55	1
SA1047B-A96210B-R27-C61	1
SA1047B-A96210B-R27-C62	1
SA1047B-A96210B-R27-C63	1
SA1047B-A96210B-R27-C66	1
SA1047B-A96210B-R27-C68	1
SA1047B-A96210B-R28-C41	1
SA1047B-A96210B-R28-C49	1
SA1047B-A96210B-R28-C53	1
SA1047B-A96210B-R28-C57	1
SA1047B-A96210B-R28-C63	1
SA1047B-A96210B-R28-C68	1
SA1047B-A96210B-R29-C53	1
SA1047B-A96210B-R29-C70	1
SA1047B-A96210B-R30-C16	1
SA1047B-A96210B-R30-C33	1
SA1047B-A96210B-R30-C39	1
SA1047B-A96210B-R30-C40	1
SA1047B-A96210B-R30-C41	1
SA1047B-A96210B-R30-C43	1
SA1047B-A96210B-R30-C46	1
SA1047B-A96210B-R30-C48	1
SA1047B-A96210B-R30-C49	1
SA1047B-A96210B-R30-C51	1
SA1047B-A96210B-R30-C53	1
SA1047B-A96210B-R30-C56	1
SA1047B-A96210B-R30-C57	1
SA1047B-A96210B-R30-C61	1
SA1047B-A96210B-R30-C62	1
SA1047B-A96210B-R30-C66	1
SA1047B-A96210B-R30-C67	1
SA1047B-A96210B-R30-C68	1
SA1047B-A96210B-R30-C69	1
SA1047B-A96210B-R30-C70	1
SA1047B-A96210B-R31-C20	1
SA1047B-A96210B-R31-C37	1
SA1047B-A96210B-R31-C39	1
SA1047B-A96210B-R31-C40	1
SA1047B-A96210B-R31-C41	1
SA1047B-A96210B-R31-C48	1
SA1047B-A96210B-R31-C52	1
SA1047B-A96210B-R31-C56	1
SA1047B-A96210B-R31-C57	1
SA1047B-A96210B-R31-C59	1
SA1047B-A96210B-R31-C60	1
SA1047B-A96210B-R31-C61	1
SA1047B-A96210B-R31-C67	1
SA1047B-A96210B-R31-C69	1
SA1047B-A96210B-R31-C70	1
SA1047B-A96210B-R32-C21	1
SA1047B-A96210B-R32-C33	1
SA1047B-A96210B-R32-C34	1
SA1047B-A96210B-R32-C35	1
SA1047B-A96210B-R32-C36	1
SA1047B-A96210B-R32-C39	1
SA1047B-A96210B-R32-C40	1
SA1047B-A96210B-R32-C41	1
SA1047B-A96210B-R32-C45	1
SA1047B-A96210B-R32-C46	1
SA1047B-A96210B-R32-C55	1
SA1047B-A96210B-R32-C59	1
SA1047B-A96210B-R32-C61	1
SA1047B-A96210B-R32-C63	1
SA1047B-A96210B-R32-C65	1
SA1047B-A96210B-R32-C66	1
SA1047B-A96210B-R32-C70	1
SA1047B-A96210B-R33-C16	1
SA1047B-A96210B-R33-C32	1
SA1047B-A96210B-R33-C34	1
SA1047B-A96210B-R33-C35	1
SA1047B-A96210B-R33-C46	1
SA1047B-A96210B-R33-C53	1
SA1047B-A96210B-R33-C54	1
SA1047B-A96210B-R33-C56	1
SA1047B-A96210B-R33-C57	1
SA1047B-A96210B-R33-C59	1
SA1047B-A96210B-R33-C62	1
SA1047B-A96210B-R33-C63	1
SA1047B-A96210B-R33-C64	1
SA1047B-A96210B-R33-C65	1
SA1047B-A96210B-R33-C66	1
SA1047B-A96210B-R33-C68	1
SA1047B-A96210B-R34-C24	1
SA1047B-A96210B-R34-C32	1
SA1047B-A96210B-R34-C33	1
SA1047B-A96210B-R34-C34	1
SA1047B-A96210B-R34-C36	1
SA1047B-A96210B-R34-C41	1
SA1047B-A96210B-R34-C42	1
SA1047B-A96210B-R34-C43	1
SA1047B-A96210B-R34-C45	1
SA1047B-A96210B-R34-C47	1
SA1047B-A96210B-R34-C49	1
SA1047B-A96210B-R34-C52	1
SA1047B-A96210B-R34-C55	1
SA1047B-A96210B-R34-C57	1
SA1047B-A96210B-R34-C59	1
SA1047B-A96210B-R34-C61	1
SA1047B-A96210B-R34-C63	1
SA1047B-A96210B-R34-C64	1
SA1047B-A96210B-R34-C70	1
SA1047B-A96210B-R35-C31	1
SA1047B-A96210B-R35-C36	1
SA1047B-A96210B-R35-C38	1
SA1047B-A96210B-R35-C43	1
SA1047B-A96210B-R35-C44	1
SA1047B-A96210B-R35-C48	1
SA1047B-A96210B-R35-C53	1
SA1047B-A96210B-R35-C54	1
SA1047B-A96210B-R35-C55	1
SA1047B-A96210B-R35-C59	1
SA1047B-A96210B-R35-C61	1
SA1047B-A96210B-R35-C63	1
SA1047B-A96210B-R35-C65	1
SA1047B-A96210B-R35-C66	1
SA1047B-A96210B-R36-C24	1
SA1047B-A96210B-R36-C27	1
SA1047B-A96210B-R36-C29	1
SA1047B-A96210B-R36-C30	1
SA1047B-A96210B-R36-C35	1
SA1047B-A96210B-R36-C37	1
SA1047B-A96210B-R36-C46	1
SA1047B-A96210B-R36-C50	1
SA1047B-A96210B-R36-C53	1
SA1047B-A96210B-R36-C55	1
SA1047B-A96210B-R36-C56	1
SA1047B-A96210B-R36-C57	1
SA1047B-A96210B-R36-C61	1
SA1047B-A96210B-R36-C62	1
SA1047B-A96210B-R36-C64	1
SA1047B-A96210B-R36-C65	1
SA1047B-A96210B-R36-C69	1
SA1047B-A96210B-R37-C11	1
SA1047B-A96210B-R37-C14	1
SA1047B-A96210B-R37-C15	1
SA1047B-A96210B-R37-C16	1
SA1047B-A96210B-R37-C17	1
SA1047B-A96210B-R37-C18	1
SA1047B-A96210B-R37-C24	1
SA1047B-A96210B-R37-C25	1
SA1047B-A96210B-R37-C28	1
SA1047B-A96210B-R37-C29	1
SA1047B-A96210B-R37-C30	1
SA1047B-A96210B-R37-C33	1
SA1047B-A96210B-R37-C40	1
SA1047B-A96210B-R37-C42	1
SA1047B-A96210B-R37-C43	1
SA1047B-A96210B-R37-C49	1
SA1047B-A96210B-R37-C51	1
SA1047B-A96210B-R37-C53	1
SA1047B-A96210B-R37-C61	1
SA1047B-A96210B-R37-C64	1
SA1047B-A96210B-R37-C65	1
SA1047B-A96210B-R37-C67	1
SA1047B-A96210B-R37-C68	1
SA1047B-A96210B-R37-C69	1
SA1047B-A96210B-R38-C10	1
SA1047B-A96210B-R38-C12	1
SA1047B-A96210B-R38-C15	1
SA1047B-A96210B-R38-C17	1
SA1047B-A96210B-R38-C20	1
SA1047B-A96210B-R38-C21	1
SA1047B-A96210B-R38-C23	1
SA1047B-A96210B-R38-C25	1
SA1047B-A96210B-R38-C32	1
SA1047B-A96210B-R38-C33	1
SA1047B-A96210B-R38-C34	1
SA1047B-A96210B-R38-C37	1
SA1047B-A96210B-R38-C38	1
SA1047B-A96210B-R38-C43	1
SA1047B-A96210B-R38-C45	1
SA1047B-A96210B-R38-C46	1
SA1047B-A96210B-R38-C47	1
SA1047B-A96210B-R38-C50	1
SA1047B-A96210B-R38-C53	1
SA1047B-A96210B-R38-C57	1
SA1047B-A96210B-R38-C59	1
SA1047B-A96210B-R38-C61	1
SA1047B-A96210B-R38-C62	1
SA1047B-A96210B-R38-C63	1
SA1047B-A96210B-R38-C68	1
SA1047B-A96210B-R39-C13	1
SA1047B-A96210B-R39-C14	1
SA1047B-A96210B-R39-C16	1
SA1047B-A96210B-R39-C18	1
SA1047B-A96210B-R39-C19	1
SA1047B-A96210B-R39-C22	1
SA1047B-A96210B-R39-C25	1
SA1047B-A96210B-R39-C32	1
