Cell	Subpopulation
SA1184DX1XB02813-A118797B-R45-C11	4
SA1184DX1XB02813-A118797B-R45-C17	1
SA1184DX1XB02813-A118797B-R45-C19	2
SA1184DX1XB02813-A118797B-R45-C23	4
SA1184DX1XB02813-A118797B-R45-C31	1
SA1184DX1XB02813-A118797B-R45-C50	2
SA1184DX1XB02813-A118797B-R45-C52	1
SA1184DX1XB02813-A118797B-R45-C58	2
SA1184DX1XB02813-A118797B-R45-C68	1
SA1184DX1XB02813-A118797B-R45-C69	2
SA1184DX1XB02813-A118797B-R46-C13	2
SA1184DX1XB02813-A118797B-R46-C18	1
SA1184DX1XB02813-A118797B-R46-C20	3
SA1184DX1XB02813-A118797B-R46-C21	3
SA1184DX1XB02813-A118797B-R46-C31	1
SA1184DX1XB02813-A118797B-R46-C37	1
SA1184DX1XB02813-A118797B-R46-C45	1
SA1184DX1XB02813-A118797B-R47-C18	2
SA1184DX1XB02813-A118797B-R47-C31	2
SA1184DX1XB02813-A118797B-R47-C39	1
SA1184DX1XB02813-A118797B-R47-C49	1
SA1184DX1XB02813-A118797B-R47-C68	1
SA1184DX1XB02813-A118797B-R48-C12	3
SA1184DX1XB02813-A118797B-R48-C36	1
SA1184DX1XB02813-A118797B-R48-C40	1
SA1184DX1XB02813-A118797B-R48-C43	1
SA1184DX1XB02813-A118797B-R48-C53	4
SA1184DX1XB02813-A118797B-R48-C62	2
SA1184DX1XB02813-A118797B-R48-C70	2
SA1184DX1XB02813-A118797B-R49-C14	2
SA1184DX1XB02813-A118797B-R49-C19	3
SA1184DX1XB02813-A118797B-R49-C30	1
SA1184DX1XB02813-A118797B-R49-C42	1
SA1184DX1XB02813-A118797B-R49-C55	3
SA1184DX1XB02813-A118797B-R49-C66	3
SA1184DX1XB02813-A118797B-R50-C16	2
SA1184DX1XB02813-A118797B-R50-C22	4
SA1184DX1XB02813-A118797B-R50-C24	4
SA1184DX1XB02813-A118797B-R50-C27	3
SA1184DX1XB02813-A118797B-R50-C32	2
SA1184DX1XB02813-A118797B-R50-C47	4
SA1184DX1XB02813-A118797B-R51-C10	2
SA1184DX1XB02813-A118797B-R51-C62	4
SA1184DX1XB02813-A118797B-R51-C65	3
SA1184DX1XB02813-A118797B-R51-C69	2
SA1184DX1XB02813-A118797B-R52-C11	2
SA1184DX1XB02813-A118797B-R52-C19	1
SA1184DX1XB02813-A118797B-R52-C23	3
SA1184DX1XB02813-A118797B-R52-C28	2
SA1184DX1XB02813-A118797B-R52-C31	2
SA1184DX1XB02813-A118797B-R52-C33	3
SA1184DX1XB02813-A118797B-R52-C41	3
SA1184DX1XB02813-A118797B-R52-C61	1
SA1184DX1XB02813-A118797B-R52-C63	1
SA1184DX1XB02813-A118797B-R52-C68	4
SA1184DX1XB02813-A118797B-R53-C08	3
SA1184DX1XB02813-A118797B-R53-C11	1
SA1184DX1XB02813-A118797B-R53-C12	2
SA1184DX1XB02813-A118797B-R53-C20	1
SA1184DX1XB02813-A118797B-R53-C23	3
SA1184DX1XB02813-A118797B-R53-C33	2
SA1184DX1XB02813-A118797B-R53-C36	4
SA1184DX1XB02813-A118797B-R53-C42	1
SA1184DX1XB02813-A118797B-R53-C53	3
SA1184DX1XB02813-A118797B-R53-C62	3
SA1184DX1XB02813-A118797B-R54-C19	2
SA1184DX1XB02813-A118797B-R54-C52	2
SA1184DX1XB02813-A118797B-R54-C70	2
SA1184DX1XB02813-A118797B-R55-C07	2
SA1184DX1XB02813-A118797B-R55-C08	4
SA1184DX1XB02813-A118797B-R55-C09	3
SA1184DX1XB02813-A118797B-R55-C17	3
SA1184DX1XB02813-A118797B-R55-C20	3
SA1184DX1XB02813-A118797B-R55-C24	2
SA1184DX1XB02813-A118797B-R55-C26	3
SA1184DX1XB02813-A118797B-R55-C27	2
SA1184DX1XB02813-A118797B-R55-C28	1
SA1184DX1XB02813-A118797B-R55-C31	3
SA1184DX1XB02813-A118797B-R55-C35	4
SA1184DX1XB02813-A118797B-R55-C45	3
SA1184DX1XB02813-A118797B-R55-C52	4
SA1184DX1XB02813-A118797B-R55-C58	4
SA1184DX1XB02813-A118797B-R55-C59	3
SA1184DX1XB02813-A118797B-R55-C62	2
SA1184DX1XB02813-A118797B-R56-C19	2
SA1184DX1XB02813-A118797B-R56-C20	1
SA1184DX1XB02813-A118797B-R56-C32	3
SA1184DX1XB02813-A118797B-R56-C35	2
SA1184DX1XB02813-A118797B-R56-C37	3
SA1184DX1XB02813-A118797B-R56-C49	2
SA1184DX1XB02813-A118797B-R56-C54	1
SA1184DX1XB02813-A118797B-R56-C59	2
SA1184DX1XB02813-A118797B-R56-C65	4
SA1184DX1XB02813-A118797B-R57-C09	2
SA1184DX1XB02813-A118797B-R57-C11	1
SA1184DX1XB02813-A118797B-R57-C13	3
SA1184DX1XB02813-A118797B-R57-C22	3
SA1184DX1XB02813-A118797B-R57-C26	2
SA1184DX1XB02813-A118797B-R57-C32	4
SA1184DX1XB02813-A118797B-R57-C36	2
SA1184DX1XB02813-A118797B-R57-C37	3
SA1184DX1XB02813-A118797B-R57-C52	2
SA1184DX1XB02813-A118797B-R57-C54	1
SA1184DX1XB02813-A118797B-R57-C62	2
SA1184DX1XB02813-A118797B-R57-C64	2
SA1184DX1XB02813-A118797B-R58-C11	2
SA1184DX1XB02813-A118797B-R58-C17	1
SA1184DX1XB02813-A118797B-R58-C21	1
SA1184DX1XB02813-A118797B-R58-C23	2
SA1184DX1XB02813-A118797B-R58-C24	2
SA1184DX1XB02813-A118797B-R58-C25	2
SA1184DX1XB02813-A118797B-R58-C29	3
SA1184DX1XB02813-A118797B-R58-C31	4
SA1184DX1XB02813-A118797B-R58-C35	2
SA1184DX1XB02813-A118797B-R58-C40	3
SA1184DX1XB02813-A118797B-R58-C49	2
SA1184DX1XB02813-A118797B-R58-C50	4
SA1184DX1XB02813-A118797B-R58-C58	3
SA1184DX1XB02813-A118797B-R58-C67	4
SA1184DX1XB02813-A118797B-R59-C09	1
SA1184DX1XB02813-A118797B-R59-C12	3
SA1184DX1XB02813-A118797B-R59-C14	3
SA1184DX1XB02813-A118797B-R59-C15	2
SA1184DX1XB02813-A118797B-R59-C16	3
SA1184DX1XB02813-A118797B-R59-C17	1
SA1184DX1XB02813-A118797B-R59-C19	3
SA1184DX1XB02813-A118797B-R59-C21	3
SA1184DX1XB02813-A118797B-R59-C25	2
SA1184DX1XB02813-A118797B-R59-C31	4
SA1184DX1XB02813-A118797B-R59-C34	4
SA1184DX1XB02813-A118797B-R59-C36	1
SA1184DX1XB02813-A118797B-R59-C41	2
SA1184DX1XB02813-A118797B-R59-C48	4
SA1184DX1XB02813-A118797B-R59-C51	3
SA1184DX1XB02813-A118797B-R59-C54	2
SA1184DX1XB02813-A118797B-R59-C57	3
SA1184DX1XB02813-A118797B-R59-C59	2
SA1184DX1XB02813-A118797B-R59-C68	4
SA1184DX1XB02813-A118797B-R60-C10	3
SA1184DX1XB02813-A118797B-R60-C21	3
SA1184DX1XB02813-A118797B-R60-C27	3
SA1184DX1XB02813-A118797B-R60-C28	3
SA1184DX1XB02813-A118797B-R60-C32	2
SA1184DX1XB02813-A118797B-R60-C33	3
SA1184DX1XB02813-A118797B-R60-C36	4
SA1184DX1XB02813-A118797B-R60-C40	2
SA1184DX1XB02813-A118797B-R60-C47	3
SA1184DX1XB02813-A118797B-R60-C60	1
SA1184DX1XB02813-A118797B-R60-C64	3
SA1184DX1XB02813-A118797B-R61-C10	3
SA1184DX1XB02813-A118797B-R61-C14	2
SA1184DX1XB02813-A118797B-R61-C18	2
SA1184DX1XB02813-A118797B-R61-C19	4
SA1184DX1XB02813-A118797B-R61-C24	3
SA1184DX1XB02813-A118797B-R61-C25	4
SA1184DX1XB02813-A118797B-R61-C27	2
SA1184DX1XB02813-A118797B-R61-C34	4
SA1184DX1XB02813-A118797B-R61-C36	2
SA1184DX1XB02813-A118797B-R61-C45	3
SA1184DX1XB02813-A118797B-R61-C59	1
SA1184DX1XB02813-A118797B-R61-C70	3
SA1184DX1XB02813-A118797B-R62-C08	3
SA1184DX1XB02813-A118797B-R62-C10	3
SA1184DX1XB02813-A118797B-R62-C11	1
SA1184DX1XB02813-A118797B-R62-C12	3
SA1184DX1XB02813-A118797B-R62-C25	2
SA1184DX1XB02813-A118797B-R62-C28	2
SA1184DX1XB02813-A118797B-R62-C32	3
SA1184DX1XB02813-A118797B-R62-C35	3
SA1184DX1XB02813-A118797B-R62-C41	4
SA1184DX1XB02813-A118797B-R62-C43	2
SA1184DX1XB02813-A118797B-R62-C45	3
SA1184DX1XB02813-A118797B-R62-C48	2
SA1184DX1XB02813-A118797B-R62-C55	2
SA1184DX1XB02813-A118797B-R62-C60	2
SA1184DX1XB02813-A118797B-R62-C66	3
SA1184DX1XB02813-A118797B-R62-C68	3
SA1184DX1XB02813-A118797B-R62-C69	4
SA1184DX1XB02813-A118797B-R63-C13	2
SA1184DX1XB02813-A118797B-R63-C30	3
SA1184DX1XB02813-A118797B-R63-C35	1
SA1184DX1XB02813-A118797B-R63-C37	3
SA1184DX1XB02813-A118797B-R63-C51	3
SA1184DX1XB02813-A118797B-R63-C56	3
SA1184DX1XB02813-A118797B-R64-C07	2
SA1184DX1XB02813-A118797B-R64-C14	3
SA1184DX1XB02813-A118797B-R64-C36	4
SA1184DX1XB02813-A118797B-R64-C41	4
SA1184DX1XB02813-A118797B-R64-C43	2
SA1184DX1XB02813-A118797B-R64-C44	3
SA1184DX1XB02813-A118797B-R64-C58	2
SA1184DX1XB02813-A118797B-R64-C59	1
SA1184DX1XB02813-A118797B-R64-C66	1
SA1184DX1XB02813-A118797B-R64-C68	1
SA1184DX1XB02813-A118797B-R64-C70	2
SA1184DX1XB02813-A118797B-R65-C11	2
SA1184DX1XB02813-A118797B-R65-C12	2
SA1184DX1XB02813-A118797B-R65-C15	2
SA1184DX1XB02813-A118797B-R65-C16	4
SA1184DX1XB02813-A118797B-R65-C25	1
SA1184DX1XB02813-A118797B-R65-C26	2
SA1184DX1XB02813-A118797B-R65-C32	3
SA1184DX1XB02813-A118797B-R65-C35	4
SA1184DX1XB02813-A118797B-R65-C43	3
SA1184DX1XB02813-A118797B-R65-C48	2
SA1184DX1XB02813-A118797B-R65-C60	3
SA1184DX1XB02813-A118797B-R65-C64	3
SA1184DX1XB02813-A118797B-R66-C07	3
SA1184DX1XB02813-A118797B-R66-C08	2
SA1184DX1XB02813-A118797B-R66-C09	1
SA1184DX1XB02813-A118797B-R66-C11	2
SA1184DX1XB02813-A118797B-R66-C12	3
SA1184DX1XB02813-A118797B-R66-C23	2
SA1184DX1XB02813-A118797B-R66-C26	2
SA1184DX1XB02813-A118797B-R66-C27	2
SA1184DX1XB02813-A118797B-R66-C28	3
SA1184DX1XB02813-A118797B-R66-C32	2
SA1184DX1XB02813-A118797B-R66-C33	3
SA1184DX1XB02813-A118797B-R66-C35	2
SA1184DX1XB02813-A118797B-R66-C42	3
SA1184DX1XB02813-A118797B-R66-C43	3
SA1184DX1XB02813-A118797B-R66-C47	4
SA1184DX1XB02813-A118797B-R66-C52	3
SA1184DX1XB02813-A118797B-R66-C55	2
SA1184DX1XB02813-A118797B-R66-C60	1
SA1184DX1XB02813-A118797B-R66-C62	2
SA1184DX1XB02813-A118797B-R67-C10	2
SA1184DX1XB02813-A118797B-R67-C11	3
SA1184DX1XB02813-A118797B-R67-C12	3
SA1184DX1XB02813-A118797B-R67-C15	2
SA1184DX1XB02813-A118797B-R67-C19	1
SA1184DX1XB02813-A118797B-R67-C26	3
SA1184DX1XB02813-A118797B-R67-C28	3
SA1184DX1XB02813-A118797B-R67-C31	4
SA1184DX1XB02813-A118797B-R68-C17	3
SA1184DX1XB02813-A118797B-R68-C22	3
SA1184DX1XB02813-A118797B-R68-C24	3
SA1184DX1XB02813-A118797B-R68-C26	3
SA1184DX1XB02813-A118797B-R68-C33	3
SA1184DX1XB02813-A118797B-R68-C36	3
SA1184DX1XB02813-A118797B-R68-C39	2
SA1184DX1XB02813-A118797B-R68-C47	2
SA1184DX1XB02813-A118797B-R68-C52	3
SA1184DX1XB02813-A118797B-R69-C07	4
SA1184DX1XB02813-A118797B-R69-C12	2
SA1184DX1XB02813-A118797B-R69-C13	1
SA1184DX1XB02813-A118797B-R69-C22	4
SA1184DX1XB02813-A118797B-R69-C41	4
SA1184DX1XB02813-A118797B-R69-C42	3
SA1184DX1XB02813-A118797B-R69-C53	2
SA1184DX1XB02813-A118797B-R69-C58	3
SA1184DX1XB02813-A118797B-R69-C64	3
