Cell	Phase	Subpopulation
SRR13903735.bam	G1	5
SRR13903736.bam	G1	5
SRR13903738.bam	S	3
SRR13903739.bam	G1	1
SRR13903740.bam	G1	2
SRR13903741.bam	G1	5
SRR13903742.bam	G1	2
SRR13903743.bam	G1	3
SRR13903744.bam	G1	3
SRR13903745.bam	G1	4
SRR13903746.bam	S	5
SRR13903747.bam	G1	1
SRR13903748.bam	S	5
SRR13903749.bam	G1	5
SRR13903750.bam	G1	2
SRR13903752.bam	G1	3
SRR13903753.bam	G1	2
SRR13903754.bam	G1	3
SRR13903755.bam	G1	5
SRR13903757.bam	G1	1
SRR13903759.bam	G1	3
SRR13903760.bam	G1	3
SRR13903762.bam	S	5
SRR13903765.bam	G1	4
SRR13903766.bam	G1	2
SRR13903767.bam	S	5
SRR13903769.bam	S	5
SRR13903770.bam	G1	1
SRR13903771.bam	S	5
SRR13903772.bam	G1	2
SRR13903773.bam	S	3
SRR13903774.bam	G1	1
SRR13903775.bam	G1	1
SRR13903776.bam	S	3
SRR13903777.bam	G1	3
SRR13903778.bam	G1	1
SRR13903779.bam	S	1
SRR13903780.bam	G1	4
SRR13903781.bam	G1	5
SRR13903782.bam	G1	2
SRR13903783.bam	G1	5
SRR13903784.bam	G1	4
SRR13903785.bam	G1	5
SRR13903786.bam	G1	1
SRR13903788.bam	G1	3
SRR13903789.bam	G1	3
SRR13903790.bam	G1	4
SRR13903792.bam	S	2
SRR13903793.bam	G1	3
SRR13903795.bam	G1	1
SRR13903797.bam	G1	1
SRR13903798.bam	G1	3
SRR13903799.bam	G1	5
SRR13903801.bam	G1	5
SRR13903802.bam	G1	4
SRR13903805.bam	G1	5
SRR13903806.bam	G1	1
SRR13903808.bam	S	5
SRR13903809.bam	G1	3
SRR13903811.bam	G1	2
SRR13903813.bam	G1	5
SRR13903814.bam	G1	5
SRR13903815.bam	S	5
SRR13903816.bam	G1	5
SRR13903817.bam	G1	3
SRR13903818.bam	G1	3
SRR13903819.bam	G1	3
SRR13903820.bam	G1	4
SRR13903821.bam	G1	2
SRR13903822.bam	G1	5
SRR13903823.bam	G1	3
SRR13903824.bam	G1	3
SRR13903825.bam	G1	5
SRR13903826.bam	S	5
SRR13903827.bam	G1	3
SRR13903829.bam	G1	4
SRR13903830.bam	S	5
SRR13903831.bam	G1	2
SRR13903832.bam	S	5
SRR13903833.bam	G1	2
SRR13903835.bam	S	5
SRR13903836.bam	G1	2
SRR13903839.bam	G1	1
SRR13903840.bam	S	2
SRR13903842.bam	S	5
SRR13903843.bam	G1	4
SRR13903846.bam	G1	2
SRR13903847.bam	G1	4
SRR13903848.bam	G1	1
SRR13903850.bam	G1	4
SRR13903851.bam	G1	2
SRR13903852.bam	G1	1
SRR13903853.bam	S	5
SRR13903854.bam	S	5
SRR13903855.bam	G1	3
SRR13903857.bam	S	5
SRR13903858.bam	G1	4
SRR13903859.bam	G1	3
SRR13903860.bam	G1	4
SRR13903861.bam	S	5
SRR13903863.bam	G1	1
SRR13903864.bam	G1	1
SRR13903865.bam	S	5
SRR13903866.bam	S	5
SRR13903868.bam	G1	3
SRR13903869.bam	G1	3
SRR13903870.bam	S	3
SRR13903872.bam	G1	1
SRR13903873.bam	G1	1
SRR13903875.bam	G1	2
SRR13903876.bam	G1	5
SRR13903877.bam	G1	3
SRR13903878.bam	S	5
SRR13903879.bam	S	5
SRR13903881.bam	G1	3
SRR13903882.bam	G1	2
SRR13903884.bam	G1	2
SRR13903886.bam	G1	2
SRR13903887.bam	G1	3
SRR13903889.bam	G1	1
SRR13903894.bam	G1	5
SRR13903895.bam	G1	1
SRR13903896.bam	G1	2
SRR13903897.bam	S	5
SRR13903898.bam	G1	5
SRR13903899.bam	G1	4
SRR13903902.bam	S	3
SRR13903904.bam	G1	3
SRR13903906.bam	S	4
SRR13903907.bam	G1	1
SRR13903909.bam	G1	1
SRR13903911.bam	G1	4
SRR13903913.bam	G1	5
SRR13903915.bam	G1	4
SRR13903916.bam	G1	2
SRR13903917.bam	G1	1
SRR13903919.bam	S	5
SRR13903920.bam	G1	1
SRR13903923.bam	G1	3
SRR13903924.bam	G1	4
SRR13903926.bam	G1	3
SRR13903927.bam	G1	4
SRR13903928.bam	G1	5
SRR13903929.bam	G1	4
SRR13903930.bam	G1	3
SRR13903932.bam	G1	2
SRR13903933.bam	G1	2
SRR13903934.bam	G1	2
SRR13903938.bam	S	5
SRR13903939.bam	G1	3
SRR13903940.bam	S	5
SRR13903942.bam	G1	1
SRR13903944.bam	G1	5
SRR13903948.bam	G1	5
SRR13903949.bam	S	4
SRR13903952.bam	G1	1
SRR13903955.bam	G1	4
SRR13903956.bam	S	5
SRR13903958.bam	S	4
SRR13903959.bam	G1	1
SRR13903960.bam	G1	1
SRR13903963.bam	G1	4
SRR13903964.bam	G1	3
SRR13903965.bam	S	5
SRR13903966.bam	G1	3
SRR13903968.bam	G1	5
SRR13903970.bam	S	5
SRR13903972.bam	G1	4
SRR13903973.bam	S	5
SRR13903978.bam	G1	1
SRR13903979.bam	S	4
SRR13903983.bam	S	4
SRR13903984.bam	S	4
SRR13903985.bam	G1	3
SRR13903986.bam	G1	3
SRR13903987.bam	S	3
SRR13903988.bam	G1	2
SRR13903990.bam	G1	2
SRR13903993.bam	G1	3
SRR13903994.bam	G1	3
SRR13903995.bam	S	5
SRR13903998.bam	G1	3
SRR13904000.bam	G1	4
SRR13904004.bam	G1	5
SRR13904005.bam	G1	1
SRR13904008.bam	G1	2
SRR13904009.bam	G1	3
SRR13904011.bam	S	5
SRR13904012.bam	G1	3
SRR13904013.bam	G1	1
SRR13904018.bam	G1	4
SRR13904019.bam	G1	1
SRR13904020.bam	G1	5
SRR13904021.bam	G1	5
SRR13904022.bam	G1	4
SRR13904023.bam	S	2
SRR13904024.bam	S	5
SRR13904025.bam	G1	3
SRR13904026.bam	G1	5
SRR13904027.bam	G1	4
SRR13904028.bam	S	5
SRR13904030.bam	G1	3
SRR13904031.bam	G1	5
SRR13904032.bam	S	3
SRR13904034.bam	G1	3
SRR13904039.bam	S	4
SRR13904040.bam	G1	1
SRR13904041.bam	G1	4
SRR13904043.bam	G1	1
SRR13904044.bam	G1	3
SRR13904045.bam	G1	1
SRR13904046.bam	G1	4
SRR13904047.bam	G1	4
SRR13904048.bam	S	5
SRR13904049.bam	G1	3
SRR13904050.bam	G1	1
SRR13904052.bam	G1	4
SRR13904053.bam	G1	3
SRR13904055.bam	S	2
SRR13904057.bam	S	3
SRR13904059.bam	G1	3
SRR13904060.bam	G1	4
SRR13904061.bam	G1	5
SRR13904063.bam	G1	5
SRR13904064.bam	G1	1
SRR13904065.bam	G1	5
SRR13904066.bam	G1	3
SRR13904067.bam	G1	4
SRR13904068.bam	G1	2
SRR13904069.bam	G1	2
SRR13904071.bam	G1	3
SRR13904073.bam	S	5
SRR13904075.bam	G1	4
SRR13904076.bam	G1	3
SRR13904077.bam	G1	2
SRR13904079.bam	G1	3
SRR13904080.bam	G1	3
SRR13904081.bam	G1	3
SRR13904083.bam	S	5
SRR13904086.bam	G1	5
SRR13904088.bam	G1	3
SRR13904092.bam	G1	3
SRR13904093.bam	G1	2
SRR13904094.bam	G1	2
SRR13904096.bam	G1	4
SRR13904097.bam	G1	1
SRR13904099.bam	G1	2
SRR13904100.bam	G1	3
SRR13904102.bam	G1	1
SRR13904104.bam	G1	1
SRR13904108.bam	G1	3
SRR13904110.bam	G1	2
SRR13904111.bam	G1	4
SRR13904112.bam	G1	1
SRR13904113.bam	S	5
SRR13904115.bam	G1	1
SRR13904116.bam	G1	1
SRR13904117.bam	S	5
SRR13904119.bam	G1	3
SRR13904120.bam	S	5
SRR13904122.bam	G1	5
SRR13904123.bam	G1	1
SRR13904125.bam	G1	3
SRR13904126.bam	G1	5
SRR13904127.bam	G1	4
SRR13904129.bam	G1	2
SRR13904130.bam	G1	2
SRR13904132.bam	G1	2
SRR13904133.bam	G1	2
SRR13904134.bam	S	4
SRR13904135.bam	G1	4
SRR13904137.bam	G1	5
SRR13904139.bam	G1	3
SRR13904140.bam	G1	3
SRR13904142.bam	G1	5
SRR13904145.bam	G1	2
SRR13904146.bam	G1	5
SRR13904148.bam	G1	5
SRR13904149.bam	S	5
SRR13904151.bam	G1	1
SRR13904152.bam	G1	3
SRR13904153.bam	G1	5
SRR13904155.bam	G1	3
SRR13904159.bam	G1	5
SRR13904160.bam	G1	3
SRR13904161.bam	G1	2
SRR13904162.bam	G1	1
SRR13904164.bam	S	4
SRR13904167.bam	G1	3
SRR13904169.bam	S	5
SRR13904171.bam	G1	4
SRR13904172.bam	S	5
SRR13904173.bam	G1	5
SRR13904174.bam	G1	3
SRR13904176.bam	G1	4
SRR13904177.bam	G1	5
SRR13904179.bam	G1	4
SRR13904180.bam	G1	2
SRR13904181.bam	G1	5
SRR13904182.bam	G1	1
SRR13904184.bam	G1	2
SRR13904185.bam	G1	3
SRR13904187.bam	S	5
SRR13904189.bam	G1	4
SRR13904190.bam	G1	3
SRR13904192.bam	G1	4
SRR13904193.bam	G1	5
SRR13904194.bam	G1	5
SRR13904195.bam	G1	5
SRR13904197.bam	G1	5
SRR13904199.bam	S	5
SRR13904202.bam	G1	5
SRR13904204.bam	G1	3
SRR13904205.bam	G1	2
SRR13904207.bam	G1	2
SRR13904209.bam	G1	3
SRR13904210.bam	G1	2
SRR13904211.bam	G1	2
SRR13904212.bam	G1	5
SRR13904213.bam	S	2
SRR13904214.bam	S	3
SRR13904218.bam	G1	1
SRR13904219.bam	G1	3
SRR13904220.bam	S	5
SRR13904221.bam	G1	1
SRR13904222.bam	G1	3
SRR13904224.bam	G1	2
SRR13904225.bam	G1	1
SRR13904228.bam	G1	1
SRR13904229.bam	G1	5
SRR13904231.bam	G1	3
SRR13904233.bam	G1	4
SRR13904234.bam	G1	5
SRR13904240.bam	G1	3
SRR13904241.bam	G1	3
SRR13904243.bam	G1	5
SRR13904244.bam	G1	4
SRR13904245.bam	G1	2
SRR13904252.bam	G1	5
SRR13904253.bam	G1	3
SRR13904255.bam	S	5
SRR13904258.bam	G1	5
SRR13904259.bam	G1	2
