Cell	Subpopulation
SA1091AX1XB01790-A95634A-R03-C12	1
SA1091AX1XB01790-A95634A-R03-C34	1
SA1091AX1XB01790-A95634A-R03-C37	2
SA1091AX1XB01790-A95634A-R03-C38	1
SA1091AX1XB01790-A95634A-R03-C39	2
SA1091AX1XB01790-A95634A-R03-C42	1
SA1091AX1XB01790-A95634A-R04-C12	3
SA1091AX1XB01790-A95634A-R04-C13	3
SA1091AX1XB01790-A95634A-R04-C21	1
SA1091AX1XB01790-A95634A-R04-C22	2
SA1091AX1XB01790-A95634A-R04-C24	1
SA1091AX1XB01790-A95634A-R04-C29	1
SA1091AX1XB01790-A95634A-R04-C33	1
SA1091AX1XB01790-A95634A-R04-C35	1
SA1091AX1XB01790-A95634A-R04-C36	1
SA1091AX1XB01790-A95634A-R04-C41	1
SA1091AX1XB01790-A95634A-R04-C47	1
SA1091AX1XB01790-A95634A-R05-C07	1
SA1091AX1XB01790-A95634A-R05-C11	2
SA1091AX1XB01790-A95634A-R05-C12	2
SA1091AX1XB01790-A95634A-R05-C15	1
SA1091AX1XB01790-A95634A-R05-C17	1
SA1091AX1XB01790-A95634A-R05-C21	2
SA1091AX1XB01790-A95634A-R05-C25	1
SA1091AX1XB01790-A95634A-R05-C32	1
SA1091AX1XB01790-A95634A-R05-C35	1
SA1091AX1XB01790-A95634A-R05-C36	2
SA1091AX1XB01790-A95634A-R05-C37	1
SA1091AX1XB01790-A95634A-R06-C07	1
SA1091AX1XB01790-A95634A-R06-C08	3
SA1091AX1XB01790-A95634A-R06-C09	1
SA1091AX1XB01790-A95634A-R06-C10	3
SA1091AX1XB01790-A95634A-R06-C12	1
SA1091AX1XB01790-A95634A-R06-C17	1
SA1091AX1XB01790-A95634A-R06-C18	1
SA1091AX1XB01790-A95634A-R06-C20	1
SA1091AX1XB01790-A95634A-R06-C22	3
SA1091AX1XB01790-A95634A-R06-C26	1
SA1091AX1XB01790-A95634A-R06-C29	1
SA1091AX1XB01790-A95634A-R06-C31	3
SA1091AX1XB01790-A95634A-R06-C32	3
SA1091AX1XB01790-A95634A-R06-C33	1
SA1091AX1XB01790-A95634A-R06-C36	1
SA1091AX1XB01790-A95634A-R06-C37	1
SA1091AX1XB01790-A95634A-R06-C40	1
SA1091AX1XB01790-A95634A-R06-C42	1
SA1091AX1XB01790-A95634A-R06-C45	3
SA1091AX1XB01790-A95634A-R06-C46	1
SA1091AX1XB01790-A95634A-R07-C07	3
SA1091AX1XB01790-A95634A-R07-C08	1
SA1091AX1XB01790-A95634A-R07-C10	1
SA1091AX1XB01790-A95634A-R07-C11	1
SA1091AX1XB01790-A95634A-R07-C12	1
SA1091AX1XB01790-A95634A-R07-C14	2
SA1091AX1XB01790-A95634A-R07-C15	1
SA1091AX1XB01790-A95634A-R07-C22	1
SA1091AX1XB01790-A95634A-R07-C27	1
SA1091AX1XB01790-A95634A-R07-C29	1
SA1091AX1XB01790-A95634A-R07-C33	3
SA1091AX1XB01790-A95634A-R07-C36	1
SA1091AX1XB01790-A95634A-R07-C37	1
SA1091AX1XB01790-A95634A-R07-C40	1
SA1091AX1XB01790-A95634A-R07-C44	3
SA1091AX1XB01790-A95634A-R07-C46	1
SA1091AX1XB01790-A95634A-R08-C07	2
SA1091AX1XB01790-A95634A-R08-C10	3
SA1091AX1XB01790-A95634A-R08-C11	1
SA1091AX1XB01790-A95634A-R08-C12	3
SA1091AX1XB01790-A95634A-R08-C17	3
SA1091AX1XB01790-A95634A-R08-C18	1
SA1091AX1XB01790-A95634A-R08-C21	3
SA1091AX1XB01790-A95634A-R08-C23	3
SA1091AX1XB01790-A95634A-R08-C25	1
SA1091AX1XB01790-A95634A-R08-C28	1
SA1091AX1XB01790-A95634A-R08-C31	3
SA1091AX1XB01790-A95634A-R08-C34	1
SA1091AX1XB01790-A95634A-R08-C37	1
SA1091AX1XB01790-A95634A-R08-C42	1
SA1091AX1XB01790-A95634A-R09-C07	1
SA1091AX1XB01790-A95634A-R09-C08	2
SA1091AX1XB01790-A95634A-R09-C11	1
SA1091AX1XB01790-A95634A-R09-C13	1
SA1091AX1XB01790-A95634A-R09-C14	1
SA1091AX1XB01790-A95634A-R09-C15	1
SA1091AX1XB01790-A95634A-R09-C22	1
SA1091AX1XB01790-A95634A-R09-C28	2
SA1091AX1XB01790-A95634A-R09-C31	1
SA1091AX1XB01790-A95634A-R09-C34	2
SA1091AX1XB01790-A95634A-R11-C07	1
SA1091AX1XB01790-A95634A-R11-C08	1
SA1091AX1XB01790-A95634A-R11-C13	1
SA1091AX1XB01790-A95634A-R11-C14	1
SA1091AX1XB01790-A95634A-R11-C15	2
SA1091AX1XB01790-A95634A-R11-C16	1
SA1091AX1XB01790-A95634A-R11-C20	1
SA1091AX1XB01790-A95634A-R11-C21	3
SA1091AX1XB01790-A95634A-R11-C22	1
SA1091AX1XB01790-A95634A-R11-C24	3
SA1091AX1XB01790-A95634A-R11-C25	3
SA1091AX1XB01790-A95634A-R11-C30	1
SA1091AX1XB01790-A95634A-R11-C31	1
SA1091AX1XB01790-A95634A-R11-C34	1
SA1091AX1XB01790-A95634A-R11-C35	3
SA1091AX1XB01790-A95634A-R11-C37	1
SA1091AX1XB01790-A95634A-R11-C38	1
