Cell	Phase	Subpopulation
SRR13881543.bam	G1	1
SRR13881544.bam	G1	2
SRR13881545.bam	G1	2
SRR13881546.bam	G1	2
SRR13881547.bam	G1	2
SRR13881549.bam	G1	2
SRR13881550.bam	G1	2
SRR13881551.bam	G1	2
SRR13881552.bam	G1	2
SRR13881555.bam	G1	2
SRR13881557.bam	G1	2
SRR13881558.bam	G1	1
SRR13881563.bam	G1	2
SRR13881564.bam	G1	2
SRR13881566.bam	G1	2
SRR13881567.bam	G1	2
SRR13881568.bam	G1	2
SRR13881569.bam	G1	2
SRR13881570.bam	G1	2
SRR13881571.bam	G1	2
SRR13881572.bam	G1	2
SRR13881573.bam	G1	2
SRR13881574.bam	G1	2
SRR13881575.bam	G1	2
SRR13881576.bam	G1	2
SRR13881579.bam	G1	2
SRR13881581.bam	G1	2
SRR13881582.bam	G1	2
SRR13881584.bam	G1	2
SRR13881585.bam	G1	2
SRR13881586.bam	G1	2
SRR13881588.bam	G1	2
SRR13881589.bam	G1	1
SRR13881590.bam	G1	1
SRR13881591.bam	G1	2
SRR13881594.bam	G1	2
SRR13881596.bam	G1	2
SRR13881598.bam	G1	2
SRR13881599.bam	G1	1
SRR13881601.bam	G1	2
SRR13881602.bam	G1	2
SRR13881603.bam	G1	2
SRR13881605.bam	G1	1
SRR13881606.bam	G1	2
SRR13881607.bam	G1	2
SRR13881611.bam	G1	2
SRR13881612.bam	G1	2
SRR13881613.bam	G1	2
SRR13881616.bam	G1	2
SRR13881619.bam	S	2
SRR13881620.bam	G1	2
SRR13881621.bam	G1	1
SRR13881622.bam	G1	1
SRR13881626.bam	G1	1
SRR13881629.bam	G1	1
SRR13881630.bam	G1	1
SRR13881632.bam	G1	1
SRR13881633.bam	G1	1
SRR13881634.bam	G1	2
SRR13881635.bam	G1	2
SRR13881639.bam	G1	1
SRR13881640.bam	G1	1
SRR13881642.bam	G1	2
SRR13881643.bam	G1	1
SRR13881644.bam	G1	1
SRR13881647.bam	G1	2
SRR13881648.bam	G1	2
SRR13881649.bam	G1	1
SRR13881650.bam	G1	2
SRR13881652.bam	G1	1
SRR13881653.bam	G1	1
SRR13881654.bam	G1	2
SRR13881657.bam	G1	1
SRR13881658.bam	G1	1
SRR13881662.bam	G1	1
SRR13881663.bam	G1	1
SRR13881664.bam	G1	1
SRR13881665.bam	G1	2
SRR13881667.bam	G1	1
SRR13881669.bam	G1	2
SRR13881670.bam	G1	2
SRR13881672.bam	G1	1
SRR13881674.bam	G1	1
SRR13881676.bam	G1	1
SRR13881678.bam	G1	1
SRR13881679.bam	G1	1
SRR13881681.bam	G1	2
SRR13881684.bam	G1	2
SRR13881686.bam	G1	1
SRR13881687.bam	G1	1
SRR13881692.bam	G1	2
SRR13881694.bam	G1	1
SRR13881697.bam	G1	1
SRR13881698.bam	G1	2
SRR13881699.bam	G1	2
SRR13881701.bam	G1	1
SRR13881702.bam	G1	1
SRR13881703.bam	G1	1
SRR13881704.bam	G1	2
SRR13881705.bam	G1	2
SRR13881707.bam	G1	1
SRR13881708.bam	G1	2
SRR13881710.bam	G1	1
SRR13881711.bam	S	2
SRR13881713.bam	G1	2
SRR13881714.bam	G1	2
SRR13881715.bam	G1	1
SRR13881719.bam	G1	1
SRR13881725.bam	G1	2
SRR13881727.bam	S	1
SRR13881729.bam	G1	1
SRR13881731.bam	G1	1
SRR13881732.bam	G1	2
SRR13881734.bam	G1	1
SRR13881735.bam	G1	1
SRR13881737.bam	G1	2
SRR13881738.bam	S	1
SRR13881743.bam	G1	2
SRR13881745.bam	G1	1
SRR13881751.bam	G1	1
SRR13881753.bam	G1	1
