Cell	Subpopulation
SA530X3XB03295-A98240A-R04-C20	2
SA530X3XB03295-A98240A-R04-C21	2
SA530X3XB03295-A98240A-R04-C33	1
SA530X3XB03295-A98240A-R04-C36	2
SA530X3XB03295-A98240A-R04-C42	1
SA530X3XB03295-A98240A-R04-C43	2
SA530X3XB03295-A98240A-R04-C45	2
SA530X3XB03295-A98240A-R04-C46	1
SA530X3XB03295-A98240A-R04-C47	1
SA530X3XB03295-A98240A-R04-C48	1
SA530X3XB03295-A98240A-R04-C50	1
SA530X3XB03295-A98240A-R04-C51	2
SA530X3XB03295-A98240A-R04-C55	2
SA530X3XB03295-A98240A-R04-C62	2
SA530X3XB03295-A98240A-R05-C07	1
SA530X3XB03295-A98240A-R05-C11	2
SA530X3XB03295-A98240A-R05-C13	1
SA530X3XB03295-A98240A-R05-C16	2
SA530X3XB03295-A98240A-R05-C24	1
SA530X3XB03295-A98240A-R05-C25	1
SA530X3XB03295-A98240A-R05-C26	2
SA530X3XB03295-A98240A-R05-C33	1
SA530X3XB03295-A98240A-R05-C35	1
SA530X3XB03295-A98240A-R05-C36	2
SA530X3XB03295-A98240A-R05-C37	2
SA530X3XB03295-A98240A-R05-C38	2
SA530X3XB03295-A98240A-R05-C40	2
SA530X3XB03295-A98240A-R05-C41	1
SA530X3XB03295-A98240A-R05-C43	2
SA530X3XB03295-A98240A-R05-C45	1
SA530X3XB03295-A98240A-R05-C48	2
SA530X3XB03295-A98240A-R05-C52	2
SA530X3XB03295-A98240A-R05-C53	1
SA530X3XB03295-A98240A-R05-C54	2
SA530X3XB03295-A98240A-R05-C56	2
SA530X3XB03295-A98240A-R05-C62	2
SA530X3XB03295-A98240A-R06-C15	2
SA530X3XB03295-A98240A-R06-C18	1
SA530X3XB03295-A98240A-R06-C21	1
SA530X3XB03295-A98240A-R06-C23	2
SA530X3XB03295-A98240A-R06-C24	2
SA530X3XB03295-A98240A-R06-C26	1
SA530X3XB03295-A98240A-R06-C30	2
SA530X3XB03295-A98240A-R06-C35	2
SA530X3XB03295-A98240A-R06-C37	2
SA530X3XB03295-A98240A-R06-C38	1
SA530X3XB03295-A98240A-R06-C39	1
SA530X3XB03295-A98240A-R06-C40	1
SA530X3XB03295-A98240A-R06-C41	2
SA530X3XB03295-A98240A-R06-C42	1
SA530X3XB03295-A98240A-R06-C44	2
SA530X3XB03295-A98240A-R06-C45	2
SA530X3XB03295-A98240A-R06-C46	1
SA530X3XB03295-A98240A-R06-C48	2
SA530X3XB03295-A98240A-R06-C50	2
SA530X3XB03295-A98240A-R06-C53	1
SA530X3XB03295-A98240A-R06-C54	2
SA530X3XB03295-A98240A-R06-C56	2
SA530X3XB03295-A98240A-R06-C57	1
SA530X3XB03295-A98240A-R06-C60	2
SA530X3XB03295-A98240A-R06-C63	2
SA530X3XB03295-A98240A-R06-C67	2
SA530X3XB03295-A98240A-R07-C11	2
SA530X3XB03295-A98240A-R07-C12	2
SA530X3XB03295-A98240A-R07-C13	1
SA530X3XB03295-A98240A-R07-C15	1
SA530X3XB03295-A98240A-R07-C17	2
SA530X3XB03295-A98240A-R07-C21	2
SA530X3XB03295-A98240A-R07-C22	2
SA530X3XB03295-A98240A-R07-C24	1
SA530X3XB03295-A98240A-R07-C27	2
SA530X3XB03295-A98240A-R07-C28	1
SA530X3XB03295-A98240A-R07-C29	2
SA530X3XB03295-A98240A-R07-C31	2
SA530X3XB03295-A98240A-R07-C32	2
SA530X3XB03295-A98240A-R07-C34	2
SA530X3XB03295-A98240A-R07-C35	2
SA530X3XB03295-A98240A-R07-C36	2
SA530X3XB03295-A98240A-R07-C37	2
