Cell	Phase	Subpopulation
SA609X5XB01844-A95724B-R22-C09.bam	S	1
SA609X5XB01844-A95724B-R22-C11.bam	G1	1
SA609X5XB01844-A95724B-R22-C15.bam	G1	1
SA609X5XB01844-A95724B-R22-C18.bam	S	1
SA609X5XB01844-A95724B-R22-C19.bam	S	1
SA609X5XB01844-A95724B-R22-C22.bam	S	1
SA609X5XB01844-A95724B-R22-C26.bam	S	1
SA609X5XB01844-A95724B-R22-C28.bam	S	1
SA609X5XB01844-A95724B-R22-C30.bam	S	1
SA609X5XB01844-A95724B-R22-C35.bam	S	1
SA609X5XB01844-A95724B-R22-C51.bam	S	1
SA609X5XB01844-A95724B-R22-C52.bam	S	1
SA609X5XB01844-A95724B-R22-C55.bam	S	1
SA609X5XB01844-A95724B-R22-C57.bam	S	1
SA609X5XB01844-A95724B-R22-C59.bam	S	1
SA609X5XB01844-A95724B-R22-C60.bam	G1	1
SA609X5XB01844-A95724B-R22-C61.bam	S	1
SA609X5XB01844-A95724B-R22-C63.bam	S	2
SA609X5XB01844-A95724B-R23-C09.bam	S	1
SA609X5XB01844-A95724B-R23-C37.bam	S	1
SA609X5XB01844-A95724B-R23-C38.bam	S	1
SA609X5XB01844-A95724B-R23-C41.bam	S	1
SA609X5XB01844-A95724B-R24-C16.bam	S	1
SA609X5XB01844-A95724B-R24-C18.bam	G1	1
SA609X5XB01844-A95724B-R24-C20.bam	G1	1
SA609X5XB01844-A95724B-R24-C22.bam	S	1
SA609X5XB01844-A95724B-R24-C24.bam	S	1
SA609X5XB01844-A95724B-R24-C31.bam	S	1
SA609X5XB01844-A95724B-R24-C36.bam	S	1
SA609X5XB01844-A95724B-R24-C37.bam	S	1
SA609X5XB01844-A95724B-R24-C43.bam	S	1
SA609X5XB01844-A95724B-R24-C44.bam	S	1
SA609X5XB01844-A95724B-R24-C55.bam	S	1
SA609X5XB01844-A95724B-R24-C65.bam	S	1
SA609X5XB01844-A95724B-R24-C67.bam	G1	1
SA609X5XB01844-A95724B-R25-C07.bam	S	1
SA609X5XB01844-A95724B-R25-C37.bam	S	1
SA609X5XB01844-A95724B-R25-C41.bam	S	2
