Cell	Subpopulation
AT135-A118389B-R45-C19	4
AT135-A118389B-R45-C30	1
AT135-A118389B-R45-C32	4
AT135-A118389B-R45-C35	1
AT135-A118389B-R45-C36	4
AT135-A118389B-R45-C39	4
AT135-A118389B-R45-C44	4
AT135-A118389B-R45-C46	2
AT135-A118389B-R45-C47	2
AT135-A118389B-R45-C50	1
AT135-A118389B-R45-C56	4
AT135-A118389B-R45-C57	2
AT135-A118389B-R45-C58	2
AT135-A118389B-R45-C59	1
AT135-A118389B-R45-C66	1
AT135-A118389B-R45-C69	4
AT135-A118389B-R46-C08	4
AT135-A118389B-R46-C25	4
AT135-A118389B-R46-C31	3
AT135-A118389B-R46-C49	1
AT135-A118389B-R46-C50	4
AT135-A118389B-R46-C60	2
AT135-A118389B-R46-C65	4
AT135-A118389B-R46-C66	4
AT135-A118389B-R46-C67	4
AT135-A118389B-R46-C68	3
AT135-A118389B-R47-C14	4
AT135-A118389B-R47-C23	2
AT135-A118389B-R47-C25	2
AT135-A118389B-R47-C27	2
AT135-A118389B-R47-C28	4
AT135-A118389B-R47-C32	4
AT135-A118389B-R47-C33	4
AT135-A118389B-R47-C34	4
AT135-A118389B-R47-C40	4
AT135-A118389B-R47-C41	1
AT135-A118389B-R47-C45	4
AT135-A118389B-R47-C48	2
AT135-A118389B-R47-C55	4
AT135-A118389B-R47-C56	4
AT135-A118389B-R47-C62	2
AT135-A118389B-R47-C65	4
AT135-A118389B-R47-C67	2
AT135-A118389B-R47-C69	2
AT135-A118389B-R48-C07	4
AT135-A118389B-R48-C12	4
AT135-A118389B-R48-C22	4
AT135-A118389B-R48-C23	3
AT135-A118389B-R48-C27	2
AT135-A118389B-R48-C31	3
AT135-A118389B-R48-C39	1
AT135-A118389B-R48-C41	2
AT135-A118389B-R48-C42	3
AT135-A118389B-R48-C44	4
AT135-A118389B-R48-C55	4
AT135-A118389B-R48-C57	4
AT135-A118389B-R48-C58	4
AT135-A118389B-R48-C61	4
AT135-A118389B-R48-C65	1
AT135-A118389B-R48-C67	4
AT135-A118389B-R48-C69	2
AT135-A118389B-R49-C07	2
AT135-A118389B-R49-C10	1
AT135-A118389B-R49-C11	4
AT135-A118389B-R49-C15	4
AT135-A118389B-R49-C17	4
AT135-A118389B-R49-C18	4
AT135-A118389B-R49-C19	4
AT135-A118389B-R49-C34	2
AT135-A118389B-R49-C35	4
AT135-A118389B-R49-C41	4
AT135-A118389B-R49-C45	4
AT135-A118389B-R49-C50	4
AT135-A118389B-R49-C54	2
AT135-A118389B-R49-C58	3
AT135-A118389B-R49-C60	4
AT135-A118389B-R49-C63	4
AT135-A118389B-R49-C64	2
AT135-A118389B-R49-C65	4
AT135-A118389B-R49-C67	4
AT135-A118389B-R49-C68	4
AT135-A118389B-R50-C07	2
AT135-A118389B-R50-C12	4
AT135-A118389B-R50-C19	1
AT135-A118389B-R50-C20	3
AT135-A118389B-R50-C22	3
AT135-A118389B-R50-C28	4
AT135-A118389B-R50-C31	4
AT135-A118389B-R50-C35	4
AT135-A118389B-R50-C42	4
AT135-A118389B-R50-C44	2
AT135-A118389B-R50-C45	4
AT135-A118389B-R50-C51	2
AT135-A118389B-R50-C57	3
AT135-A118389B-R50-C61	3
AT135-A118389B-R51-C11	1
AT135-A118389B-R51-C14	3
AT135-A118389B-R51-C15	4
AT135-A118389B-R51-C20	4
AT135-A118389B-R51-C21	3
AT135-A118389B-R51-C22	2
AT135-A118389B-R51-C31	4
AT135-A118389B-R51-C38	4
AT135-A118389B-R51-C44	4
AT135-A118389B-R51-C48	4
AT135-A118389B-R51-C53	1
AT135-A118389B-R51-C57	4
AT135-A118389B-R52-C11	2
AT135-A118389B-R52-C12	1
AT135-A118389B-R52-C15	4
AT135-A118389B-R52-C16	1
AT135-A118389B-R52-C17	4
AT135-A118389B-R52-C18	4
AT135-A118389B-R52-C19	4
AT135-A118389B-R52-C22	4
AT135-A118389B-R52-C24	4
AT135-A118389B-R52-C30	4
AT135-A118389B-R52-C31	1
AT135-A118389B-R52-C35	2
AT135-A118389B-R52-C36	4
AT135-A118389B-R52-C41	4
AT135-A118389B-R52-C42	1
AT135-A118389B-R52-C44	4
AT135-A118389B-R52-C47	4
AT135-A118389B-R52-C49	2
AT135-A118389B-R52-C53	3
AT135-A118389B-R52-C64	1
AT135-A118389B-R52-C66	4
AT135-A118389B-R53-C08	4
AT135-A118389B-R53-C10	3
AT135-A118389B-R53-C13	4
AT135-A118389B-R53-C14	4
AT135-A118389B-R53-C17	4
AT135-A118389B-R53-C20	4
AT135-A118389B-R53-C21	4
AT135-A118389B-R53-C22	4
AT135-A118389B-R53-C23	1
AT135-A118389B-R53-C31	4
AT135-A118389B-R53-C32	2
AT135-A118389B-R53-C34	4
AT135-A118389B-R53-C37	4
AT135-A118389B-R53-C38	4
AT135-A118389B-R53-C41	2
AT135-A118389B-R53-C49	4
AT135-A118389B-R53-C57	4
AT135-A118389B-R53-C61	4
AT135-A118389B-R53-C63	1
AT135-A118389B-R53-C64	3
AT135-A118389B-R53-C69	4
AT135-A118389B-R54-C08	4
AT135-A118389B-R54-C16	1
AT135-A118389B-R54-C18	4
AT135-A118389B-R54-C21	4
AT135-A118389B-R54-C22	2
AT135-A118389B-R54-C23	4
AT135-A118389B-R54-C24	4
AT135-A118389B-R54-C25	1
AT135-A118389B-R54-C37	4
AT135-A118389B-R54-C40	4
AT135-A118389B-R54-C43	4
AT135-A118389B-R54-C45	4
AT135-A118389B-R54-C47	3
AT135-A118389B-R54-C49	1
AT135-A118389B-R54-C54	4
AT135-A118389B-R54-C56	4
AT135-A118389B-R54-C59	2
AT135-A118389B-R54-C60	4
AT135-A118389B-R54-C61	3
AT135-A118389B-R54-C62	1
AT135-A118389B-R54-C63	2
AT135-A118389B-R54-C65	3
AT135-A118389B-R54-C70	1
AT135-A118389B-R55-C09	2
AT135-A118389B-R55-C18	2
AT135-A118389B-R55-C20	3
AT135-A118389B-R55-C24	4
AT135-A118389B-R55-C29	4
AT135-A118389B-R55-C41	2
AT135-A118389B-R55-C42	1
AT135-A118389B-R55-C45	4
AT135-A118389B-R55-C51	2
AT135-A118389B-R55-C52	3
AT135-A118389B-R55-C56	1
AT135-A118389B-R55-C59	4
AT135-A118389B-R55-C60	2
AT135-A118389B-R55-C64	1
AT135-A118389B-R55-C69	4
AT135-A118389B-R55-C70	2
AT135-A118389B-R56-C11	4
AT135-A118389B-R56-C12	4
AT135-A118389B-R56-C17	4
AT135-A118389B-R56-C19	2
AT135-A118389B-R56-C24	2
AT135-A118389B-R56-C26	4
AT135-A118389B-R56-C31	1
AT135-A118389B-R56-C33	1
AT135-A118389B-R56-C35	4
AT135-A118389B-R56-C37	4
AT135-A118389B-R56-C41	3
AT135-A118389B-R56-C45	2
AT135-A118389B-R56-C67	4
AT135-A118389B-R56-C68	1
AT135-A118389B-R56-C70	4
AT135-A118389B-R57-C07	1
AT135-A118389B-R57-C08	1
AT135-A118389B-R57-C09	3
AT135-A118389B-R57-C11	4
AT135-A118389B-R57-C12	4
AT135-A118389B-R57-C13	2
AT135-A118389B-R57-C19	4
AT135-A118389B-R57-C20	1
AT135-A118389B-R57-C21	3
AT135-A118389B-R57-C24	4
AT135-A118389B-R57-C26	3
AT135-A118389B-R57-C32	4
AT135-A118389B-R57-C33	3
AT135-A118389B-R57-C34	1
AT135-A118389B-R57-C40	1
AT135-A118389B-R57-C41	1
AT135-A118389B-R57-C43	4
AT135-A118389B-R57-C44	1
AT135-A118389B-R57-C45	4
AT135-A118389B-R57-C51	3
AT135-A118389B-R57-C56	2
AT135-A118389B-R57-C57	4
AT135-A118389B-R57-C58	4
AT135-A118389B-R57-C60	4
AT135-A118389B-R57-C64	4
AT135-A118389B-R57-C65	4
AT135-A118389B-R57-C70	4
AT135-A118389B-R58-C07	4
AT135-A118389B-R58-C08	2
AT135-A118389B-R58-C14	4
AT135-A118389B-R58-C17	2
AT135-A118389B-R58-C18	4
AT135-A118389B-R58-C23	1
AT135-A118389B-R58-C25	4
AT135-A118389B-R58-C26	4
AT135-A118389B-R58-C28	4
AT135-A118389B-R58-C30	2
AT135-A118389B-R58-C31	4
AT135-A118389B-R58-C33	4
AT135-A118389B-R58-C38	4
AT135-A118389B-R58-C40	1
AT135-A118389B-R58-C42	4
AT135-A118389B-R58-C43	3
AT135-A118389B-R58-C44	2
AT135-A118389B-R58-C45	4
AT135-A118389B-R58-C49	4
AT135-A118389B-R58-C51	4
AT135-A118389B-R58-C56	4
AT135-A118389B-R58-C57	2
AT135-A118389B-R58-C58	1
AT135-A118389B-R58-C59	4
AT135-A118389B-R58-C65	2
AT135-A118389B-R58-C66	4
AT135-A118389B-R59-C07	2
AT135-A118389B-R59-C08	4
AT135-A118389B-R59-C09	4
AT135-A118389B-R59-C10	4
AT135-A118389B-R59-C12	1
AT135-A118389B-R59-C13	4
AT135-A118389B-R59-C15	4
AT135-A118389B-R59-C17	2
AT135-A118389B-R59-C18	4
AT135-A118389B-R59-C19	2
AT135-A118389B-R59-C20	4
AT135-A118389B-R59-C23	2
AT135-A118389B-R59-C25	2
AT135-A118389B-R59-C28	1
AT135-A118389B-R59-C37	4
AT135-A118389B-R59-C39	1
AT135-A118389B-R59-C40	3
AT135-A118389B-R59-C46	4
AT135-A118389B-R59-C59	2
AT135-A118389B-R59-C66	4
AT135-A118389B-R59-C68	2
AT135-A118389B-R59-C69	2
AT135-A118389B-R60-C13	1
AT135-A118389B-R60-C20	4
AT135-A118389B-R60-C25	4
AT135-A118389B-R60-C28	2
AT135-A118389B-R60-C32	1
AT135-A118389B-R60-C37	4
AT135-A118389B-R60-C38	4
AT135-A118389B-R60-C41	4
AT135-A118389B-R60-C43	4
AT135-A118389B-R60-C44	4
AT135-A118389B-R60-C45	4
AT135-A118389B-R60-C52	1
AT135-A118389B-R60-C59	2
AT135-A118389B-R60-C63	2
AT135-A118389B-R60-C64	2
AT135-A118389B-R61-C08	4
AT135-A118389B-R61-C11	3
AT135-A118389B-R61-C12	2
AT135-A118389B-R61-C15	1
AT135-A118389B-R61-C20	3
AT135-A118389B-R61-C23	2
AT135-A118389B-R61-C27	4
AT135-A118389B-R61-C29	4
AT135-A118389B-R61-C35	3
AT135-A118389B-R61-C37	4
AT135-A118389B-R61-C40	4
AT135-A118389B-R61-C47	2
AT135-A118389B-R61-C51	4
AT135-A118389B-R61-C52	4
AT135-A118389B-R61-C57	4
AT135-A118389B-R61-C60	3
AT135-A118389B-R61-C61	4
AT135-A118389B-R61-C63	4
AT135-A118389B-R61-C64	4
AT135-A118389B-R61-C68	4
AT135-A118389B-R62-C07	4
AT135-A118389B-R62-C08	4
AT135-A118389B-R62-C09	2
AT135-A118389B-R62-C12	1
AT135-A118389B-R62-C15	4
AT135-A118389B-R62-C16	1
AT135-A118389B-R62-C17	3
AT135-A118389B-R62-C18	3
AT135-A118389B-R62-C20	4
AT135-A118389B-R62-C22	2
AT135-A118389B-R62-C25	4
AT135-A118389B-R62-C32	3
AT135-A118389B-R62-C42	4
AT135-A118389B-R62-C45	4
AT135-A118389B-R62-C49	4
AT135-A118389B-R62-C57	4
AT135-A118389B-R62-C58	1
AT135-A118389B-R62-C60	3
AT135-A118389B-R62-C61	4
AT135-A118389B-R62-C65	1
AT135-A118389B-R62-C66	4
AT135-A118389B-R62-C67	4
AT135-A118389B-R62-C70	4
AT135-A118389B-R63-C09	1
AT135-A118389B-R63-C10	4
AT135-A118389B-R63-C13	1
AT135-A118389B-R63-C14	2
AT135-A118389B-R63-C18	4
AT135-A118389B-R63-C19	2
AT135-A118389B-R63-C23	4
AT135-A118389B-R63-C28	1
AT135-A118389B-R63-C33	2
AT135-A118389B-R63-C34	4
AT135-A118389B-R63-C35	4
AT135-A118389B-R63-C37	3
AT135-A118389B-R63-C40	4
