Cell	Phase	Subpopulation
SA501X11XB00529-A96187A-R21-C09.bam	G1	1
SA501X11XB00529-A96187A-R21-C12.bam	G1	2
SA501X11XB00529-A96187A-R21-C37.bam	G1	2
SA501X11XB00529-A96187A-R21-C38.bam	G1	1
SA501X11XB00529-A96187A-R21-C39.bam	G1	1
SA501X11XB00529-A96187A-R21-C40.bam	S	2
SA501X11XB00529-A96187A-R21-C41.bam	G1	2
SA501X11XB00529-A96187A-R21-C42.bam	G1	2
SA501X11XB00529-A96187A-R21-C44.bam	S	2
SA501X11XB00529-A96187A-R21-C46.bam	G1	2
SA501X11XB00529-A96187A-R21-C47.bam	G1	1
SA501X11XB00529-A96187A-R21-C48.bam	S	2
SA501X11XB00529-A96187A-R21-C49.bam	G1	2
SA501X11XB00529-A96187A-R21-C52.bam	G1	2
SA501X11XB00529-A96187A-R21-C56.bam	G1	2
SA501X11XB00529-A96187A-R22-C09.bam	S	2
SA501X11XB00529-A96187A-R22-C10.bam	G1	1
SA501X11XB00529-A96187A-R22-C13.bam	G1	2
SA501X11XB00529-A96187A-R22-C14.bam	G1	2
SA501X11XB00529-A96187A-R22-C15.bam	G1	2
SA501X11XB00529-A96187A-R22-C16.bam	G1	2
SA501X11XB00529-A96187A-R22-C17.bam	G1	1
SA501X11XB00529-A96187A-R22-C19.bam	G1	2
SA501X11XB00529-A96187A-R22-C20.bam	G1	1
SA501X11XB00529-A96187A-R22-C23.bam	G1	2
SA501X11XB00529-A96187A-R22-C24.bam	G1	2
SA501X11XB00529-A96187A-R22-C25.bam	G1	2
SA501X11XB00529-A96187A-R22-C28.bam	G1	2
SA501X11XB00529-A96187A-R22-C29.bam	G1	2
SA501X11XB00529-A96187A-R22-C30.bam	G1	2
SA501X11XB00529-A96187A-R22-C31.bam	G1	2
SA501X11XB00529-A96187A-R22-C32.bam	S	2
SA501X11XB00529-A96187A-R22-C33.bam	G1	2
SA501X11XB00529-A96187A-R22-C34.bam	S	2
SA501X11XB00529-A96187A-R22-C57.bam	G1	2
SA501X11XB00529-A96187A-R22-C58.bam	G1	2
SA501X11XB00529-A96187A-R22-C59.bam	G1	2
SA501X11XB00529-A96187A-R22-C61.bam	G1	2
SA501X11XB00529-A96187A-R23-C08.bam	G1	2
SA501X11XB00529-A96187A-R23-C11.bam	G1	1
SA501X11XB00529-A96187A-R23-C17.bam	G1	1
SA501X11XB00529-A96187A-R23-C19.bam	G1	2
SA501X11XB00529-A96187A-R23-C22.bam	G1	2
SA501X11XB00529-A96187A-R23-C26.bam	G1	2
SA501X11XB00529-A96187A-R23-C27.bam	G1	2
SA501X11XB00529-A96187A-R23-C28.bam	G1	1
SA501X11XB00529-A96187A-R23-C33.bam	G1	2
SA501X11XB00529-A96187A-R23-C35.bam	G1	2
SA501X11XB00529-A96187A-R23-C37.bam	G1	2
SA501X11XB00529-A96187A-R23-C39.bam	G1	2
SA501X11XB00529-A96187A-R23-C40.bam	G1	2
SA501X11XB00529-A96187A-R23-C43.bam	G1	1
SA501X11XB00529-A96187A-R23-C46.bam	G1	2
SA501X11XB00529-A96187A-R23-C50.bam	S	2
SA501X11XB00529-A96187A-R23-C51.bam	S	1
SA501X11XB00529-A96187A-R23-C54.bam	G1	1
SA501X11XB00529-A96187A-R23-C55.bam	G1	2
SA501X11XB00529-A96187A-R23-C56.bam	G1	2
SA501X11XB00529-A96187A-R23-C58.bam	G1	2
SA501X11XB00529-A96187A-R23-C60.bam	G1	2
SA501X11XB00529-A96187A-R23-C61.bam	G1	2
SA501X11XB00529-A96187A-R23-C68.bam	G1	2
SA501X11XB00529-A96187A-R23-C70.bam	G1	2
SA501X11XB00529-A96187A-R24-C10.bam	G1	2
SA501X11XB00529-A96187A-R24-C12.bam	G1	1
SA501X11XB00529-A96187A-R24-C14.bam	G1	2
SA501X11XB00529-A96187A-R24-C16.bam	S	2
SA501X11XB00529-A96187A-R24-C17.bam	G1	2
SA501X11XB00529-A96187A-R24-C21.bam	G1	2
SA501X11XB00529-A96187A-R24-C22.bam	G1	2
SA501X11XB00529-A96187A-R24-C24.bam	G1	2
SA501X11XB00529-A96187A-R24-C27.bam	G1	2
SA501X11XB00529-A96187A-R24-C33.bam	G1	1
SA501X11XB00529-A96187A-R24-C45.bam	G1	2
SA501X11XB00529-A96187A-R24-C51.bam	G1	2
SA501X11XB00529-A96187A-R24-C52.bam	G1	2
SA501X11XB00529-A96187A-R24-C57.bam	G1	2
SA501X11XB00529-A96187A-R24-C59.bam	G1	2
SA501X11XB00529-A96187A-R24-C67.bam	G1	2
SA501X11XB00529-A96187A-R25-C09.bam	S	2
SA501X11XB00529-A96187A-R25-C11.bam	S	1
SA501X11XB00529-A96187A-R25-C13.bam	G1	1
SA501X11XB00529-A96187A-R25-C16.bam	G1	1
SA501X11XB00529-A96187A-R25-C17.bam	S	2
SA501X11XB00529-A96187A-R25-C24.bam	G1	2
SA501X11XB00529-A96187A-R25-C28.bam	G1	2
SA501X11XB00529-A96187A-R25-C32.bam	G1	2
SA501X11XB00529-A96187A-R25-C33.bam	G1	1
SA501X11XB00529-A96187A-R25-C38.bam	G1	2
SA501X11XB00529-A96187A-R25-C40.bam	G1	2
SA501X11XB00529-A96187A-R25-C41.bam	G1	1
SA501X11XB00529-A96187A-R25-C42.bam	G1	2
SA501X11XB00529-A96187A-R25-C43.bam	G1	1
SA501X11XB00529-A96187A-R25-C46.bam	G1	2
SA501X11XB00529-A96187A-R25-C47.bam	G1	2
SA501X11XB00529-A96187A-R25-C50.bam	G1	2
SA501X11XB00529-A96187A-R25-C51.bam	G1	1
SA501X11XB00529-A96187A-R25-C58.bam	G1	1
SA501X11XB00529-A96187A-R25-C69.bam	G1	2
SA501X11XB00529-A96187A-R26-C07.bam	G1	2
SA501X11XB00529-A96187A-R26-C31.bam	G1	2
SA501X11XB00529-A96187A-R26-C34.bam	G1	2
SA501X11XB00529-A96187A-R26-C43.bam	G1	2
SA501X11XB00529-A96187A-R26-C44.bam	G1	2
SA501X11XB00529-A96187A-R27-C56.bam	G1	2
SA501X11XB00529-A96187A-R27-C57.bam	G1	2
SA501X11XB00529-A96187A-R27-C58.bam	G1	2
SA501X11XB00529-A96187A-R27-C59.bam	G1	1
SA501X11XB00529-A96187A-R27-C62.bam	G1	1
SA501X11XB00529-A96187A-R27-C63.bam	G1	2
SA501X11XB00529-A96187A-R27-C65.bam	G1	2
SA501X11XB00529-A96187A-R27-C66.bam	S	2
