Cell	Phase	Subpopulation
SA501X2XB00096-A95621B-R22-C15.bam	G1	1
SA501X2XB00096-A95621B-R22-C18.bam	G1	1
SA501X2XB00096-A95621B-R22-C36.bam	G1	1
SA501X2XB00096-A95621B-R22-C44.bam	G1	1
SA501X2XB00096-A95621B-R22-C69.bam	G1	2
SA501X2XB00096-A95621B-R23-C32.bam	G1	1
SA501X2XB00096-A95621B-R23-C33.bam	G1	1
SA501X2XB00096-A95621B-R23-C34.bam	G1	1
SA501X2XB00096-A95621B-R23-C36.bam	G1	1
SA501X2XB00096-A95621B-R23-C37.bam	G1	1
SA501X2XB00096-A95621B-R23-C38.bam	G1	1
SA501X2XB00096-A95621B-R24-C12.bam	G1	1
SA501X2XB00096-A95621B-R24-C54.bam	G1	1
SA501X2XB00096-A95621B-R24-C55.bam	G1	2
SA501X2XB00096-A95621B-R24-C57.bam	G1	1
SA501X2XB00096-A95621B-R24-C59.bam	G1	1
SA501X2XB00096-A95621B-R24-C60.bam	G1	1
SA501X2XB00096-A95621B-R24-C61.bam	G1	1
SA501X2XB00096-A95621B-R24-C63.bam	G1	1
SA501X2XB00096-A95621B-R24-C65.bam	G1	1
SA501X2XB00096-A95621B-R24-C66.bam	G1	2
SA501X2XB00096-A95621B-R24-C67.bam	S	1
SA501X2XB00096-A95621B-R24-C69.bam	G1	1
SA501X2XB00096-A95621B-R24-C70.bam	G1	1
SA501X2XB00096-A95621B-R25-C07.bam	G1	1
SA501X2XB00096-A95621B-R25-C08.bam	G1	1
SA501X2XB00096-A95621B-R25-C09.bam	G1	1
SA501X2XB00096-A95621B-R25-C10.bam	G1	1
SA501X2XB00096-A95621B-R25-C11.bam	G1	1
SA501X2XB00096-A95621B-R25-C14.bam	G1	1
SA501X2XB00096-A95621B-R25-C15.bam	G1	1
SA501X2XB00096-A95621B-R25-C16.bam	G1	1
SA501X2XB00096-A95621B-R25-C17.bam	G1	1
SA501X2XB00096-A95621B-R25-C21.bam	S	1
SA501X2XB00096-A95621B-R25-C22.bam	G1	1
SA501X2XB00096-A95621B-R25-C23.bam	G1	1
SA501X2XB00096-A95621B-R25-C24.bam	G1	1
SA501X2XB00096-A95621B-R25-C26.bam	G1	2
SA501X2XB00096-A95621B-R25-C27.bam	G1	1
SA501X2XB00096-A95621B-R25-C28.bam	G1	1
SA501X2XB00096-A95621B-R25-C29.bam	G1	1
SA501X2XB00096-A95621B-R25-C30.bam	G1	1
SA501X2XB00096-A95621B-R25-C31.bam	G1	1
SA501X2XB00096-A95621B-R25-C33.bam	G1	1
SA501X2XB00096-A95621B-R25-C35.bam	G1	1
SA501X2XB00096-A95621B-R25-C37.bam	G1	1
SA501X2XB00096-A95621B-R25-C38.bam	G1	1
SA501X2XB00096-A95621B-R25-C39.bam	S	1
SA501X2XB00096-A95621B-R25-C40.bam	G1	1
SA501X2XB00096-A95621B-R25-C41.bam	G1	2
SA501X2XB00096-A95621B-R25-C42.bam	G1	1
SA501X2XB00096-A95621B-R25-C44.bam	G1	1
SA501X2XB00096-A95621B-R25-C45.bam	G1	1
SA501X2XB00096-A95621B-R25-C46.bam	G1	1
SA501X2XB00096-A95621B-R25-C47.bam	G1	1
SA501X2XB00096-A95621B-R25-C49.bam	G1	2
SA501X2XB00096-A95621B-R25-C51.bam	G1	1
SA501X2XB00096-A95621B-R25-C53.bam	G1	1
SA501X2XB00096-A95621B-R25-C54.bam	G1	1
SA501X2XB00096-A95621B-R25-C55.bam	G1	2
SA501X2XB00096-A95621B-R25-C56.bam	G1	1
SA501X2XB00096-A95621B-R25-C57.bam	G1	1
SA501X2XB00096-A95621B-R25-C58.bam	G1	1
SA501X2XB00096-A95621B-R25-C59.bam	G1	1
SA501X2XB00096-A95621B-R25-C60.bam	G1	1
SA501X2XB00096-A95621B-R25-C61.bam	G1	1
SA501X2XB00096-A95621B-R25-C62.bam	G1	2
SA501X2XB00096-A95621B-R25-C66.bam	G1	1
