Cell	Phase	Subpopulation
SA609X6XB01899-A95632D-R58-C04.bam	G1	1
SA609X6XB01899-A95632D-R58-C14.bam	S	2
SA609X6XB01899-A95632D-R58-C37.bam	S	2
SA609X6XB01899-A95632D-R58-C39.bam	S	2
SA609X6XB01899-A95632D-R58-C40.bam	S	2
SA609X6XB01899-A95632D-R58-C41.bam	S	2
SA609X6XB01899-A95632D-R58-C42.bam	S	2
SA609X6XB01899-A95632D-R58-C43.bam	G1	2
SA609X6XB01899-A95632D-R58-C44.bam	S	2
SA609X6XB01899-A95632D-R58-C47.bam	S	2
SA609X6XB01899-A95632D-R58-C48.bam	S	2
SA609X6XB01899-A95632D-R58-C50.bam	S	2
SA609X6XB01899-A95632D-R58-C51.bam	S	2
SA609X6XB01899-A95632D-R58-C54.bam	S	2
SA609X6XB01899-A95632D-R58-C55.bam	S	2
SA609X6XB01899-A95632D-R58-C57.bam	S	2
SA609X6XB01899-A95632D-R58-C61.bam	S	2
SA609X6XB01899-A95632D-R58-C63.bam	S	2
SA609X6XB01899-A95632D-R58-C64.bam	S	2
SA609X6XB01899-A95632D-R58-C66.bam	S	2
SA609X6XB01899-A95632D-R58-C67.bam	S	2
SA609X6XB01899-A95632D-R58-C70.bam	S	2
SA609X6XB01899-A95632D-R59-C04.bam	G1	1
SA609X6XB01899-A95632D-R59-C07.bam	S	2
SA609X6XB01899-A95632D-R59-C08.bam	S	2
SA609X6XB01899-A95632D-R59-C09.bam	S	2
SA609X6XB01899-A95632D-R59-C10.bam	S	2
SA609X6XB01899-A95632D-R59-C12.bam	S	2
SA609X6XB01899-A95632D-R59-C13.bam	S	2
SA609X6XB01899-A95632D-R59-C14.bam	S	2
SA609X6XB01899-A95632D-R59-C15.bam	S	2
SA609X6XB01899-A95632D-R59-C16.bam	S	2
SA609X6XB01899-A95632D-R59-C18.bam	S	2
SA609X6XB01899-A95632D-R59-C19.bam	S	2
SA609X6XB01899-A95632D-R59-C20.bam	S	2
SA609X6XB01899-A95632D-R59-C21.bam	S	2
SA609X6XB01899-A95632D-R59-C23.bam	S	1
SA609X6XB01899-A95632D-R59-C24.bam	S	2
SA609X6XB01899-A95632D-R59-C25.bam	S	2
SA609X6XB01899-A95632D-R59-C27.bam	S	2
SA609X6XB01899-A95632D-R59-C29.bam	S	2
SA609X6XB01899-A95632D-R59-C30.bam	S	2
SA609X6XB01899-A95632D-R59-C31.bam	S	2
SA609X6XB01899-A95632D-R59-C32.bam	S	2
SA609X6XB01899-A95632D-R59-C33.bam	S	2
SA609X6XB01899-A95632D-R59-C34.bam	S	2
SA609X6XB01899-A95632D-R59-C35.bam	S	2
SA609X6XB01899-A95632D-R59-C37.bam	S	2
SA609X6XB01899-A95632D-R59-C38.bam	S	1
SA609X6XB01899-A95632D-R59-C39.bam	S	2
SA609X6XB01899-A95632D-R59-C40.bam	S	2
SA609X6XB01899-A95632D-R59-C41.bam	S	2
SA609X6XB01899-A95632D-R59-C42.bam	S	2
SA609X6XB01899-A95632D-R59-C43.bam	S	2
SA609X6XB01899-A95632D-R59-C44.bam	S	2
SA609X6XB01899-A95632D-R59-C47.bam	S	2
SA609X6XB01899-A95632D-R59-C48.bam	S	2
SA609X6XB01899-A95632D-R59-C49.bam	S	2
SA609X6XB01899-A95632D-R59-C50.bam	S	2
SA609X6XB01899-A95632D-R59-C51.bam	S	2
SA609X6XB01899-A95632D-R59-C52.bam	S	2
SA609X6XB01899-A95632D-R59-C54.bam	S	2
SA609X6XB01899-A95632D-R59-C57.bam	S	2
SA609X6XB01899-A95632D-R59-C58.bam	S	2
SA609X6XB01899-A95632D-R59-C60.bam	S	2
SA609X6XB01899-A95632D-R59-C62.bam	G1	1
SA609X6XB01899-A95632D-R59-C63.bam	G1	2
SA609X6XB01899-A95632D-R59-C64.bam	S	2
SA609X6XB01899-A95632D-R59-C65.bam	S	2
SA609X6XB01899-A95632D-R59-C67.bam	S	2
SA609X6XB01899-A95632D-R60-C04.bam	G1	1
SA609X6XB01899-A95632D-R60-C09.bam	S	2
SA609X6XB01899-A95632D-R60-C11.bam	S	2
SA609X6XB01899-A95632D-R60-C13.bam	S	2
SA609X6XB01899-A95632D-R60-C14.bam	G1	2
SA609X6XB01899-A95632D-R60-C15.bam	G1	2
SA609X6XB01899-A95632D-R60-C16.bam	S	2
SA609X6XB01899-A95632D-R60-C17.bam	S	2
SA609X6XB01899-A95632D-R60-C18.bam	S	2
SA609X6XB01899-A95632D-R60-C19.bam	S	2
SA609X6XB01899-A95632D-R60-C20.bam	S	2
SA609X6XB01899-A95632D-R60-C21.bam	S	2
SA609X6XB01899-A95632D-R60-C24.bam	S	2
SA609X6XB01899-A95632D-R60-C25.bam	S	2
SA609X6XB01899-A95632D-R60-C26.bam	S	2
SA609X6XB01899-A95632D-R60-C28.bam	S	2
SA609X6XB01899-A95632D-R60-C29.bam	S	2
SA609X6XB01899-A95632D-R60-C31.bam	S	2
SA609X6XB01899-A95632D-R60-C32.bam	S	2
SA609X6XB01899-A95632D-R60-C34.bam	S	2
SA609X6XB01899-A95632D-R60-C35.bam	S	2
SA609X6XB01899-A95632D-R60-C40.bam	S	2
SA609X6XB01899-A95632D-R60-C41.bam	G1	2
SA609X6XB01899-A95632D-R60-C42.bam	S	2
SA609X6XB01899-A95632D-R60-C43.bam	S	2
SA609X6XB01899-A95632D-R60-C47.bam	G1	2
SA609X6XB01899-A95632D-R60-C48.bam	S	2
SA609X6XB01899-A95632D-R60-C49.bam	S	2
SA609X6XB01899-A95632D-R60-C50.bam	S	2
SA609X6XB01899-A95632D-R60-C51.bam	S	2
SA609X6XB01899-A95632D-R60-C55.bam	S	2
SA609X6XB01899-A95632D-R60-C57.bam	G1	2
SA609X6XB01899-A95632D-R60-C59.bam	S	2
SA609X6XB01899-A95632D-R60-C60.bam	S	2
SA609X6XB01899-A95632D-R60-C61.bam	S	2
SA609X6XB01899-A95632D-R60-C62.bam	S	2
SA609X6XB01899-A95632D-R60-C63.bam	G1	2
SA609X6XB01899-A95632D-R60-C64.bam	S	2
SA609X6XB01899-A95632D-R60-C66.bam	S	2
SA609X6XB01899-A95632D-R60-C68.bam	S	2
SA609X6XB01899-A95632D-R60-C69.bam	S	2
SA609X6XB01899-A95632D-R60-C70.bam	S	2
SA609X6XB01899-A95632D-R61-C04.bam	G1	1
SA609X6XB01899-A95632D-R61-C09.bam	S	2
SA609X6XB01899-A95632D-R61-C10.bam	S	2
SA609X6XB01899-A95632D-R61-C11.bam	S	2
SA609X6XB01899-A95632D-R61-C12.bam	S	2
SA609X6XB01899-A95632D-R61-C13.bam	S	2
SA609X6XB01899-A95632D-R61-C14.bam	S	2
SA609X6XB01899-A95632D-R61-C15.bam	S	2
SA609X6XB01899-A95632D-R61-C16.bam	S	2
SA609X6XB01899-A95632D-R61-C17.bam	S	2
SA609X6XB01899-A95632D-R61-C18.bam	S	2
SA609X6XB01899-A95632D-R61-C20.bam	S	2
SA609X6XB01899-A95632D-R61-C21.bam	S	2
SA609X6XB01899-A95632D-R61-C22.bam	S	2
SA609X6XB01899-A95632D-R61-C23.bam	S	2
SA609X6XB01899-A95632D-R61-C24.bam	S	2
SA609X6XB01899-A95632D-R61-C25.bam	S	2
SA609X6XB01899-A95632D-R61-C27.bam	S	2
SA609X6XB01899-A95632D-R61-C31.bam	G1	2
SA609X6XB01899-A95632D-R61-C32.bam	S	2
SA609X6XB01899-A95632D-R61-C35.bam	G1	2
SA609X6XB01899-A95632D-R61-C36.bam	S	2
SA609X6XB01899-A95632D-R61-C37.bam	S	2
SA609X6XB01899-A95632D-R61-C38.bam	S	2
SA609X6XB01899-A95632D-R61-C39.bam	S	2
SA609X6XB01899-A95632D-R61-C40.bam	S	2
SA609X6XB01899-A95632D-R61-C43.bam	S	2
SA609X6XB01899-A95632D-R61-C46.bam	S	2
SA609X6XB01899-A95632D-R61-C47.bam	S	2
SA609X6XB01899-A95632D-R61-C48.bam	G1	2
SA609X6XB01899-A95632D-R61-C49.bam	S	2
SA609X6XB01899-A95632D-R61-C51.bam	S	2
SA609X6XB01899-A95632D-R61-C54.bam	S	2
SA609X6XB01899-A95632D-R61-C55.bam	G1	2
SA609X6XB01899-A95632D-R61-C56.bam	G1	2
