Cell	Phase	Subpopulation
SRR13893869.bam	G1	2
SRR13893870.bam	G1	1
SRR13893872.bam	G1	1
SRR13893873.bam	S	2
SRR13893874.bam	S	2
SRR13893875.bam	S	2
SRR13893879.bam	S	2
SRR13893881.bam	G1	1
SRR13893882.bam	S	2
SRR13893883.bam	S	2
SRR13893886.bam	G1	1
SRR13893887.bam	G1	2
SRR13893889.bam	S	1
SRR13893890.bam	S	2
SRR13893892.bam	S	2
SRR13893893.bam	G1	1
SRR13893894.bam	S	2
SRR13893895.bam	G1	1
SRR13893896.bam	S	2
SRR13893897.bam	S	2
SRR13893898.bam	G1	1
SRR13893899.bam	G1	1
SRR13893902.bam	G1	2
SRR13893903.bam	S	2
SRR13893904.bam	S	2
SRR13893905.bam	G1	1
SRR13893908.bam	G1	1
SRR13893909.bam	S	2
SRR13893914.bam	S	2
SRR13893916.bam	G1	1
SRR13893917.bam	G1	1
SRR13893921.bam	S	2
SRR13893923.bam	G1	2
SRR13893924.bam	G1	2
SRR13893925.bam	S	2
SRR13893926.bam	S	1
SRR13893927.bam	G1	1
SRR13893929.bam	S	2
SRR13893934.bam	G1	2
SRR13893935.bam	G1	1
SRR13893938.bam	S	2
SRR13893939.bam	S	2
SRR13893940.bam	S	1
SRR13893943.bam	G1	2
SRR13893944.bam	G1	1
SRR13893945.bam	G1	2
SRR13893946.bam	S	1
SRR13893948.bam	S	1
SRR13893950.bam	G1	2
SRR13893951.bam	G1	2
SRR13893952.bam	S	2
SRR13893954.bam	S	2
SRR13893955.bam	S	2
SRR13893956.bam	S	2
SRR13893957.bam	S	2
SRR13893958.bam	S	2
SRR13893960.bam	S	2
SRR13893961.bam	G1	2
SRR13893963.bam	G1	2
SRR13893965.bam	S	2
SRR13893968.bam	S	1
SRR13893969.bam	S	1
SRR13893970.bam	S	2
SRR13893971.bam	G1	2
SRR13893972.bam	S	2
SRR13893973.bam	G1	1
SRR13893974.bam	S	2
SRR13893975.bam	S	2
SRR13893976.bam	G1	1
SRR13893977.bam	G1	1
SRR13893978.bam	S	2
SRR13893980.bam	S	1
SRR13893982.bam	S	2
SRR13893983.bam	G1	2
SRR13893986.bam	G1	2
SRR13893987.bam	S	2
SRR13893988.bam	S	2
SRR13893989.bam	G1	1
SRR13893991.bam	S	2
SRR13893992.bam	S	2
SRR13893993.bam	S	2
SRR13893994.bam	G1	1
SRR13893996.bam	G1	1
SRR13893997.bam	G1	1
SRR13893999.bam	S	2
SRR13894000.bam	S	2
SRR13894002.bam	S	2
SRR13894003.bam	S	2
SRR13894006.bam	S	2
SRR13894007.bam	S	2
SRR13894008.bam	G1	2
SRR13894010.bam	S	2
SRR13894011.bam	G1	2
SRR13894016.bam	G1	2
SRR13894017.bam	S	2
SRR13894018.bam	S	2
SRR13894019.bam	S	2
SRR13894020.bam	S	2
SRR13894022.bam	G1	2
SRR13894023.bam	S	2
SRR13894024.bam	S	2
SRR13894025.bam	G1	1
SRR13894026.bam	S	2
SRR13894027.bam	G1	2
SRR13894028.bam	G1	2
SRR13894030.bam	S	2
SRR13894031.bam	S	2
SRR13894032.bam	S	2
SRR13894033.bam	S	1
SRR13894034.bam	G1	1
SRR13894035.bam	S	1
SRR13894038.bam	S	2
SRR13894039.bam	G1	2
SRR13894040.bam	G1	2
SRR13894041.bam	S	2
SRR13894042.bam	S	2
SRR13894043.bam	S	2
SRR13894046.bam	G1	2
SRR13894047.bam	S	2
SRR13894048.bam	S	1
SRR13894050.bam	S	1
SRR13894054.bam	S	2
SRR13894055.bam	G1	2
SRR13894057.bam	G1	1
SRR13894058.bam	G1	1
SRR13894059.bam	G1	2
SRR13894065.bam	G1	1
SRR13894066.bam	S	2
SRR13894067.bam	G1	1
SRR13894068.bam	G1	2
SRR13894071.bam	S	2
SRR13894072.bam	S	2
SRR13894075.bam	G1	2
SRR13894078.bam	S	2
SRR13894079.bam	G1	1
SRR13894080.bam	S	2
SRR13894081.bam	G1	1
SRR13894082.bam	S	2
SRR13894083.bam	S	2
SRR13894084.bam	G1	1
SRR13894085.bam	G1	2
SRR13894086.bam	G1	2
SRR13894087.bam	S	2
SRR13894089.bam	S	1
SRR13894090.bam	G1	2
SRR13894092.bam	S	2
SRR13894094.bam	G1	1
SRR13894095.bam	S	1
SRR13894096.bam	G1	1
SRR13894097.bam	S	2
SRR13894101.bam	S	2
SRR13894104.bam	S	2
SRR13894106.bam	S	1
SRR13894108.bam	G1	2
SRR13894109.bam	G1	2
SRR13894110.bam	G1	1
SRR13894113.bam	S	2
SRR13894116.bam	G1	2
SRR13894117.bam	G1	1
SRR13894118.bam	G1	1
SRR13894120.bam	S	2
SRR13894121.bam	S	2
SRR13894124.bam	S	2
SRR13894127.bam	G1	2
SRR13894128.bam	G1	1
SRR13894129.bam	S	1
SRR13894130.bam	G1	1
SRR13894131.bam	S	2
SRR13894132.bam	S	2
SRR13894134.bam	S	2
SRR13894136.bam	S	2
SRR13894137.bam	G1	2
SRR13894141.bam	S	2
SRR13894142.bam	G1	2
SRR13894144.bam	S	2
SRR13894146.bam	G1	1
SRR13894149.bam	G1	1
SRR13894153.bam	G1	1
SRR13894155.bam	S	2
SRR13894156.bam	G1	1
SRR13894157.bam	G1	2
SRR13894159.bam	S	1
SRR13894161.bam	S	2
SRR13894163.bam	S	2
SRR13894164.bam	S	1
SRR13894165.bam	S	2
SRR13894166.bam	S	1
SRR13894169.bam	S	2
SRR13894170.bam	S	1
SRR13894171.bam	G1	2
SRR13894172.bam	S	2
SRR13894174.bam	G1	1
SRR13894175.bam	S	1
SRR13894177.bam	S	2
SRR13894178.bam	S	2
SRR13894179.bam	G1	1
SRR13894182.bam	S	2
SRR13894183.bam	S	2
SRR13894184.bam	S	2
SRR13894185.bam	S	2
SRR13894186.bam	S	1
SRR13894187.bam	S	1
SRR13894189.bam	G1	2
SRR13894190.bam	S	2
SRR13894191.bam	S	2
SRR13894193.bam	G1	1
SRR13894195.bam	S	2
SRR13894196.bam	S	1
SRR13894197.bam	S	2
SRR13894201.bam	S	2
SRR13894202.bam	S	2
SRR13894203.bam	S	2
SRR13894204.bam	S	2
SRR13894205.bam	S	2
SRR13894206.bam	G1	2
SRR13894210.bam	G1	1
SRR13894211.bam	S	2
SRR13894213.bam	S	2
SRR13894215.bam	S	2
SRR13894217.bam	G1	1
SRR13894224.bam	G1	1
SRR13894226.bam	S	2
SRR13894229.bam	S	2
SRR13894230.bam	G1	1
SRR13894231.bam	G1	1
SRR13894232.bam	S	1
SRR13894233.bam	S	2
SRR13894234.bam	S	2
SRR13894235.bam	S	2
SRR13894236.bam	S	2
SRR13894237.bam	S	2
SRR13894238.bam	G1	2
SRR13894239.bam	S	2
SRR13894240.bam	G1	2
SRR13894242.bam	G1	1
SRR13894244.bam	S	2
SRR13894245.bam	S	2
SRR13894246.bam	S	2
SRR13894247.bam	S	2
SRR13894249.bam	S	2
SRR13894251.bam	G1	1
SRR13894254.bam	S	2
SRR13894255.bam	S	2
SRR13894256.bam	G1	2
SRR13894261.bam	G1	2
SRR13894262.bam	G1	2
SRR13894264.bam	S	2
SRR13894265.bam	S	2
SRR13894266.bam	S	1
SRR13894272.bam	G1	2
SRR13894273.bam	G1	2
SRR13894275.bam	S	1
SRR13894276.bam	G1	1
SRR13894277.bam	G1	2
SRR13894278.bam	G1	1
SRR13894279.bam	S	1
SRR13894280.bam	G1	2
SRR13894281.bam	S	1
SRR13894282.bam	G1	2
SRR13894283.bam	S	2
SRR13894284.bam	G1	2
SRR13894285.bam	S	2
SRR13894287.bam	S	2
SRR13894289.bam	S	2
SRR13894290.bam	G1	2
SRR13894291.bam	S	2
SRR13894294.bam	S	2
SRR13894296.bam	S	1
SRR13894301.bam	S	2
SRR13894303.bam	S	2
SRR13894304.bam	G1	2
SRR13894305.bam	G1	1
SRR13894306.bam	S	2
SRR13894307.bam	S	2
SRR13894309.bam	G1	1
SRR13894311.bam	G1	2
SRR13894312.bam	G1	2
SRR13894315.bam	G1	1
SRR13894316.bam	G1	2
SRR13894317.bam	S	2
SRR13894321.bam	G1	2
SRR13894324.bam	G1	2
SRR13894326.bam	G1	1
SRR13894328.bam	G1	2
SRR13894329.bam	G1	1
SRR13894332.bam	G1	2
SRR13894338.bam	S	1
SRR13894340.bam	S	2
SRR13894341.bam	S	2
SRR13894343.bam	S	2
SRR13894344.bam	G1	2
SRR13894345.bam	S	2
SRR13894346.bam	G1	2
SRR13894348.bam	S	2
SRR13894349.bam	S	2
SRR13894350.bam	S	2
SRR13894352.bam	S	2
SRR13894353.bam	S	2
SRR13894355.bam	S	1
SRR13894356.bam	S	1
SRR13894357.bam	S	1
SRR13894358.bam	G1	2
SRR13894359.bam	S	1
SRR13894360.bam	S	2
SRR13894361.bam	S	1
SRR13894362.bam	S	2
SRR13894363.bam	G1	1
SRR13894365.bam	S	1
SRR13894366.bam	S	1
SRR13894367.bam	G1	1
SRR13894368.bam	G1	2
SRR13894370.bam	G1	1
SRR13894371.bam	G1	2
SRR13894372.bam	S	1
SRR13894373.bam	S	2
SRR13894374.bam	G1	1
SRR13894376.bam	S	1
SRR13894379.bam	S	2
SRR13894381.bam	S	2
SRR13894382.bam	G1	1
SRR13894383.bam	G1	1
SRR13894384.bam	S	2
SRR13894385.bam	G1	2
SRR13894386.bam	G1	2
SRR13894389.bam	S	1
SRR13894390.bam	S	2
SRR13894391.bam	S	2
SRR13894393.bam	S	1
SRR13894394.bam	S	1
SRR13894397.bam	G1	2
SRR13894400.bam	S	2
SRR13894401.bam	G1	1
SRR13894402.bam	G1	2
SRR13894403.bam	S	2
SRR13894404.bam	S	2
SRR13894405.bam	G1	1
SRR13894406.bam	S	2
SRR13894408.bam	G1	2
SRR13894409.bam	S	2
SRR13894410.bam	S	2
SRR13894412.bam	S	2
SRR13894414.bam	G1	1
SRR13894415.bam	S	2
SRR13894416.bam	S	2
SRR13894418.bam	S	2
SRR13894419.bam	G1	2
SRR13894420.bam	S	2
SRR13894421.bam	G1	2
SRR13894422.bam	S	2
SRR13894423.bam	G1	2
SRR13894424.bam	G1	1
SRR13894425.bam	G1	2
SRR13894426.bam	G1	1
SRR13894427.bam	S	1
SRR13894428.bam	G1	2
SRR13894429.bam	S	2
SRR13894431.bam	S	1
SRR13894432.bam	G1	1
SRR13894434.bam	S	2
SRR13894435.bam	S	2
SRR13894438.bam	S	2
SRR13894439.bam	S	1
SRR13894440.bam	S	1
SRR13894442.bam	S	2
SRR13894444.bam	G1	2
SRR13894445.bam	S	2
SRR13894447.bam	S	1
SRR13894448.bam	S	2
SRR13894449.bam	S	2
SRR13894450.bam	S	2
SRR13894452.bam	S	2
SRR13894453.bam	G1	2
SRR13894454.bam	G1	2
SRR13894456.bam	G1	2
SRR13894461.bam	S	2
SRR13894462.bam	G1	1
SRR13894463.bam	S	1
SRR13894464.bam	G1	1
SRR13894465.bam	G1	2
SRR13894466.bam	S	2
SRR13894467.bam	G1	1
SRR13894468.bam	G1	2
SRR13894469.bam	S	2
SRR13894471.bam	S	2
SRR13894472.bam	S	2
SRR13894473.bam	G1	1
SRR13894474.bam	S	1
SRR13894475.bam	S	2
SRR13894476.bam	S	1
SRR13894477.bam	S	1
SRR13894479.bam	S	2
SRR13894480.bam	G1	2
SRR13894481.bam	G1	2
SRR13894482.bam	S	2
SRR13894483.bam	S	2
SRR13894484.bam	G1	1
SRR13894486.bam	S	2
SRR13894487.bam	G1	2
SRR13894490.bam	G1	1
SRR13894491.bam	G1	2
SRR13894493.bam	G1	2
SRR13894496.bam	G1	2
SRR13894498.bam	S	2
SRR13894503.bam	S	1
SRR13894504.bam	G1	1
SRR13894506.bam	S	2
SRR13894508.bam	S	2
SRR13894509.bam	G1	2
SRR13894512.bam	G1	2
SRR13894513.bam	S	1
SRR13894514.bam	S	2
SRR13894515.bam	S	1
SRR13894516.bam	S	1
SRR13894518.bam	S	2
SRR13894519.bam	S	1
SRR13894521.bam	S	2
SRR13894523.bam	G1	1
SRR13894525.bam	S	2
SRR13894526.bam	S	2
SRR13894528.bam	S	1
SRR13894529.bam	S	1
SRR13894531.bam	S	2
SRR13894532.bam	G1	2
SRR13894534.bam	S	2
SRR13894535.bam	G1	2
SRR13894536.bam	S	2
SRR13894537.bam	G1	2
SRR13894538.bam	S	1
SRR13894540.bam	S	2
SRR13894541.bam	S	2
SRR13894542.bam	S	2
SRR13894544.bam	S	1
SRR13894550.bam	S	1
SRR13894552.bam	G1	1
SRR13894553.bam	G1	2
SRR13894555.bam	S	2
SRR13894556.bam	G1	1
SRR13894561.bam	S	2
SRR13894564.bam	G1	2
SRR13894565.bam	S	2
SRR13894566.bam	S	2
SRR13894567.bam	S	2
SRR13894570.bam	S	2
SRR13894571.bam	G1	2
SRR13894573.bam	G1	2
SRR13894574.bam	S	2
SRR13894575.bam	S	2
SRR13894576.bam	S	2
SRR13894578.bam	S	2
SRR13894580.bam	S	2
SRR13894581.bam	G1	1
SRR13894582.bam	G1	2
SRR13894583.bam	S	1
SRR13894584.bam	S	2
SRR13894586.bam	G1	1
SRR13894587.bam	G1	1
SRR13894588.bam	S	2
SRR13894589.bam	S	1
SRR13894590.bam	S	2
SRR13894591.bam	G1	1
SRR13894594.bam	S	2
SRR13894595.bam	S	2
SRR13894597.bam	S	2
SRR13894599.bam	S	1
SRR13894600.bam	S	1
SRR13894601.bam	S	2
SRR13894604.bam	S	2
SRR13894605.bam	G1	1
SRR13894607.bam	G1	2
SRR13894608.bam	S	2
SRR13894609.bam	S	2
SRR13894610.bam	S	1
SRR13894612.bam	S	1
SRR13894613.bam	G1	2
SRR13894616.bam	G1	1
SRR13894617.bam	S	2
SRR13894618.bam	G1	2
SRR13894619.bam	S	2
SRR13894622.bam	G1	1
SRR13894623.bam	S	2
